,year,country,la,inc.n,noninc.n,pop,Depop,EM,CP,Attain,PD,EA,crime
1,2011,Scotland,Aberdeen City,309.7,4541.2,4850.9,101.6955223,347.1538493,5.161332441,5.672821678,95.0150258,24794.35958,204.2336689
2,2011,Scotland,Aberdeen City,73.1,4254.6,4327.7,100.5250052,271.5500873,1.389221433,6.194008638,97.52408286,21475.62582,160.2402898
3,2011,Scotland,Aberdeen City,222.8,7758.5,7981.3,96.61426586,230.2049084,2.543414127,6.446018702,96.30659359,22358.49057,119.5380621
4,2011,Scotland,Aberdeen City,659.9,4326.3,4986.2,100.9542605,623.4864984,11.58270012,5.062325657,77.70852936,29662.92135,779.2178142
5,2011,Scotland,Aberdeen City,145,3862.1,4007.1,96.14799875,313.7856076,3.180345547,5.994326737,99.91796787,21562.5,339.2070993
6,2011,Scotland,Aberdeen City,86.7,3651,3737.7,100.0825163,294.0011746,0.833945193,6.098002183,99.75332811,23784.35518,149.5546527
7,2011,Scotland,Aberdeen City,115,4356,4471,90.32812644,203.4,0.668101379,6.176720076,92.3,21263.3452,200.0222597
8,2011,Scotland,Aberdeen City,247.9,4709.6,4957.6,100.2198118,324.9868176,2.800568061,5.892180598,96.97254347,19935.17018,362.5295378
9,2011,Scotland,Aberdeen City,480,3325,3805,102.6215241,460.2,11.961956,4.831336106,84,31704.41001,699.7278459
10,2011,Scotland,Aberdeen City,175,4263,4438,105.007853,584.3,3.507178134,6.24507055,91.1,25778.33126,556.0687045
11,2011,Scotland,Aberdeen City,410,5756,6166,99.04284801,592.3,10.40010237,5.792036585,100,29065.04065,819.4129459
12,2011,Scotland,Aberdeen City,45.8,3850.7,3896.5,99.74041152,288.1530415,0.743143138,6.02377831,99.95952246,23678.64693,733.0983866
13,2011,Scotland,Aberdeen City,203.8,5918.1,6121.9,96.73895362,400.3,4.812511216,6.35,97.5,21129.03226,433.4357443
14,2011,Scotland,Aberdeen City,315,3703,4018,89.52795555,806.8,19.24702479,5.935370778,100,26688.10289,5235.067695
15,2011,Scotland,Aberdeen City,440,3874,4314,76.94566977,806.8,15.79417355,5.275554321,100,29850.74627,5514.526221
16,2011,Scotland,Aberdeen City,220,5729.9,5949.9,82.45027216,508.4,7.554025866,5.514021647,87.5,26415.09434,492.1648402
17,2011,Scotland,Aberdeen City,260,4175,4435,92.92723288,311,1.490557214,6.049394149,89.7,21790.34158,372.4969137
18,2011,Scotland,Aberdeen City,522,3373.1,3895.1,106.5151196,559.3,11.98079373,4.871629367,75.8,27494.19954,740.7729779
19,2011,Scotland,Aberdeen City,432.9,4084.3,4517.2,98.83372958,513.2228628,8.273590079,4.950588604,88.80884692,23026.31579,450.2943109
20,2011,Scotland,Aberdeen City,135,4553,4688,94.26205767,358.1383387,4.829199127,5.642037551,92.60012288,27218.93491,230.1939142
21,2011,Scotland,Aberdeen City,199.8,3459.3,3659.1,105.9135395,551.980315,5.593973543,5.370061512,89.37920174,23636.36364,528.4753064
22,2011,Scotland,Aberdeen City,864.6,4228.9,5093.5,90.52639803,785.9,18.00651211,4.868002733,82.9,29629.62963,1744.599447
23,2011,Scotland,Aberdeen City,1065,3405,4470,93.52217519,728.5,19.1638837,4.536412596,74.2,31458.69947,1496.375835
24,2011,Scotland,Aberdeen City,430,3631,4061,74.29408527,821.3,18.3639534,5.302663429,84.6,35276.96793,1052.919707
25,2011,Scotland,Aberdeen City,240,3487,3727,67.23913768,821.3,8.829172942,5.031579935,84.6,14457.83133,1153.377774
26,2011,Scotland,Aberdeen City,962.2,8575.1,9537.3,86.53567014,921.9573488,14.07719167,5.232002553,77.49816629,32098.76543,1436.301379
27,2011,Scotland,Aberdeen City,445,3945,4390,87.83690392,749.7,9.810192158,5.228090793,89.5,24096.38554,1084.355273
28,2011,Scotland,Aberdeen City,735,9118,9853,90.9157899,620.3,17.26145283,4.830270568,92,23745.8194,847.5409887
29,2011,Scotland,Aberdeen City,647.6,3718.7,4366.2,84.58642612,732.3756331,15.86654314,4.619239837,83.30691637,38669.06475,952.7280698
