,year,country,la,inc.n,noninc.n,pop,Depop,EM,CP,Attain,PD,EA,crime
1,2013,Scotland,Aberdeen City,285,4701,4986,100.1039572,336.9052838,5.690369017,5.71,99.64865967,24412.09406,167.7064381
2,2013,Scotland,Aberdeen City,85,4144,4229,98.18965745,269.5149738,1.53161663,6.19,93.8960736,19602.97767,147.0867333
3,2013,Scotland,Aberdeen City,195,6371,6566,92.74869508,197.6636616,2.655450707,6.44,99.96791559,18765.63803,79.88835664
4,2013,Scotland,Aberdeen City,610,4679,5289,99.74342443,525.2218971,12.76992688,5.04,82.32380655,32641.29181,634.7161127
5,2013,Scotland,Aberdeen City,105,4552,4657,92.57434401,219.4787056,2.870261856,5.97,94.62184795,19692.73743,292.953807
6,2013,Scotland,Aberdeen City,95,3964,4059,96.68988862,282.6298356,0.919424576,6.1,99.80403885,22577.51938,121.5617095
7,2013,Scotland,Aberdeen City,120,4568,4688,88.84542693,227.5,0.73658177,6.14,100,22242.47949,168.9775418
8,2013,Scotland,Aberdeen City,230,4730,4960,100.7756847,324.6940962,3.087626287,5.91,93.09611344,20614.38965,301.3497781
9,2013,Scotland,Aberdeen City,455,3517,3972,101.4737096,431.4,13.18805649,4.9,92.58930082,28978.62233,600.6100549
10,2013,Scotland,Aberdeen City,145,4483,4628,104.9232313,658.9,3.431577288,6.2,84.73749095,23567.70833,373.4899741
11,2013,Scotland,Aberdeen City,385,5548,5933,97.7771605,466.2,10.18317815,5.8,88.36507763,28714.85944,745.9023906
12,2013,Scotland,Aberdeen City,55,3577,3632,98.13228806,271.5696418,0.81931531,6.08,99.93058552,20436.50794,641.7650073
13,2013,Scotland,Aberdeen City,155,6146,6301,94.16463907,343.4,5.127143186,6.35,100,26863.08492,402.9553144
14,2013,Scotland,Aberdeen City,310,3881,4191,86.70568305,752.7,17.37043987,5.79,100,26888.21752,4748.995388
15,2013,Scotland,Aberdeen City,250,2487,2737,71.27558827,752.7,17.41307634,5.15,100,36904.7619,4981.368599
16,2013,Scotland,Aberdeen City,190,4843,5033,81.39059934,473.6,7.074120001,5.52,82.35316311,20498.61496,458.962319
17,2013,Scotland,Aberdeen City,200,4841,5041,89.55876156,328.1,1.643339328,5.97,90.12456941,23648.64865,326.0347191
18,2013,Scotland,Aberdeen City,490,3646,4136,106.3248677,530.1,13.20882509,4.92,84.38116352,25400.45767,560.3980333
19,2013,Scotland,Aberdeen City,335,4057,4392,94.64059276,464.9564612,9.059605837,4.98,97.01973852,26023.77807,348.5627904
20,2013,Scotland,Aberdeen City,100,3935,4035,94.45602849,348.9918162,4.697125475,5.65,96.98965276,15051.02041,181.0330083
21,2013,Scotland,Aberdeen City,170,3431,3601,108.5664986,534.2704589,6.167355831,5.38,89.53971483,26716.141,501.6472614
22,2013,Scotland,Aberdeen City,805,4894,5699,89.18171163,800.4,19.85217961,4.87,87.32891528,31280.38898,1430.740883
23,2013,Scotland,Aberdeen City,1010,3664,4674,92.4758288,648.7,21.12818178,4.56,83.60904967,29173.69309,1295.941143
24,2013,Scotland,Aberdeen City,325,3103,3428,70.15540057,818.1,19.33895198,5.27,80.23250458,30924.85549,914.6453815
25,2013,Scotland,Aberdeen City,240,4058,4298,63.20054386,818.1,9.734163169,5.08,80.23250458,18497.10983,1002.94959
26,2013,Scotland,Aberdeen City,630,6590,7220,83.30817711,761.7202408,15.52010381,5.23,94.11504399,29156.62651,1088.212494
27,2013,Scotland,Aberdeen City,340,3433,3773,85.94383361,690.5,10.81573685,5.24,91.80257492,31908.83191,1040.862871
28,2013,Scotland,Aberdeen City,355,5208,5563,89.05258014,413.1,19.03075175,4.85,91.91488579,31515.15152,739.1189428
29,2013,Scotland,Aberdeen City,530,4090,4620,83.67663203,734.8453075,17.49286381,4.73,92.30791107,31261.77024,842.5010938
30,2013,Scotland,Aberdeen City,415,4497,4912,75.89665811,673.0987453,18.25155594,4.74,68.92020615,28155.33981,580.1204515
31,2013,Scotland,Aberdeen City,900,4480,5380,81.45725916,670.5471355,20.11127264,4.77,87.75006943,33396.94656,1145.710084
32,2013,Scotland,Aberdeen City,770,3302,4072,87.34978272,961,21.53908624,4.84,98.175,33534.13655,1504.618778
33,2013,Scotland,Aberdeen City,445,5789,6234,92.84341272,410.9,9.273129066,5.44,99.83210395,28450.70423,535.5871666
34,2013,Scotland,Aberdeen City,685,4752,5437,102.1681958,527.3,13.43424909,5.23,81.03930946,31440,615.606397
35,2013,Scotland,Aberdeen City,770,4059,4829,107.5332327,581.2836658,16.70879304,4.71,92.33648764,31636.86382,858.4786383
36,2013,Scotland,Aberdeen City,585,4389,4974,99.55909881,519.2,10.33077317,4.91,84.68931313,27948.00371,605.4949618
37,2013,Scotland,Aberdeen City,540,3088,3628,102.1364675,524.4,15.37764331,4.38,87.48650909,32423.75602,730.8906455
38,2013,Scotland,Aberdeen City,885,4662,5547,99.37453649,478.6,14.73102004,4.41,90.72,29142.01183,910.1403409
39,2013,Scotland,Aberdeen City,920,4381,5301,87.14314513,553.2,20.96272886,4.34,83.98325124,38071.89542,1135.821946
40,2013,Scotland,Aberdeen City,125,5523,5648,86.98763884,343.2949472,2.506314892,5.88,98.66690299,15430.26706,257.6573884
41,2013,Scotland,Aberdeen City,250,3316,3566,90.87351763,334,13.14527542,4.97,95.47857695,29154.07855,766.9810523
42,2013,Scotland,Aberdeen City,335,4570,4905,92.50165818,350.4659912,10.03301906,5.15,98.87009664,23518.51852,565.4358002
43,2013,Scotland,Aberdeen City,300,5106,5406,100.1581734,428.1,10.51367579,5.47,93.46977045,24688.47352,469.8732884
44,2013,Scotland,Aberdeen City,85,3993,4078,88.41550962,317.2566215,2.012380981,5.82,95.10973084,15580.73654,232.5074708
45,2013,Scotland,Aberdeen City,125,4226,4351,108.6971633,349.848607,1.900426155,5.64,100,22711.26761,122.2622501
46,2013,Scotland,Aberdeen City,145,4869,5014,109.2964187,303.3871481,3.558377425,5.57,95.62378707,15480.64919,230.0059065
47,2013,Scotland,Aberdeen City,235,3385,3620,110.0994741,350.1,7.271352986,5.11,89.95665737,21878.86279,462.87228
48,2013,Scotland,Aberdeen City,95,2708,2803,98.34423764,259.6,4.488455893,5.75,100,16774.19355,336.9612525
49,2013,Scotland,Aberdeen City,80,2864,2944,102.4167393,218.5,1.123540444,5.73,100,21927.71084,169.9946579
50,2013,Scotland,Aberdeenshire,150,3014,3164,99.91641311,368,7.659135083,5.55,96.18293704,16976.74419,218.4938167
51,2013,Scotland,Aberdeenshire,225,4864,5089,87.05859606,366.1636289,6.666588304,5.54,99.99791877,15202.3692,236.1013211
52,2013,Scotland,Aberdeenshire,230,4102,4332,75.33230422,355.1,5.161390669,5.59,99.67892681,15922.79855,195.5540941
53,2013,Scotland,Aberdeenshire,255,3715,3970,97.00735954,370.7,8.385714192,5.44,87.81192117,14494.87555,187.5564554
54,2013,Scotland,Aberdeenshire,300,5403,5703,84.55563136,289.9809506,5.259785073,5.62,97.86757896,18367.34694,199.4150583
55,2013,Scotland,Aberdeenshire,65,3835,3900,85.60503892,242.5659587,3.560546205,5.68,99.26336148,16839.91684,227.1259519
56,2013,Scotland,Aberdeenshire,320,5196,5516,91.80720196,344.7636183,6.079679243,5.57,91.26229398,18405.51181,338.3906532
57,2013,Scotland,Aberdeenshire,230,5686,5916,86.16314256,341.7661118,5.441135334,5.74,98.39347557,15648.14815,223.2985466
58,2013,Scotland,Aberdeenshire,65,2977,3042,98.96633201,370.988833,3.114826177,5.59,92.83030801,13043.47826,32.05684431
59,2013,Scotland,Aberdeenshire,100,4338,4438,104.9331478,322.6,5.432926177,5.51,95.47885411,15506.32911,170.8100443
60,2013,Scotland,Aberdeenshire,205,5240,5445,68.77898834,401.5236879,5.9838584,5.11,89.03703369,19921.875,113.3933884
61,2013,Scotland,Aberdeenshire,110,4979,5089,87.15115875,271,2.742159474,5.83,95.04653194,13745.27112,91.42337517
62,2013,Scotland,Aberdeenshire,135,4029,4164,71.63598211,240.8611756,3.874539879,5.99,96.64754118,19242.90221,207.8186943
63,2013,Scotland,Aberdeenshire,90,3056,3146,101.0275934,235.3541169,7.451469124,6.11,96.81912323,16956.52174,239.144305
64,2013,Scotland,Aberdeenshire,120,4165,4285,89.60435205,293.9402871,5.097911011,6.02,95.39282146,20331.49171,119.1109421
65,2013,Scotland,Aberdeenshire,195,4022,4217,91.88073319,294.5105556,8.972229183,5.57,99.345733,16225.54661,140.6915944
66,2013,Scotland,Aberdeenshire,235,5753,5988,84.60871482,332.0433136,7.337992276,5.77,85.92219348,16367.07663,87.63621063
67,2013,Scotland,Aberdeenshire,265,3361,3626,101.7483576,438.7,12.22893033,5.31,90.77987035,21696.57423,310.325007
68,2013,Scotland,Aberdeenshire,265,5368,5633,101.4315488,344.6,6.948483779,5.58,94.19103326,23174.29406,139.0695167
69,2013,Scotland,Aberdeenshire,410,5023,5433,97.23776842,449.0560268,11.59533832,5.21,90.90933076,26771.00494,583.1599627
70,2013,Scotland,Aberdeenshire,90,5459,5549,53.29955088,225.1563287,3.608978267,5.75,93.84290374,16533.86454,123.3755147
71,2013,Scotland,Aberdeenshire,170,5729,5899,53.4456567,301,4.185161632,5.53,89.88878844,18089.17197,184.9127944
72,2013,Scotland,Aberdeenshire,95,3348,3443,51.43165441,302.3034546,2.34928087,5.42,90.16342403,17770.03484,196.3629513
73,2013,Scotland,Aberdeenshire,90,4521,4611,87.11892335,337.6761129,1.184020882,5.92,98.19859714,19532.9087,49.04523501
74,2013,Scotland,Aberdeenshire,100,3955,4055,112.6364249,304.2,3.437542594,6.11,97.68100372,20302.64817,140.417469
75,2013,Scotland,Aberdeenshire,95,3942,4037,55.85364609,219.5702015,2.766863613,5.72,84.83950195,20120.12012,83.02306746
76,2013,Scotland,Aberdeenshire,85,4291,4376,78.04133198,312.6,3.854201277,5.44,92.14414549,20800,178.8576031
77,2013,Scotland,Aberdeenshire,200,5162,5362,74.73792527,334.3983457,3.665910809,5.69,98.87903639,19423.36874,138.7180951
78,2013,Scotland,Aberdeenshire,210,5661,5871,70.64283807,308.13828,4.816382818,5.73,96.79092947,17075.66462,220.7873907
79,2013,Scotland,Aberdeenshire,225,4101,4326,108.5392295,319.3675718,6.442092112,5.72,96.78679383,16474.65438,113.1007257
80,2013,Scotland,Aberdeenshire,165,4322,4487,96.85327646,274.7,7.999415773,5.65,99.52550118,15754.56053,187.8295142
81,2013,Scotland,Aberdeenshire,195,5728,5923,90.39467928,297.6553311,3.338482698,5.74,98.98215886,18509.61538,124.5381658
82,2013,Scotland,Aberdeenshire,175,4940,5115,68.94302244,325.5,4.088522511,5.55,93.84005125,19414.48382,123.2041376
83,2013,Scotland,Aberdeenshire,180,3798,3978,86.54886784,338.1963158,7.568740974,5.29,94.27407726,15033.78378,65.28607052
84,2013,Scotland,Aberdeenshire,195,4879,5074,73.92865811,358.3178239,7.14714292,5.54,94.73075975,18564.35644,136.9105553
85,2013,Scotland,Aberdeenshire,210,4359,4569,85.81971688,280.5,9.937919349,5.65,98.2905599,18146.2141,123.8636026
86,2013,Scotland,Aberdeenshire,480,3931,4411,104.22813,378.8224425,14.44575849,5.3,93.28834987,24667.25821,330.560826
87,2013,Scotland,Aberdeenshire,145,2755,2900,82.36104239,311.9294369,10.16778828,5.34,90.49685,11502.34742,54.98753073
88,2013,Scotland,Aberdeenshire,365,4310,4675,95.03483597,395.1724437,10.68335388,5.4,91.1142496,25064.1574,306.9589027
89,2013,Scotland,Aberdeenshire,270,2942,3212,101.1050663,435,13.35298392,5.27,90.41687202,18757.92142,243.4186153
90,2013,Scotland,Aberdeenshire,350,3416,3766,96.40335078,369.2,12.69082533,5.09,91.52341237,14792.89941,409.8972682
91,2013,Scotland,Aberdeenshire,485,3620,4105,98.24294644,504.5564429,15.20536209,4.91,92.85437747,28117.91383,623.8426367
92,2013,Scotland,Aberdeenshire,450,3500,3950,96.39754736,388.7,15.11818686,5.34,88.98021669,23285.89909,411.6491308
