,year,country,la,inc.n,noninc.n,pop,Depop,EM,CP,Attain,PD,EA,crime
1,2009,Scotland,Aberdeen City,348.8061453,4356.620656,4705.426802,103.3313182,312.793605,4.681480672,5.599029693,92.71733746,20802.91971,250.4673235
2,2009,Scotland,Aberdeen City,63.92786123,4048.261905,4112.189766,100.3763118,234.3289129,1.260064792,6.202031971,95.56069379,19736.84211,158.6054757
3,2009,Scotland,Aberdeen City,207.7361379,7156.451765,7364.187903,96.76556804,191.5168142,2.436104502,6.45806923,90.52637435,17294.68599,195.7510835
4,2009,Scotland,Aberdeen City,802.4580798,4136.542506,4939.000586,102.2280899,511.3296585,10.50585045,5.107207775,77.44641423,35053.76344,1000.5926
5,2009,Scotland,Aberdeen City,160.1268924,3857.084063,4017.210955,97.92783626,251.4577768,3.523928583,6.043211552,96.11534284,23113.20755,394.9000252
6,2009,Scotland,Aberdeen City,85.97031055,3614.236751,3700.207061,101.3055026,258.7237439,0.756412874,6.094008076,95.59718089,27376.03306,188.039566
7,2009,Scotland,Aberdeen City,115,4178,4293,91.4612272,195.0086259,0.605987645,6.250672781,100,20692.79854,239.7547236
8,2009,Scotland,Aberdeen City,243.5271942,4587.460319,4830.987514,98.45808366,294.4195269,2.540197787,5.85666714,95.53291549,20306.20467,448.4533584
9,2009,Scotland,Aberdeen City,600,3077,3677,103.2184671,406.9930764,10.84984672,4.696251922,88.9,26949.54128,811.9507753
10,2009,Scotland,Aberdeen City,180,4282,4462,105.2702762,530.8516322,3.584444538,6.335976403,97.9,26048.28463,910.6110006
11,2009,Scotland,Aberdeen City,450,5407,5857,102.3794602,484.13192,10.62164755,5.776135265,86.4,25868.72587,831.3800679
12,2009,Scotland,Aberdeen City,55.61878453,3678.448321,3734.067106,98.8334281,274.7992547,0.674052733,5.912547451,99.99044912,21538.46154,803.3530082
13,2009,Scotland,Aberdeen City,224.0975104,5661.217842,5885.315353,99.31923485,344.8648861,4.517186934,6.35,93.5,23000,427.8577865
14,2009,Scotland,Aberdeen City,380,3284,3664,93.5275129,670.8192977,21.32634325,6.234638762,88.9,24290.22082,5347.031134
15,2009,Scotland,Aberdeen City,530,3420,3950,87.1205921,669.1646443,14.325781,5.533813402,88.9,31818.18182,5630.596733
