,year,country,la,inc.n,noninc.n,pop,Depop,EM,CP,Attain,PD,EA,crime
1,2008,Scotland,Aberdeen City,348.8061453,4356.620656,4705.426802,103.6488832,316.1167472,4.458553021,5.562494441,90.05779154,24085.75032,281.9630992
2,2008,Scotland,Aberdeen City,63.92786123,4048.261905,4112.189766,99.56629758,231.1565008,1.200061706,6.206047534,99.77788869,17391.30435,200.2833702
3,2008,Scotland,Aberdeen City,207.7361379,7156.451765,7364.187903,97.11694699,197.6913457,2.38415964,6.46410294,100,19056.97446,250.0831405
4,2008,Scotland,Aberdeen City,802.4580798,4136.542506,4939.000586,103.1539596,525.3680235,10.00557185,5.129797835,64.00374833,31618.43516,1017.478231
5,2008,Scotland,Aberdeen City,160.1268924,3857.084063,4017.210955,98.49289147,273.0322356,3.709398509,6.067803256,92.86915592,28679.81791,424.6875536
6,2008,Scotland,Aberdeen City,85.97031055,3614.236751,3700.207061,101.1987435,259.5709087,0.720393213,6.092012003,96.0404072,25605.90095,211.6098697
7,2008,Scotland,Aberdeen City,115,4178,4293,91.73877219,197.5556806,0.57713109,6.287980508,96,18398.47474,251.2960416
8,2008,Scotland,Aberdeen City,243.5271942,4587.460319,4830.987514,98.39306049,300.08632,2.419235988,5.83899076,86.6219167,17940.46661,476.2907788
9,2008,Scotland,Aberdeen City,600,3077,3677,104.0372375,411.6511106,10.33318735,4.630132859,78.1,26599.3266,863.3550832
10,2008,Scotland,Aberdeen City,180,4282,4462,104.8387459,508.6786691,3.623713759,6.381924356,93.9,26159.79381,1087.405397
11,2008,Scotland,Aberdeen City,450,5407,5857,103.9613469,513.3724427,10.73418369,5.768200983,83.3,25825.24272,818.7365928
12,2008,Scotland,Aberdeen City,55.61878453,3678.448321,3734.067106,97.53918082,288.4092961,0.641954984,5.857704624,96.5877203,20175.4386,885.2624822
13,2008,Scotland,Aberdeen City,224.0975104,5661.217842,5885.315353,100.2083103,364.3870014,4.376392021,6.35,93.3,24592.83388,455.1956784
14,2008,Scotland,Aberdeen City,380,3284,3664,95.66860415,664.8208486,22.44878237,6.389884613,76.5,21238.93805,5742.334986
15,2008,Scotland,Aberdeen City,530,3420,3950,90.59829608,659.8544476,13.64360095,5.667646001,76.5,23437.5,6045.941801
16,2008,Scotland,Aberdeen City,250,5022.797645,5272.797645,90.88079554,484.4944606,8.335612841,5.496118952,88.2,21842.10526,542.723864
17,2008,Scotland,Aberdeen City,260,3987,4247,97.33678523,316.9355648,1.287599364,6.292879213,100,24733.72781,405.9871048
18,2008,Scotland,Aberdeen City,605.4749108,3374.122702,3979.597612,105.1974774,497.9858991,10.34946008,4.728887427,83.3,26345.29148,1075.323358
19,2008,Scotland,Aberdeen City,438.0327869,4021.191257,4459.224044,99.88824387,444.1949198,7.220562721,4.863221209,80.42017893,24940.61758,663.2887945
20,2008,Scotland,Aberdeen City,155,4432,4587,94.51048346,300.2163724,5.034305205,5.618206284,92.94824281,20629.37063,337.7397448
21,2008,Scotland,Aberdeen City,252.4379085,3417.648366,3670.086275,103.4415731,466.425635,4.832284672,5.340337789,87.76443117,26068.37607,539.4882725
22,2008,Scotland,Aberdeen City,981.0802188,3785.926162,4767.006381,98.81768822,682.6761147,15.55470218,4.862015029,78,30480.48048,2143.180971
23,2008,Scotland,Aberdeen City,1245,2980,4225,98.12485193,645.4833485,16.55448327,4.466259381,71.2,36073.8255,1758.054964
24,2008,Scotland,Aberdeen City,475,3179,3654,85.1467198,728.6957419,16.9928433,5.401668045,66.7,33587.78626,1378.044379
25,2008,Scotland,Aberdeen City,265,2959,3224,82.03574333,716.9633522,7.626971551,4.888619981,66.7,25730.99415,1515.23726
26,2008,Scotland,Aberdeen City,987.9348079,7935.747064,8923.681872,95.46366509,819.2712343,12.16040744,5.238014047,88.44048152,28348.21429,2014.721656
27,2008,Scotland,Aberdeen City,565,3761,4326,94.09756496,696.2858345,8.474412835,5.192498401,72.2,23636.36364,1278.416991
28,2008,Scotland,Aberdeen City,835,8426,9261,99.01153671,546.6445799,14.91109196,4.771483015,77.3,25757.57576,1111.656861
29,2008,Scotland,Aberdeen City,653.0823574,3409.713266,4062.795623,89.0574972,665.1934729,13.70611652,4.299825896,69.98244307,45954.69256,1078.665749
30,2008,Scotland,Aberdeen City,616.8339529,3815.762082,4432.596035,96.46952533,649.8953412,14.30057166,4.585950326,81.90157339,40306.12245,888.2992245
31,2008,Scotland,Aberdeen City,935.4831559,3251.503983,4186.987139,95.94749044,656.206441,15.75770836,4.521711536,66.55619442,26078.79925,1926.440633
32,2008,Scotland,Aberdeen City,990.0860092,2593.113532,3583.199541,95.35814831,912.3909151,16.87643767,4.700741811,62.5,32270.91633,2249.371975
33,2008,Scotland,Aberdeen City,620,5431,6051,102.2885695,367.1385612,7.265739268,5.218791439,84,25437.78802,824.453426
34,2008,Scotland,Aberdeen City,852.7679623,4336.19788,5188.965842,103.5440268,479.5818593,10.52608569,5.29491061,75,29691.0324,832.0613466
35,2008,Scotland,Aberdeen City,1014.196429,3791.532967,4805.729396,104.209098,580.8565303,13.09177655,4.476083569,72.52861596,25972.39649,1036.241506
36,2008,Scotland,Aberdeen City,739.3959008,3912.875944,4652.271845,102.648176,486.5637653,8.094431098,4.763200817,87.8,31465.9197,614.6702211
37,2008,Scotland,Aberdeen City,730,2705,3435,102.7329691,530.9941399,12.04878591,4.0442208,77.3,30366.49215,1308.965138
38,2008,Scotland,Aberdeen City,1191.210217,3974.326763,5165.53698,101.9532156,481.7117923,11.54213966,4.06736351,66.3,26009.69305,1389.014167
39,2008,Scotland,Aberdeen City,1370,3105,4475,94.11249014,588.9995648,16.42484658,3.932823814,67.6,33333.33333,2038.883853
40,2008,Scotland,Aberdeen City,170.5261687,5246.502067,5417.028236,92.54834193,332.1250968,1.963763299,5.793482751,92.10703243,21675.77413,250.0506626
41,2008,Scotland,Aberdeen City,255,2725,2980,100.8442683,334.1162383,14.64059872,4.830621897,87.5,23787.87879,1260.845574
42,2008,Scotland,Aberdeen City,446.6328143,4735.375503,5182.008317,98.28992731,291.8221309,7.861132959,4.95850797,74.59572687,20617.52988,1009.358665
43,2008,Scotland,Aberdeen City,424.188092,5800.445196,6224.633288,101.4711316,369.7470027,10.84882705,5.593097093,87.8,22495.2741,471.5779086
44,2008,Scotland,Aberdeen City,90.30129125,4681.456241,4771.757532,90.18174189,281.1944682,1.576753156,5.756796032,93.88895191,18297.10145,286.5716358
45,2008,Scotland,Aberdeen City,145.2601156,4353.988439,4499.248555,105.0180322,342.8133585,1.48903362,5.538150373,87.5020723,28097.34513,203.8889488
46,2008,Scotland,Aberdeen City,113.5388161,4732.970484,4846.5093,107.4724086,310.2383957,2.788081823,5.43769784,98.56585067,17575.75758,279.298491
47,2008,Scotland,Aberdeen City,275,3420,3695,106.1208015,312.9069834,5.69729533,4.657001421,83.8,26409.90371,615.672801
48,2008,Scotland,Aberdeen City,130,2591,2721,100.7788023,240.1894483,3.516822639,5.671254658,86.7,20631.97026,448.3742137
49,2008,Scotland,Aberdeen City,115,2705.5,2820.5,101.4923794,185.6308263,0.880323337,5.552521901,89.3,29325.5132,287.5723873
50,2008,Scotland,Aberdeenshire,246.0907799,2887.136861,3133.227641,98.50810351,434.4771093,6.00113275,5.440529259,89.3,17215.18987,327.6642927
51,2008,Scotland,Aberdeenshire,278.1922475,5302.375674,5580.567922,94.87713374,358.3966943,5.245385645,5.275298905,83.72353903,18928.57143,323.461155
52,2008,Scotland,Aberdeenshire,432.8074866,4198.137701,4630.945187,82.53531614,427.8931999,4.044084645,5.550325206,85.7,17712.69177,244.8599856
53,2008,Scotland,Aberdeenshire,332.7205882,3510.257353,3842.977941,97.53376881,393.8743182,6.570426494,5.285210446,91.4,14705.88235,313.33862
54,2008,Scotland,Aberdeenshire,402.2805781,4462.705953,4864.986531,93.44302721,396.0280109,4.121179235,5.442644787,90.40223672,23607.03812,291.4716476
55,2008,Scotland,Aberdeenshire,159.9390956,4412.764984,4572.704079,95.82859814,274.911434,2.915838251,5.414942618,91.89524379,16195.37275,550.2837813
