,year,country,la,inc.n,noninc.n,pop,Depop,EM,CP,Attain,PD,EA,crime
1,2018,Scotland,Aberdeen City,317,4492,4809,104.095272,321.6,9.879839786,5.84,96.26,19223,388.4842178
2,2018,Scotland,Aberdeen City,74,4334,4408,90.52405943,224.2,2.9342723,6.28,95.56,16409,323.6607143
3,2018,Scotland,Aberdeen City,208,6657,6865,97.32913158,220.6,3.248259861,6.34,97.48,17382,337.1970495
4,2018,Scotland,Aberdeen City,713,4784,5497,97.67835854,585.4,17.37089202,4.9,86.67,29889,1195.175439
5,2018,Scotland,Aberdeen City,132,4383,4515,107.0873016,272.2,2.707275804,5.79,92.06,22800,587.2011252
6,2018,Scotland,Aberdeen City,88,3958,4046,99.18485183,219.2,1.202749141,6.02,97.78,22026,381.613183
7,2018,Scotland,Aberdeen City,84,4866,4950,98.46470965,193.1,4.606240713,5.69,100,21314,279.0373212
8,2018,Scotland,Aberdeen City,270,4914,5184,91.25895725,219.9,3.891891892,6.11,97.67,21118,1013.853904
9,2018,Scotland,Aberdeen City,461,3434,3895,104.732675,570.2,18.3908046,5.23,90.32,31013,1228.831958
10,2018,Scotland,Aberdeen City,136,4456,4592,99.1233197,631,3.685503686,5.89,95.71,22062,1372.957942
11,2018,Scotland,Aberdeen City,399,5334,5733,108.0225848,386.6,12.42937853,5.84,94.64,23314,922.6875288
12,2018,Scotland,Aberdeen City,64,3611,3675,100.0093502,152.5,3.588143526,6.32,97.18,20620,2435.67753
13,2018,Scotland,Aberdeen City,159,6192,6351,104.3634728,308.2,5.076142132,6.26,97.95,26167,898.1502117
14,2018,Scotland,Aberdeen City,263,3744,4007,105.3104999,743.3,15.2173913,5.08,89.74,27635,5935.320228
15,2018,Scotland,Aberdeen City,238,2440,2678,105.0646552,618.7,25.68807339,4.38,67.5,36842,9300.046664
16,2018,Scotland,Aberdeen City,184,4943,5127,104.4795222,307.5,5.353728489,5.97,78.85,21241,533.4051724
17,2018,Scotland,Aberdeen City,236,4765,5001,102.7224389,460.6,2.88,5.62,95.18,25656,652.4427953
18,2018,Scotland,Aberdeen City,501,3449,3950,107.5173443,600.7,23.90625,5.29,87.93,37237,994.9832776
19,2018,Scotland,Aberdeen City,373,4529,4902,82.26198515,387.2,11.02620087,5.17,91.37,35211,1468.596059
20,2018,Scotland,Aberdeen City,101,3853,3954,105.3924974,366.9,3.571428571,5.69,92.91,17256,216.0148976
21,2018,Scotland,Aberdeen City,169,3372,3541,107.6068796,447.8,12.36673774,5.41,92.45,20032,1581.497797
22,2018,Scotland,Aberdeen City,877,4595,5472,109.9071806,781.9,27.55905512,4.66,83.78,28860,1842.67828
23,2018,Scotland,Aberdeen City,1000,3582,4582,105.9898784,784.9,36.58536585,4.58,84.21,31333,1714.883235
24,2018,Scotland,Aberdeen City,389,2908,3297,103.7255511,732.1,23.93822394,5.09,82.93,38261,2580.266249
25,2018,Scotland,Aberdeen City,281,3899,4180,101.5492377,637.3,15.44715447,5.22,66.67,21635,1189.944134
26,2018,Scotland,Aberdeen City,737,6364,7101,102.5885167,911.8,21.42857143,4.93,77.65,33195,2127.695995
27,2018,Scotland,Aberdeen City,422,3314,3736,103.5082847,733.9,13.44902386,5.54,89.83,29545,3420.19544
28,2018,Scotland,Aberdeen City,440,5276,5716,97.07507508,408,28.33333333,5.02,85.06,30791,966.1620659
29,2018,Scotland,Aberdeen City,652,3823,4475,102.017142,894.5,30.88607595,4.95,80,40655,1376.121076
30,2018,Scotland,Aberdeen City,456,4149,4605,109.0249675,587.1,26.65198238,5.16,81.48,27139,921.4720371
31,2018,Scotland,Aberdeen City,1012,4556,5568,91.30541269,727.6,29.78187919,5.02,81.15,31810,1634.432035
32,2018,Scotland,Aberdeen City,872,3145,4017,103.2886307,876.8,33.11518325,4.95,73.53,34982,2044.156833
33,2018,Scotland,Aberdeen City,502,5592,6094,101.6483516,430.5,16.52490887,5.82,89.72,26575,713.0563069
34,2018,Scotland,Aberdeen City,814,4651,5465,102.558554,585.6,19.62616822,5.19,88.65,31731,1481.826654
35,2018,Scotland,Aberdeen City,806,3911,4717,103.8336816,529,21.14537445,5.09,86.78,31007,1595.709018
36,2018,Scotland,Aberdeen City,664,4250,4914,102.0296215,614.9,15.96958175,5.05,85.56,28505,880.6528392
37,2018,Scotland,Aberdeen City,552,2953,3505,102.6303019,575.6,17.73472429,4.9,83.78,34951,1614.906832
38,2018,Scotland,Aberdeen City,923,4469,5392,103.8103036,624.3,24.53625632,4.93,82.2,33242,1423.909819
39,2018,Scotland,Aberdeen City,924,3975,4899,110.7437444,717.8,27.48161765,4.89,84.71,33085,1625.245258
40,2018,Scotland,Aberdeen City,152,5497,5649,96.51353568,247.6,5.430242272,5.92,95.38,13506,913.3296764
41,2018,Scotland,Aberdeen City,298,3722,4020,78.2132387,461.4,12.9476584,5.14,88.64,22849,1311.643836
42,2018,Scotland,Aberdeen City,397,4870,5267,86.41341761,380.9,11.55152888,5.44,90.59,22254,1514.701515
43,2018,Scotland,Aberdeen City,367,4894,5261,104.2383175,382.1,10.96224117,5.33,94.12,24700,1150.326797
44,2018,Scotland,Aberdeen City,97,3965,4062,103.1324481,350.9,6.04288499,5.84,95.93,18040,645.675568
45,2018,Scotland,Aberdeen City,147,4245,4392,97.48522951,269.6,5.780346821,5.62,91.45,18194,285.9087815
46,2018,Scotland,Aberdeen City,144,4756,4900,102.7766209,268.6,5.936675462,5.73,96.95,19886,476.3491006
47,2018,Scotland,Aberdeen City,284,3348,3632,99.77742743,367.4,12.06225681,5.66,88.57,22945,517.4825175
48,2018,Scotland,Aberdeen City,107,2555,2662,106.5554542,266.5,9.169054441,5.5,88.71,21905,943.5173299
49,2018,Scotland,Aberdeen City,124,3416,3540,78.22515121,326.7,5.613577023,5.92,93.44,23846,559.8692276
50,2018,Scotland,Aberdeenshire,167,2903,3070,100.9402356,284.1,9.160305344,5.59,99.02,13113,501.6910936
51,2018,Scotland,Aberdeenshire,256,5069,5325,94.48788861,254.3,7.865168539,5.72,96.55,16667,448.8618147
52,2018,Scotland,Aberdeenshire,244,4077,4321,96.74790556,367.8,6.927374302,5.71,92.45,18779,4177.407127
53,2018,Scotland,Aberdeenshire,297,3782,4079,96.62024595,229.5,12.96518607,5.6,93.14,17881,351.3071895
54,2018,Scotland,Aberdeenshire,341,5442,5783,95.19648128,358.1,7.416267943,5.91,95.09,21854,865.2246256
55,2018,Scotland,Aberdeenshire,105,4289,4394,76.23655138,310.8,4.676616915,5.89,98,19088,773.6293306
56,2018,Scotland,Aberdeenshire,381,4947,5328,104.6945987,378.6,10.78748652,5.88,91.74,18414,630.9633733
57,2018,Scotland,Aberdeenshire,268,5401,5669,103.7884581,298.2,6.586169045,5.96,97.28,15539,723.3065442
58,2018,Scotland,Aberdeenshire,87,2883,2970,105.5490517,279.6,5.714285714,5.94,96.99,18519,247.6083286
59,2018,Scotland,Aberdeenshire,102,4192,4294,106.5026637,279.4,5.687203791,5.65,96.1,16449,481.9694868
60,2018,Scotland,Aberdeenshire,233,5646,5879,79.53906689,322.6,5.323450135,5.45,95.36,23025,496.6198648
61,2018,Scotland,Aberdeenshire,144,4964,5108,95.86144266,276.3,4.695304695,6.07,93.79,19912,391.2363067
62,2018,Scotland,Aberdeenshire,182,3923,4105,100.4874878,228.7,8.382526564,6.08,94.12,21066,389.8713826
63,2018,Scotland,Aberdeenshire,114,2895,3009,104.9542513,217.3,2.417582418,6.35,97.84,15803,789.3209518
64,2018,Scotland,Aberdeenshire,114,4169,4283,96.58548046,232.4,4.545454545,5.99,95.94,17366,408.496732
65,2018,Scotland,Aberdeenshire,195,3883,4078,102.9171143,271.9,12.1875,5.67,94.89,17079,225.4428341
66,2018,Scotland,Aberdeenshire,275,5928,6203,90.3197065,279.5,8.037825059,5.65,95.19,17573,382.6530612
67,2018,Scotland,Aberdeenshire,322,3232,3554,103.1552937,439.4,14.49044586,5.36,95.14,20765,845.3993461
68,2018,Scotland,Aberdeenshire,334,5136,5470,102.3962738,329.7,8.108108108,5.57,94.53,22250,652.6192567
69,2018,Scotland,Aberdeenshire,524,4814,5338,101.6886977,396.6,15.68877551,5.35,91.96,26333,2403.934829
70,2018,Scotland,Aberdeenshire,162,6203,6365,76.56118872,207.8,4.272959184,5.7,93.93,10897,515.2278452
71,2018,Scotland,Aberdeenshire,174,5775,5949,98.84569683,237.6,5.464071856,5.86,95.55,17872,594.5499587
72,2018,Scotland,Aberdeenshire,107,3310,3417,97.73901179,305,3.253012048,5.8,94.74,18421,788.7700535
73,2018,Scotland,Aberdeenshire,103,4940,5043,83.43152181,243.3,1.814708691,5.9,98.19,13032,163.2778805
74,2018,Scotland,Aberdeenshire,95,3793,3888,107.8529947,252.2,5.017921147,5.76,95.95,18559,458.0479452
75,2018,Scotland,Aberdeenshire,134,3835,3969,101.1442829,237.9,5.257270694,5.9,98.39,27098,481.8325434
76,2018,Scotland,Aberdeenshire,152,4078,4230,101.4305816,264.6,4.4345898,5.49,92.78,19225,405.7543342
77,2018,Scotland,Aberdeenshire,184,5082,5266,100.5520356,242.9,5.49860205,5.63,87.76,20384,559.2775998
78,2018,Scotland,Aberdeenshire,252,5841,6093,96.01738658,343.9,5.846422339,5.82,93.86,18919,781.4122534
79,2018,Scotland,Aberdeenshire,252,3841,4093,105.7595451,356.8,6.80713128,5.53,95.09,13831,383.8383838
80,2018,Scotland,Aberdeenshire,168,4378,4546,96.17745944,291.4,8.312342569,5.81,94.44,15530,1049.779885
81,2018,Scotland,Aberdeenshire,249,5777,6026,94.65369267,265.8,6.326034063,5.59,93.85,21379,341.9902289
82,2018,Scotland,Aberdeenshire,185,4877,5062,99.70833886,288.5,9.225092251,5.62,94.83,17995,429.2120436
83,2018,Scotland,Aberdeenshire,203,3725,3928,99.53187505,359.2,5.570652174,5.48,93.82,23611,321.1736717
84,2018,Scotland,Aberdeenshire,216,4825,5041,93.54625841,282,6.699507389,5.7,94.03,19271,478.8094468
85,2018,Scotland,Aberdeenshire,253,4400,4653,97.23645285,263.6,11.62790698,5.58,94.31,19829,810.3448276
86,2018,Scotland,Aberdeenshire,488,3843,4331,102.6974502,475.4,19.40298507,5.26,88.83,23009,1059.683313
87,2018,Scotland,Aberdeenshire,110,2748,2858,99.88181066,183.4,10.18867925,5.58,93.66,16157,459.2673592
88,2018,Scotland,Aberdeenshire,404,4204,4608,106.7940236,419,14.40559441,5.19,94.55,24894,1098.689283
89,2018,Scotland,Aberdeenshire,288,2925,3213,101.3868613,435.5,13.07692308,5.09,89.34,17563,519.4095134
90,2018,Scotland,Aberdeenshire,305,3505,3810,98.73428621,332.3,13.30203443,5.29,91.54,19589,579.6460177
91,2018,Scotland,Aberdeenshire,511,3568,4079,101.4021775,492,18.50699844,5.23,91.44,20471,2150.406504
92,2018,Scotland,Aberdeenshire,468,3439,3907,103.4458994,429.9,12.74362819,5.39,87.78,21721,745.7212714
93,2018,Scotland,Aberdeenshire,251,2876,3127,103.3724495,371.4,11.91919192,5.57,94.74,19973,469.7286013
94,2018,Scotland,Aberdeenshire,281,2747,3028,102.0015655,368.5,12.23300971,5.41,91.6,16553,513.5135135
95,2018,Scotland,Aberdeenshire,332,4708,5040,90.3012875,318.1,8.491620112,5.43,90.58,19534,396.5032782
96,2018,Scotland,Aberdeenshire,289,2350,2639,103.4031746,405.9,10.77586207,5.29,91.3,25859,1232.323232
97,2018,Scotland,Aberdeenshire,136,2973,3109,92.06955047,292.1,8.937605396,5.53,90.16,15986,385.3955375
98,2018,Scotland,Aberdeenshire,364,4136,4500,101.127412,401.4,15.50190597,5.34,92.5,21333,828.1358281
99,2018,Scotland,Aberdeenshire,317,4222,4539,97.91029562,405.4,15.18817204,5.32,90.11,16357,1371.889711
100,2018,Scotland,Aberdeenshire,364,2148,2512,104.0938792,528.6,15.44117647,5.15,87.01,19968,2246.42614
101,2018,Scotland,Aberdeenshire,1143,5140,6283,100.9882676,678.2,26.03201348,4.73,82.66,22164,3085.106383
102,2018,Scotland,Aberdeenshire,333,3918,4251,104.1096973,377,13.31316188,5.32,94.76,19934,964.6790733
103,2018,Scotland,Aberdeenshire,382,6787,7169,81.9694993,396.7,8.48806366,5.26,93.58,16259,640.0506971
104,2018,Scotland,Aberdeenshire,530,5690,6220,93.9092148,385,12.11072664,5.33,90.48,16273,587.2063968
105,2018,Scotland,Aberdeenshire,175,3996,4171,102.4736713,373.6,5.794947994,5.69,95.48,16835,884.9189863
106,2018,Scotland,Aberdeenshire,404,1946,2350,106.365561,451.3,24.56140351,4.38,89.77,18812,1771.986971
107,2018,Scotland,Aberdeenshire,345,2315,2660,103.7157513,477.7,19.02313625,5.33,87.9,29861,2758.830694
108,2018,Scotland,Aberdeenshire,737,2830,3567,104.8484848,611.1,28.92804699,4.94,84,26111,3647.881171
109,2018,Scotland,Angus,246,5280,5526,101.4842752,270,10.04514673,5.93,93.91,15079,524.9030719
110,2018,Scotland,Angus,214,6036,6250,94.92372296,311.7,8.68878357,5.72,96.24,20335,570.5944798
111,2018,Scotland,Angus,140,2659,2799,101.5558699,242.2,7.5,5.48,94.34,18803,326.0869565
112,2018,Scotland,Angus,226,4536,4762,97.18913768,314.7,6.083086053,5.83,94.12,23954,255.1408987
113,2018,Scotland,Angus,529,4796,5325,97.0604548,420.1,16.66666667,5.33,90.45,23868,674.6031746
114,2018,Scotland,Angus,267,5147,5414,101.7368193,233.2,11.20906801,5.64,93.75,16899,348.2417207
115,2018,Scotland,Angus,134,2646,2780,97.41307701,224.8,9.04109589,5.86,92,18211,611.2054329
116,2018,Scotland,Angus,616,5012,5628,103.7422793,428.9,18.26923077,5.57,93.46,18271,560
117,2018,Scotland,Angus,360,3259,3619,102.4112028,410.2,18.96162528,5.76,93.33,18428,1115.839243
118,2018,Scotland,Angus,1027,3706,4733,101.4250931,703.1,26.90513219,5.11,85.09,23649,2423.537234
119,2018,Scotland,Angus,866,4226,5092,95.91769439,430,23.79518072,5.07,87.86,20104,893.3811542
120,2018,Scotland,Angus,936,3737,4673,104.8563364,454.5,29.53091684,5.16,87.39,22581,1353.758461
121,2018,Scotland,Angus,222,2659,2881,104.0375587,338.9,10.59602649,5.48,96.97,17710,1042.873696
122,2018,Scotland,Angus,842,4704,5546,103.8139478,545.5,27.20105125,5.23,90.5,25896,1331.782495
123,2018,Scotland,Angus,573,4141,4714,102.2591645,419.7,20.44887781,5.5,89.85,21572,752.0891365
124,2018,Scotland,Angus,255,3571,3826,96.07425171,312.2,13.79310345,5.68,96.91,18253,621.6216216
125,2018,Scotland,Angus,216,3254,3470,100.8653014,263.4,8.921933086,5.64,91.1,14548,785.1239669
126,2018,Scotland,Angus,629,2876,3505,103.6120208,559,28.20895522,5.14,81.7,24257,1524.789523
127,2018,Scotland,Angus,333,3532,3865,99.6464298,330.4,13.16239316,5.47,91.94,20020,1049.601417
128,2018,Scotland,Angus,367,5055,5422,98.62183021,278,10.14669927,5.72,98.14,20072,1041.990669
129,2018,Scotland,Angus,294,4102,4396,93.09415025,390,12.81669151,5.4,96.75,21133,725.7120562
130,2018,Scotland,Angus,812,3939,4751,102.7191413,476,29.18978912,4.94,88.68,22632,1997.162114
131,2018,Scotland,Angus,597,4288,4885,103.1340605,399.5,18.93644617,5.01,87.26,22685,606.271777
132,2018,Scotland,Angus,197,2684,2881,98.74836095,367.4,5.714285714,5.74,94.5,19011,493.7570942
133,2018,Scotland,Angus,636,5395,6031,101.7648038,419.5,15.72327044,5.7,92.98,22288,1010.758777
134,2018,Scotland,Angus,210,3296,3506,103.3912715,314,14.44241316,5.69,98.18,23129,831.376233
135,2018,Scotland,Argyll and Bute,247,3588,3835,98.35584263,361.4,15.00815661,5.87,96.95,19637,434.7826087
136,2018,Scotland,Argyll and Bute,628,5169,5797,101.0066149,520.3,17.71539206,5.3,95.93,31603,1333.694768
137,2018,Scotland,Argyll and Bute,194,2516,2710,106.9130819,357.8,11.97007481,5.55,93.27,22782,1811.926606
138,2018,Scotland,Argyll and Bute,340,5258,5598,94.28369379,356.4,12.86549708,5.62,88.93,22142,630.5770375
139,2018,Scotland,Argyll and Bute,146,2091,2237,98.13529922,248.7,12.77372263,5.55,98.73,22875,785.0330154
140,2018,Scotland,Argyll and Bute,225,2848,3073,100.6451613,348.5,15.05882353,5.34,94.78,19077,810.8108108
141,2018,Scotland,Argyll and Bute,405,3254,3659,102.4859663,542.8,13.09707242,5.28,96.95,27218,1921.881935
142,2018,Scotland,Argyll and Bute,169,2256,2425,100.6729475,278.1,14.77987421,5.56,94.44,18464,555.9322034
143,2018,Scotland,Argyll and Bute,267,3071,3338,101.4415116,375,8.829568789,5.55,97.44,16916,520.7811718
144,2018,Scotland,Argyll and Bute,246,2612,2858,101.0350318,299.6,22.16494845,5.7,97.22,19949,540.5405405
145,2018,Scotland,Argyll and Bute,747,3896,4643,106.1460225,475.1,13.71280724,5.48,92.7,29840,1437.35588
146,2018,Scotland,Argyll and Bute,196,2326,2522,105.9261193,306.5,10.4,5.81,94.67,16481,488.8888889
147,2018,Scotland,Argyll and Bute,870,2752,3622,103.5330825,618.5,31.26079447,5.29,85.38,22917,1416.100873
