"","year","la","total.pop","crime","CP","Attain","PD","EA","Depop","EM"
"1",2007,"Aberdeen City",226984.754504,-0.341836517586543,-0.355201090363735,0.358895036198334,0.359978594289966,-0.268321432113915,-0.0670452976070539,-0.314239797410199
"2",2007,"Aberdeenshire",286973.375024,-0.242258074854664,-0.299280499524567,0.217008529105904,0.15656311944057,-0.138107154199766,-0.196063623414943,-0.282519142311379
"3",2007,"Angus",124726.421531,-0.288423782582088,-0.222867640329443,0.274021993777003,0.187878417129998,-0.13995560419124,-0.10643368244312,-0.264554314277565
"4",2007,"Argyll and Bute",95155.921869,-0.180308021780399,-0.147122393399397,0.186023463155236,-0.025478897247881,-0.174275783193997,-0.0282052795363077,-0.175238298760434
"5",2007,"Clackmannanshire",61215.61948,-0.21582843087341,-0.226171499593612,0.18678046847122,0.175248700128636,-0.0732314553092026,-0.0840168458484687,-0.21732372650526
"6",2007,"Dumfries and Galloway",157522.884827,-0.174075554738529,-0.163186076042503,0.15873376837059,0.190306362522486,-0.115419180103444,-0.057169455683054,-0.17933477481602
"7",2007,"Dundee City",155431.196751,-0.237290277434271,-0.252966930472507,0.225274517040745,0.243369139710211,-0.301804508608859,-0.0182080952237733,-0.281815903233385
"8",2007,"East Ayrshire",130870.357487,-0.251020000007035,-0.222980332552019,0.163401255949942,0.204549598601329,-0.207854522839343,-0.068410834077044,-0.262056079681884
"9",2007,"East Dunbartonshire",108266.643652,-0.337034085312061,-0.337450288373108,0.33363428861691,0.258663008802953,-0.350138262787655,-0.016056304225593,-0.348071261388541
"10",2007,"East Lothian",109823.743721,-0.192905063770703,-0.138284346043505,0.19573367710675,0.108229623753161,-0.176735800490599,-0.0373572448245687,-0.166834816278864
"11",2007,"East Renfrewshire",91699.634442,-0.372110098477511,-0.344888112845534,0.354333019439362,0.262263748040528,-0.241977974885834,-0.00602234058517404,-0.351665804384553
"12",2007,"Edinburgh, City of",527536.353253,-0.410380942361378,-0.332697267137316,0.41320972738815,0.372918972886275,-0.373096042249749,0.123851675077461,-0.417576166098907
"13",2007,"Eilean Siar",26333.589699,-0.00607995780821557,-0.0524246402952904,0.0291497720871843,0.0639684049664466,0.0200674640396032,-0.0156360755393714,0.0500907965586648
"14",2007,"Falkirk",177079.917579,-0.214861969863762,-0.206310637636426,0.165873133108613,0.180235855186382,-0.162095334567445,-0.114280771389131,-0.188616257633804
"15",2007,"Fife",464590.041673,-0.325176769807236,-0.331921689986011,0.276677888141876,0.200202767112209,-0.173902710802167,-0.194969977391047,-0.331120008473732
"16",2007,"Glasgow City",652564.775334,-0.224484414422122,-0.192716145858675,0.211790360951369,0.173239949125588,-0.219576425956859,-0.0431983987796798,-0.240180245871052
"17",2007,"Highland",242535.132423,-0.200768617534418,-0.185374942171102,0.17089242853676,0.177197816076994,-0.151226895065033,-0.104763733668943,-0.22058696611078
"18",2007,"Inverclyde",86411.983538,-0.323964636994217,-0.323942039584992,0.324283609360759,0.283403941896524,-0.237243013524599,-0.314437236847793,-0.354260802566324
"19",2007,"Midlothian",83563.82858,-0.228223748851929,-0.212480218438036,0.210835291865502,0.193384860457058,-0.165496865119921,-0.112179837325929,-0.249324533835663
"20",2007,"Moray",99938.933122,-0.117154374371185,-0.0589671887530256,0.0483544744363673,0.0196849804036603,-0.0634881400380012,-0.0169803790522387,-0.0642248571895987
"21",2007,"North Ayrshire",144259.141003,-0.282134445017151,-0.29355454634225,0.233129889489366,0.226985079241793,-0.164258053946202,-0.153052209990822,-0.31078824499877
