"","year","la","total.pop","crime","CP","Attain","PD","EA","Depop","EM"
"1",2011,"Aberdeen City",222460,-0.31674134511818,-0.353321727196247,0.359599722251403,0.251661215095186,-0.283600979741294,0.0995358124537304,-0.289082087259832
"2",2011,"Aberdeenshire",253650,-0.24584142380693,-0.309877565312568,0.267604628351918,0.151780879773128,-0.202352619072595,-0.113728672108092,-0.289224307912338
"3",2011,"Angus",116200,-0.29585229270092,-0.288387789187503,0.287783547744459,0.166416810038335,-0.132834113920656,0.0241022861338962,-0.260000539425838
"4",2011,"Argyll and Bute",88930,-0.183034929454288,-0.120295869141108,0.202751433752884,0.0911604952478022,-0.147439618121091,0.00451760334338669,-0.240374385179166
"5",2011,"Clackmannanshire",51500,-0.208836259344424,-0.18155363714384,0.168769148194569,0.231179641204185,-0.0719853124657175,-0.045799873996466,-0.171597955440908
"6",2011,"Dumfries and Galloway",151410,-0.181017916373333,-0.15780860914054,0.171774041783118,0.146673503958251,-0.107059728491606,0.00621265271028548,-0.180308424336761
"7",2011,"Dundee City",147200,-0.269711121526287,-0.257760328369404,0.318304351273179,0.25826158175472,-0.260153070185876,-0.0805158891438271,-0.244315435357583
"8",2011,"East Ayrshire",122690,-0.175695507813739,-0.261163421834185,0.263956424521018,0.222764154308177,-0.2489529080463,0.0133861976863727,-0.254561952185856
"9",2011,"East Dunbartonshire",105000,-0.057720786731192,-0.338718972475933,0.335447435207493,0.267492716128794,-0.288657254727966,0.0327103536291009,-0.345001798959339
"10",2011,"East Lothian",99920,-0.183490850442102,-0.178516311547791,0.198052230749937,0.189816201933283,-0.143893483416384,0.0656269202267872,-0.155124031436814
"11",2011,"East Renfrewshire",90810,-0.297194923777939,-0.381366668451303,0.405313131848463,0.337323143588105,-0.264167388839551,0.103834361732853,-0.378859137906126
"12",2011,"Edinburgh, City of",477940,-0.335146281225189,-0.376891687311847,0.412631034392795,0.323594579401906,-0.343481181930443,0.0212158125917199,-0.378803385679962
"13",2011,"Eilean Siar",27690,-0.0209382437726262,-0.049212405193253,0.0217761487091779,-0.04869922438911,-0.00952593101193822,-0.0641812243771027,-0.00611610836141763
"14",2011,"Falkirk",156250,-0.224477533738369,-0.278098085686086,0.240712166213768,0.222246548416006,-0.180035000301038,-0.0505807505889226,-0.205413448468281
