"","year","la","total.pop","crime","CP","Attain","PD","EA","Depop","EM"
"1",2008,"Aberdeen City",226984.754504,-0.342550122578832,-0.393105535387782,0.368245834725148,0.365921789975101,-0.31909338839435,0.00454270054027361,-0.314237037745301
"2",2008,"Aberdeenshire",286973.375024,-0.248862192091952,-0.309520015896993,0.228998250997158,0.163205744913324,-0.164600248131389,-0.187382857171229,-0.290246547936249
"3",2008,"Angus",124726.421531,-0.287765689886875,-0.257687920902505,0.280082515391177,0.19177745038083,-0.121396697924095,-0.0747817049723043,-0.272653520959555
"4",2008,"Argyll and Bute",95155.921869,-0.179832964095933,-0.0878202761894267,0.187300602118256,-0.018959205181786,-0.189668375074362,-0.00868534605889515,-0.20090947845202
"5",2008,"Clackmannanshire",61215.61948,-0.210919512236976,-0.222715818999046,0.18678046847122,0.2267535920314,-0.122813336176568,-0.0785699101752249,-0.219410844352932
"6",2008,"Dumfries and Galloway",157522.884827,-0.181699641010027,-0.123066965780263,0.164053966379923,0.201870249671712,-0.11642520273257,-0.040261306418266,-0.184703967732043
"7",2008,"Dundee City",155431.196751,-0.24327506504142,-0.256985838078213,0.242677024244662,0.251968729200255,-0.22557465392285,-0.00750989324086504,-0.272916667043885
"8",2008,"East Ayrshire",130870.357487,-0.235563237668353,-0.269203603187051,0.198561768187046,0.209406503492664,-0.213260591130691,-0.0550885608832008,-0.266032066780152
"9",2008,"East Dunbartonshire",108266.643652,-0.339656006572625,-0.337744700653539,0.338857320801761,0.26970335790106,-0.339847870543749,0.00334638993415659,-0.357943423254777
"10",2008,"East Lothian",109823.743721,-0.18934390202631,-0.16700837468323,0.197545380523101,0.106711733163004,-0.149744628554263,-0.0198946261736577,-0.172912461897542
"11",2008,"East Renfrewshire",91699.634442,-0.367631337910811,-0.372820521289492,0.359330931135566,0.285708680871134,-0.324182571156701,-0.0118432290337998,-0.358089566081095
"12",2008,"Edinburgh, City of",527536.353253,-0.413579806055125,-0.405136878278206,0.422617293940228,0.382507891559861,-0.343274536909064,0.128071797030493,-0.422358661656482
"13",2008,"Eilean Siar",26333.589699,-0.00438624863978232,-0.0321743048017678,0.0357696807476882,0.0479174529391164,0.0267101192491639,-0.0220077444832896,0.0367777563196343
"14",2008,"Falkirk",177079.917579,-0.223530892528306,-0.262114310981932,0.191267755369973,0.187193645736112,-0.172163468762523,-0.118901782607121,-0.201257968395357
"15",2008,"Fife",464590.041673,-0.327042336095282,-0.343618680058675,0.286541328760904,0.217261825006922,-0.151497808094934,-0.182121664428301,-0.337868704411228
"16",2008,"Glasgow City",652564.775334,-0.229348296951073,-0.191890873847086,0.217622291450532,0.191274469717222,-0.194204021445366,-0.0408940777526396,-0.243937917229886
"17",2008,"Highland",242535.132423,-0.203127231479662,-0.212614319412555,0.180080235588324,0.186265163078648,-0.130687230388165,-0.086963668774878,-0.224489009569172
"18",2008,"Inverclyde",86411.983538,-0.320228326470081,-0.360564935722532,0.324283609360759,0.280727301445279,-0.295366212672561,-0.303776179255456,-0.356626388464876
"19",2008,"Midlothian",83563.82858,-0.233338870309819,-0.251855287801186,0.222155912003571,0.201111923671111,-0.211181479273389,-0.115092924835339,-0.254773487827948
"20",2008,"Moray",99938.933122,-0.125460682430836,-0.105341095037251,0.0481171778391527,0.0212679667151505,-0.0373701272982672,-0.0160658716715307,-0.0863012362910291
"21",2008,"North Ayrshire",144259.141003,-0.286900494302829,-0.30807367694195,0.244327408665839,0.252955530185153,-0.206688513322931,-0.141832496552402,-0.319229374046623
"22",2008,"North Lanarkshire",364804.313114,-0.184823030853927,-0.194812660697188,0.186739072412689,0.150695888586061,-0.13303395003204,-0.0256553653556466,-0.182642084425389
"23",2008,"Orkney Islands",21721.610349,-0.0869073460439458,-0.067192257525611,-0.0244265645219024,0.0584870417569721,0.0651055307000186,-0.092129460237766,-0.0274241189381481
"24",2008,"Perth and Kinross",154646.609741,-0.236801399032059,-0.253785455696065,0.219975478988539,0.109493324441623,-0.167289602271808,-0.0496509448155216,-0.259042418546123
"25",2008,"Renfrewshire",183424.947693,-0.31248817837268,-0.348570972282115,0.312349398948308,0.317305562350134,-0.248746432618827,-0.0643374257788434,-0.350302055090639
"26",2008,"Scottish Borders",126748.855025,-0.192042632292198,-0.174450800001873,0.17254865925336,0.139920548397104,-0.0636618505683195,-0.102541034422682,-0.157234280692462
"27",2008,"Shetland Islands",21925.501237,-0.0762533926399889,-0.102652300862603,0.105634074505624,-0.0345188583032709,0.0127214705051926,-0.0724830941548491,-0.0225110478127666
"28",2008,"South Ayrshire",118610.144404,-0.220292716216028,-0.260525191447011,0.238047759785402,0.220331268155189,-0.235471961749369,0.0056819174148508,-0.260140293721781
"29",2008,"South Lanarkshire",359314.898682,-0.238598056650005,-0.256611283682389,0.234611176701002,0.215591778086718,-0.120787630143411,-0.0667926772627609,-0.263856729576503
"30",2008,"Stirling",101715.049242,-0.304844654306144,-0.318530524882901,0.35106781400591,0.30346945334443,-0.29060073831434,-0.0915006368806104,-0.320612351890842
"31",2008,"West Dunbartonshire",94476.696286,-0.21307226194198,-0.170223289673212,0.192680583210127,0.136464640764114,-0.110956639604607,0.00780526843478047,-0.219261309014533
"32",2008,"West Lothian",205654.660496,-0.199522910464013,-0.236427276561532,0.229614645752749,0.211395151041756,-0.181866263041321,-0.0531597275507529,-0.213154288191054
"33",2009,"Aberdeen City",226984.754504,-0.338178662980178,-0.392154638500529,0.374458020033188,0.29955881469462,-0.309048754468051,0.0505196115941651,-0.316848977780129
"34",2009,"Aberdeenshire",286973.375024,-0.243245440079214,-0.310674329031524,0.253078171679636,0.189776396540179,-0.220736945139514,-0.16324135894866,-0.298589979309064
"35",2009,"Angus",124726.421531,-0.292765172203206,-0.271473221449479,0.290494387962273,0.196202526041919,-0.0717969020011724,-0.0717481130251585,-0.276543377008673
