CPP,Indicator,Type,Year,value,FG,LineType,Improvement_Rate,High is Positive?
East Renfrewshire,Fuel Poverty,Raw data,2014-2016,27.41,3,East Renfrewshire Raw data,-11.121919584954599,No
"Edinburgh, City of",Fuel Poverty,Raw data,2014-2016,20.08,4,"Edinburgh, City of Raw data",-16.29845769070446,No
Eilean Siar,Fuel Poverty,Raw data,2014-2016,55.56,1,Eilean Siar Raw data,-5.942102590147281,No
Falkirk,Fuel Poverty,Raw data,2014-2016,24.22,4,Falkirk Raw data,-4.532912889239271,No
Fife,Fuel Poverty,Raw data,2014-2016,34.66,2,Fife Raw data,-13.759641701915903,No
Glasgow City,Fuel Poverty,Raw data,2014-2016,27.02,4,Glasgow City Raw data,-9.267965077233043,No
Highland,Fuel Poverty,Raw data,2014-2016,52.11,1,Highland Raw data,-7.178482365514782,No
Inverclyde,Fuel Poverty,Raw data,2014-2016,38.15,3,Inverclyde Raw data,-6.655248348421827,No
Midlothian,Fuel Poverty,Raw data,2014-2016,22.16,3,Midlothian Raw data,-22.652705061082024,No
Moray,Fuel Poverty,Raw data,2014-2016,45.44,2,Moray Raw data,-0.7643590303559766,No
North Ayrshire,Fuel Poverty,Raw data,2014-2016,29.92,2,North Ayrshire Raw data,-16.70378619153675,No
North Lanarkshire,Fuel Poverty,Raw data,2014-2016,26.01,4,North Lanarkshire Raw data,-17.13921631092704,No
Orkney Islands,Fuel Poverty,Raw data,2014-2016,58.67,1,Orkney Islands Raw data,-9.403953057442871,No
Perth and Kinross,Fuel Poverty,Raw data,2014-2016,31.66,2,Perth and Kinross Raw data,-14.037469454249251,No
Renfrewshire,Fuel Poverty,Raw data,2014-2016,25.43,3,Renfrewshire Raw data,-8.360360360360364,No
Scotland,Fuel Poverty,Raw data,2014-2016,30.69,NA,Scotland Raw data,-9.228039041703639,No
Scottish Borders,Fuel Poverty,Raw data,2014-2016,33.68,1,Scottish Borders Raw data,-10.781456953642387,No
Shetland Islands,Fuel Poverty,Raw data,2014-2016,49.87,1,Shetland Islands Raw data,-4.077707251394502,No
South Ayrshire,Fuel Poverty,Raw data,2014-2016,27.55,2,South Ayrshire Raw data,-14.811379097093392,No
South Lanarkshire,Fuel Poverty,Raw data,2014-2016,24.88,3,South Lanarkshire Raw data,-2.850449043342451,No
Stirling,Fuel Poverty,Raw data,2014-2016,31.77,2,Stirling Raw data,7.9510703363914415,No
West Dunbartonshire,Fuel Poverty,Raw data,2014-2016,27.27,4,West Dunbartonshire Raw data,4.083969465648862,No
West Lothian,Fuel Poverty,Raw data,2014-2016,28.45,3,West Lothian Raw data,-2.031680440771344,No
Aberdeen City,Fragility,Raw data,2006/07,100.31408340706574,4,Aberdeen City Raw data,-3.4131695562136577,No
Aberdeenshire,Fragility,Raw data,2006/07,100.24330835420493,1,Aberdeenshire Raw data,1.6808483786986406,No
Angus,Fragility,Raw data,2006/07,101.20313389040503,3,Angus Raw data,4.682473252097141,No
Argyll and Bute,Fragility,Raw data,2006/07,102.79952148070322,1,Argyll and Bute Raw data,7.560868867181991,No
Clackmannanshire,Fragility,Raw data,2006/07,99.47360878077171,3,Clackmannanshire Raw data,5.305190366745771,No
Dumfries and Galloway,Fragility,Raw data,2006/07,102.38053214724643,1,Dumfries and Galloway Raw data,6.658396774697994,No
Dundee City,Fragility,Raw data,2006/07,100.29282484217616,4,Dundee City Raw data,-1.4340121688703245,No
East Ayrshire,Fragility,Raw data,2006/07,101.95368952808697,2,East Ayrshire Raw data,5.583889029842881,No
East Dunbartonshire,Fragility,Raw data,2006/07,104.49121386453889,4,East Dunbartonshire Raw data,5.514477834363607,No
East Lothian,Fragility,Raw data,2006/07,99.42270194140659,2,East Lothian Raw data,-0.6303332311253573,No
East Renfrewshire,Fragility,Raw data,2006/07,101.77465063708603,3,East Renfrewshire Raw data,2.7869224687297356,No
"Edinburgh, City of",Fragility,Raw data,2006/07,98.50218947711812,4,"Edinburgh, City of Raw data",-3.252831780701715,No
Eilean Siar,Fragility,Raw data,2006/07,102.00346621129457,1,Eilean Siar Raw data,7.321483455717459,No
Falkirk,Fragility,Raw data,2006/07,98.9488783949156,4,Falkirk Raw data,2.4415211579645213,No
Fife,Fragility,Raw data,2006/07,100.13438994805715,2,Fife Raw data,4.063943832176986,No
Glasgow City,Fragility,Raw data,2006/07,98.56707727651609,4,Glasgow City Raw data,-4.484093006057721,No
Highland,Fragility,Raw data,2006/07,100.1564397686936,1,Highland Raw data,3.8060450147873848,No
Inverclyde,Fragility,Raw data,2006/07,101.41825919795511,3,Inverclyde Raw data,5.476400989572139,No
Midlothian,Fragility,Raw data,2006/07,100.12331462898565,3,Midlothian Raw data,-3.6916042583819975,No
Moray,Fragility,Raw data,2006/07,100.81085224709626,2,Moray Raw data,4.36025881929758,No
North Ayrshire,Fragility,Raw data,2006/07,102.29538898071971,2,North Ayrshire Raw data,5.140618256459439,No
North Lanarkshire,Fragility,Raw data,2006/07,100.0687906042039,4,North Lanarkshire Raw data,2.8670658474923227,No
Orkney Islands,Fragility,Raw data,2006/07,100.77069790942568,1,Orkney Islands Raw data,3.7907249817796584,No
Perth and Kinross,Fragility,Raw data,2006/07,100.52408236420845,2,Perth and Kinross Raw data,0.7712092222350808,No
Renfrewshire,Fragility,Raw data,2006/07,101.5522353585047,3,Renfrewshire Raw data,2.9316698922529527,No
Scotland,Fragility,Raw data,2006/07,99.99486229101491,NA,Scotland Raw data,1.5719334936949547,No
Scottish Borders,Fragility,Raw data,2006/07,99.62243290038623,1,Scottish Borders Raw data,3.5794996186764294,No
Shetland Islands,Fragility,Raw data,2006/07,102.43922378370269,1,Shetland Islands Raw data,3.8510662444602994,No
South Ayrshire,Fragility,Raw data,2006/07,101.85549016105122,2,South Ayrshire Raw data,4.546654907399317,No
South Lanarkshire,Fragility,Raw data,2006/07,102.28346017641414,3,South Lanarkshire Raw data,5.509455975410216,No
Stirling,Fragility,Raw data,2006/07,101.74125790556229,2,Stirling Raw data,1.665856820817857,No
West Dunbartonshire,Fragility,Raw data,2006/07,100.67596502004083,4,West Dunbartonshire Raw data,3.564526695863024,No
West Lothian,Fragility,Raw data,2006/07,99.866883260898,3,West Lothian Raw data,4.377206610380746,No
Aberdeen City,Fragility,Raw data,2007/08,99.73173367409717,4,Aberdeen City Raw data,-3.4131695562136577,No
Aberdeenshire,Fragility,Raw data,2007/08,100.14728092696106,1,Aberdeenshire Raw data,1.6808483786986406,No
Angus,Fragility,Raw data,2007/08,101.25433269132398,3,Angus Raw data,4.682473252097141,No
Argyll and Bute,Fragility,Raw data,2007/08,103.30823532119717,1,Argyll and Bute Raw data,7.560868867181991,No
Clackmannanshire,Fragility,Raw data,2007/08,99.08484372906725,3,Clackmannanshire Raw data,5.305190366745771,No
Dumfries and Galloway,Fragility,Raw data,2007/08,102.78343463271493,1,Dumfries and Galloway Raw data,6.658396774697994,No
Dundee City,Fragility,Raw data,2007/08,100.0626594607985,4,Dundee City Raw data,-1.4340121688703245,No
East Ayrshire,Fragility,Raw data,2007/08,102.1852600312906,2,East Ayrshire Raw data,5.583889029842881,No
East Dunbartonshire,Fragility,Raw data,2007/08,105.06352473177678,4,East Dunbartonshire Raw data,5.514477834363607,No
East Lothian,Fragility,Raw data,2007/08,98.88599430354166,2,East Lothian Raw data,-0.6303332311253573,No
East Renfrewshire,Fragility,Raw data,2007/08,102.08452217059227,3,East Renfrewshire Raw data,2.7869224687297356,No
"Edinburgh, City of",Fragility,Raw data,2007/08,98.0698019253603,4,"Edinburgh, City of Raw data",-3.252831780701715,No
Eilean Siar,Fragility,Raw data,2007/08,102.36211005019905,1,Eilean Siar Raw data,7.321483455717459,No
Falkirk,Fragility,Raw data,2007/08,98.82578821792096,4,Falkirk Raw data,2.4415211579645213,No
Fife,Fragility,Raw data,2007/08,100.26761340645754,2,Fife Raw data,4.063943832176986,No
Glasgow City,Fragility,Raw data,2007/08,98.02194644054075,4,Glasgow City Raw data,-4.484093006057721,No
Highland,Fragility,Raw data,2007/08,100.06807531337483,1,Highland Raw data,3.8060450147873848,No
Inverclyde,Fragility,Raw data,2007/08,101.65313993445048,3,Inverclyde Raw data,5.476400989572139,No
Midlothian,Fragility,Raw data,2007/08,99.70925065837683,3,Midlothian Raw data,-3.6916042583819975,No
Moray,Fragility,Raw data,2007/08,100.92734246221171,2,Moray Raw data,4.36025881929758,No
North Ayrshire,Fragility,Raw data,2007/08,102.5377727671474,2,North Ayrshire Raw data,5.140618256459439,No
North Lanarkshire,Fragility,Raw data,2007/08,99.97312799391176,4,North Lanarkshire Raw data,2.8670658474923227,No
Orkney Islands,Fragility,Raw data,2007/08,100.89127280222816,1,Orkney Islands Raw data,3.7907249817796584,No
Perth and Kinross,Fragility,Raw data,2007/08,100.25375545041928,2,Perth and Kinross Raw data,0.7712092222350808,No
Renfrewshire,Fragility,Raw data,2007/08,101.66833751794901,3,Renfrewshire Raw data,2.9316698922529527,No
Scotland,Fragility,Raw data,2007/08,99.86543277572962,NA,Scotland Raw data,1.5719334936949547,No
Scottish Borders,Fragility,Raw data,2007/08,99.47953650834005,1,Scottish Borders Raw data,3.5794996186764294,No
Shetland Islands,Fragility,Raw data,2007/08,102.909302140036,1,Shetland Islands Raw data,3.8510662444602994,No
South Ayrshire,Fragility,Raw data,2007/08,102.1367164565152,2,South Ayrshire Raw data,4.546654907399317,No
South Lanarkshire,Fragility,Raw data,2007/08,102.59481909306847,3,South Lanarkshire Raw data,5.509455975410216,No
Stirling,Fragility,Raw data,2007/08,102.01779461040222,2,Stirling Raw data,1.665856820817857,No
West Dunbartonshire,Fragility,Raw data,2007/08,100.69397256217175,4,West Dunbartonshire Raw data,3.564526695863024,No
West Lothian,Fragility,Raw data,2007/08,99.88527476033053,3,West Lothian Raw data,4.377206610380746,No
Aberdeen City,Fragility,Raw data,2008/09,98.99872910658671,4,Aberdeen City Raw data,-3.4131695562136577,No
Aberdeenshire,Fragility,Raw data,2008/09,100.15970394366953,1,Aberdeenshire Raw data,1.6808483786986406,No
Angus,Fragility,Raw data,2008/09,101.47042572475469,3,Angus Raw data,4.682473252097141,No
Argyll and Bute,Fragility,Raw data,2008/09,104.02944252313844,1,Argyll and Bute Raw data,7.560868867181991,No
Clackmannanshire,Fragility,Raw data,2008/09,98.93477917565968,3,Clackmannanshire Raw data,5.305190366745771,No
Dumfries and Galloway,Fragility,Raw data,2008/09,103.2460814524924,1,Dumfries and Galloway Raw data,6.658396774697994,No
Dundee City,Fragility,Raw data,2008/09,99.67841114156685,4,Dundee City Raw data,-1.4340121688703245,No
East Ayrshire,Fragility,Raw data,2008/09,102.38762862319334,2,East Ayrshire Raw data,5.583889029842881,No
East Dunbartonshire,Fragility,Raw data,2008/09,105.67522813394194,4,East Dunbartonshire Raw data,5.514477834363607,No
East Lothian,Fragility,Raw data,2008/09,98.40738821244112,2,East Lothian Raw data,-0.6303332311253573,No
East Renfrewshire,Fragility,Raw data,2008/09,102.39014994546717,3,East Renfrewshire Raw data,2.7869224687297356,No
"Edinburgh, City of",Fragility,Raw data,2008/09,97.64889794024937,4,"Edinburgh, City of Raw data",-3.252831780701715,No
Eilean Siar,Fragility,Raw data,2008/09,102.77301720798998,1,Eilean Siar Raw data,7.321483455717459,No
Falkirk,Fragility,Raw data,2008/09,98.7727524231632,4,Falkirk Raw data,2.4415211579645213,No
Fife,Fragility,Raw data,2008/09,100.46863846730079,2,Fife Raw data,4.063943832176986,No
Glasgow City,Fragility,Raw data,2008/09,97.34815820468168,4,Glasgow City Raw data,-4.484093006057721,No
Highland,Fragility,Raw data,2008/09,100.14120901195093,1,Highland Raw data,3.8060450147873848,No
Inverclyde,Fragility,Raw data,2008/09,101.95176666059548,3,Inverclyde Raw data,5.476400989572139,No
Midlothian,Fragility,Raw data,2008/09,99.31274830519685,3,Midlothian Raw data,-3.6916042583819975,No
Moray,Fragility,Raw data,2008/09,101.23164947243623,2,Moray Raw data,4.36025881929758,No
North Ayrshire,Fragility,Raw data,2008/09,102.85331223163338,2,North Ayrshire Raw data,5.140618256459439,No
North Lanarkshire,Fragility,Raw data,2008/09,99.95873216375259,4,North Lanarkshire Raw data,2.8670658474923227,No
Orkney Islands,Fragility,Raw data,2008/09,101.22254806779418,1,Orkney Islands Raw data,3.7907249817796584,No
Perth and Kinross,Fragility,Raw data,2008/09,100.01172855147489,2,Perth and Kinross Raw data,0.7712092222350808,No
Renfrewshire,Fragility,Raw data,2008/09,101.80432024528955,3,Renfrewshire Raw data,2.9316698922529527,No
Scotland,Fragility,Raw data,2008/09,99.7973659470332,NA,Scotland Raw data,1.5719334936949547,No
Scottish Borders,Fragility,Raw data,2008/09,99.53459153048787,1,Scottish Borders Raw data,3.5794996186764294,No
Shetland Islands,Fragility,Raw data,2008/09,103.11143332136558,1,Shetland Islands Raw data,3.8510662444602994,No
South Ayrshire,Fragility,Raw data,2008/09,102.4900890590406,2,South Ayrshire Raw data,4.546654907399317,No
South Lanarkshire,Fragility,Raw data,2008/09,102.95711416773823,3,South Lanarkshire Raw data,5.509455975410216,No
Stirling,Fragility,Raw data,2008/09,102.47236181751236,2,Stirling Raw data,1.665856820817857,No
West Dunbartonshire,Fragility,Raw data,2008/09,100.80211862396409,4,West Dunbartonshire Raw data,3.564526695863024,No
West Lothian,Fragility,Raw data,2008/09,99.99273485961717,3,West Lothian Raw data,4.377206610380746,No
Aberdeen City,Fragility,Raw data,2009/10,98.29480209216705,4,Aberdeen City Raw data,-3.4131695562136577,No
Aberdeenshire,Fragility,Raw data,2009/10,100.17473300793236,1,Aberdeenshire Raw data,1.6808483786986406,No
Angus,Fragility,Raw data,2009/10,101.75007874535747,3,Angus Raw data,4.682473252097141,No
Argyll and Bute,Fragility,Raw data,2009/10,104.92589469680108,1,Argyll and Bute Raw data,7.560868867181991,No
Clackmannanshire,Fragility,Raw data,2009/10,99.17084317394253,3,Clackmannanshire Raw data,5.305190366745771,No
Dumfries and Galloway,Fragility,Raw data,2009/10,103.72816451021673,1,Dumfries and Galloway Raw data,6.658396774697994,No
Dundee City,Fragility,Raw data,2009/10,99.20862496182914,4,Dundee City Raw data,-1.4340121688703245,No
East Ayrshire,Fragility,Raw data,2009/10,102.6989627504819,2,East Ayrshire Raw data,5.583889029842881,No
East Dunbartonshire,Fragility,Raw data,2009/10,106.31123838724096,4,East Dunbartonshire Raw data,5.514477834363607,No
East Lothian,Fragility,Raw data,2009/10,98.09107191801718,2,East Lothian Raw data,-0.6303332311253573,No
East Renfrewshire,Fragility,Raw data,2009/10,102.68701381337893,3,East Renfrewshire Raw data,2.7869224687297356,No
"Edinburgh, City of",Fragility,Raw data,2009/10,97.2056067422598,4,"Edinburgh, City of Raw data",-3.252831780701715,No
Eilean Siar,Fragility,Raw data,2009/10,103.1581345682764,1,Eilean Siar Raw data,7.321483455717459,No
Falkirk,Fragility,Raw data,2009/10,98.87102465128704,4,Falkirk Raw data,2.4415211579645213,No
Fife,Fragility,Raw data,2009/10,100.71780923707327,2,Fife Raw data,4.063943832176986,No
Glasgow City,Fragility,Raw data,2009/10,96.69700912230101,4,Glasgow City Raw data,-4.484093006057721,No
Highland,Fragility,Raw data,2009/10,100.27894991727888,1,Highland Raw data,3.8060450147873848,No
Inverclyde,Fragility,Raw data,2009/10,102.28835635306902,3,Inverclyde Raw data,5.476400989572139,No
Midlothian,Fragility,Raw data,2009/10,99.04353233012974,3,Midlothian Raw data,-3.6916042583819975,No
Moray,Fragility,Raw data,2009/10,101.56578817498348,2,Moray Raw data,4.36025881929758,No
North Ayrshire,Fragility,Raw data,2009/10,103.26106918266808,2,North Ayrshire Raw data,5.140618256459439,No
North Lanarkshire,Fragility,Raw data,2009/10,100.0587799115246,4,North Lanarkshire Raw data,2.8670658474923227,No
Orkney Islands,Fragility,Raw data,2009/10,101.42550796605086,1,Orkney Islands Raw data,3.7907249817796584,No
Perth and Kinross,Fragility,Raw data,2009/10,99.84753070404058,2,Perth and Kinross Raw data,0.7712092222350808,No
Renfrewshire,Fragility,Raw data,2009/10,101.923736711636,3,Renfrewshire Raw data,2.9316698922529527,No
Scotland,Fragility,Raw data,2009/10,99.79088887095337,NA,Scotland Raw data,1.5719334936949547,No
Scottish Borders,Fragility,Raw data,2009/10,99.79283797715587,1,Scottish Borders Raw data,3.5794996186764294,No
Shetland Islands,Fragility,Raw data,2009/10,103.11609193978964,1,Shetland Islands Raw data,3.8510662444602994,No
South Ayrshire,Fragility,Raw data,2009/10,102.84358988488869,2,South Ayrshire Raw data,4.546654907399317,No
South Lanarkshire,Fragility,Raw data,2009/10,103.34268399782034,3,South Lanarkshire Raw data,5.509455975410216,No
Stirling,Fragility,Raw data,2009/10,102.79739963160738,2,Stirling Raw data,1.665856820817857,No
West Dunbartonshire,Fragility,Raw data,2009/10,101.0236574981503,4,West Dunbartonshire Raw data,3.564526695863024,No
West Lothian,Fragility,Raw data,2009/10,100.26262826300123,3,West Lothian Raw data,4.377206610380746,No
Aberdeen City,Fragility,Raw data,2010/11,97.57999594886296,4,Aberdeen City Raw data,-3.4131695562136577,No
Aberdeenshire,Fragility,Raw data,2010/11,100.19722070607999,1,Aberdeenshire Raw data,1.6808483786986406,No
Angus,Fragility,Raw data,2010/11,102.00966026705724,3,Angus Raw data,4.682473252097141,No
Argyll and Bute,Fragility,Raw data,2010/11,105.57088658241464,1,Argyll and Bute Raw data,7.560868867181991,No
Clackmannanshire,Fragility,Raw data,2010/11,99.57629073646801,3,Clackmannanshire Raw data,5.305190366745771,No
Dumfries and Galloway,Fragility,Raw data,2010/11,104.19236463503051,1,Dumfries and Galloway Raw data,6.658396774697994,No
Dundee City,Fragility,Raw data,2010/11,98.64718725424972,4,Dundee City Raw data,-1.4340121688703245,No
East Ayrshire,Fragility,Raw data,2010/11,103.03611488180357,2,East Ayrshire Raw data,5.583889029842881,No
East Dunbartonshire,Fragility,Raw data,2010/11,106.96168602871663,4,East Dunbartonshire Raw data,5.514477834363607,No
East Lothian,Fragility,Raw data,2010/11,98.05561773746194,2,East Lothian Raw data,-0.6303332311253573,No
East Renfrewshire,Fragility,Raw data,2010/11,102.90790844467979,3,East Renfrewshire Raw data,2.7869224687297356,No
"Edinburgh, City of",Fragility,Raw data,2010/11,96.60841839879346,4,"Edinburgh, City of Raw data",-3.252831780701715,No
Eilean Siar,Fragility,Raw data,2010/11,103.51519506455755,1,Eilean Siar Raw data,7.321483455717459,No
Falkirk,Fragility,Raw data,2010/11,98.91467464042353,4,Falkirk Raw data,2.4415211579645213,No
Fife,Fragility,Raw data,2010/11,100.88747569806844,2,Fife Raw data,4.063943832176986,No
Glasgow City,Fragility,Raw data,2010/11,96.03718480094639,4,Glasgow City Raw data,-4.484093006057721,No
Highland,Fragility,Raw data,2010/11,100.42604746056078,1,Highland Raw data,3.8060450147873848,No
Inverclyde,Fragility,Raw data,2010/11,102.70594499821998,3,Inverclyde Raw data,5.476400989572139,No
Midlothian,Fragility,Raw data,2010/11,98.83796398579211,3,Midlothian Raw data,-3.6916042583819975,No
Moray,Fragility,Raw data,2010/11,102.1817468192064,2,Moray Raw data,4.36025881929758,No
North Ayrshire,Fragility,Raw data,2010/11,103.65916359370476,2,North Ayrshire Raw data,5.140618256459439,No
North Lanarkshire,Fragility,Raw data,2010/11,100.20296212819515,4,North Lanarkshire Raw data,2.8670658474923227,No
Orkney Islands,Fragility,Raw data,2010/11,101.51702465675191,1,Orkney Islands Raw data,3.7907249817796584,No
Perth and Kinross,Fragility,Raw data,2010/11,99.81114530779853,2,Perth and Kinross Raw data,0.7712092222350808,No
Renfrewshire,Fragility,Raw data,2010/11,102.06013250688436,3,Renfrewshire Raw data,2.9316698922529527,No
Scotland,Fragility,Raw data,2010/11,99.78854832798565,NA,Scotland Raw data,1.5719334936949547,No
Scottish Borders,Fragility,Raw data,2010/11,100.12600520071508,1,Scottish Borders Raw data,3.5794996186764294,No
Shetland Islands,Fragility,Raw data,2010/11,102.8651147356864,1,Shetland Islands Raw data,3.8510662444602994,No
South Ayrshire,Fragility,Raw data,2010/11,103.12454227823432,2,South Ayrshire Raw data,4.546654907399317,No
South Lanarkshire,Fragility,Raw data,2010/11,103.73019852323385,3,South Lanarkshire Raw data,5.509455975410216,No
Stirling,Fragility,Raw data,2010/11,102.91605378313406,2,Stirling Raw data,1.665856820817857,No
West Dunbartonshire,Fragility,Raw data,2010/11,101.29700498772915,4,West Dunbartonshire Raw data,3.564526695863024,No
West Lothian,Fragility,Raw data,2010/11,100.61374497099374,3,West Lothian Raw data,4.377206610380746,No
Aberdeen City,Fragility,Raw data,2011/12,97.18991079266493,4,Aberdeen City Raw data,-3.4131695562136577,No
Aberdeenshire,Fragility,Raw data,2011/12,100.44446993678069,1,Aberdeenshire Raw data,1.6808483786986406,No
Angus,Fragility,Raw data,2011/12,102.51003185414243,3,Angus Raw data,4.682473252097141,No
Argyll and Bute,Fragility,Raw data,2011/12,106.98546894715953,1,Argyll and Bute Raw data,7.560868867181991,No
