InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,Change,OverallZScore,CPPChangeScore,Strategic Area
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Crime Rate,Raw data,2021/22,1178.725443219933,"Crime Rate, per 10,000",No,-0.0643343664517535,0.04332160462160492,0.6779496273111835,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Crime Rate,Raw data,2021/22,318.3315038419319,"Crime Rate, per 10,000",No,0.07868403888066955,0.1898912212821283,0.9588773637408475,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Crime Rate,Raw data,2021/22,675.26297930098406,"Crime Rate, per 10,000",No,-0.4765750480714852,-0.3791551985313593,-0.1318051820958427,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Crime Rate,Raw data,2021/22,492.808299929262,"Crime Rate, per 10,000",No,-0.2681600251513008,-0.16556513685570737,0.27757961345417775,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1898.6666666666667,"Crime Rate, per 10,000",No,-0.6656901771336554,-0.5729661413042175,-0.5032796437817534,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1659.919028340081,"Crime Rate, per 10,000",No,-0.27853970833391717,-0.17620255224009546,0.2571910425246401,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Crime Rate,Raw data,2021/22,569.3348365276212,"Crime Rate, per 10,000",No,-5.532590087267142e-4,0.10868642564851623,0.8032333773243339,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Crime Rate,Raw data,2021/22,300,"Crime Rate, per 10,000",No,-0.10073529411764715,0.00601682555015252,0.6064481293791468,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Crime Rate,Raw data,2021/22,245.6140350877193,"Crime Rate, per 10,000",No,0.13238501659554291,0.24492561842611543,1.0643609487272274,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Crime Rate,Raw data,2021/22,499.776885319054,"Crime Rate, per 10,000",No,-1.312603951158168,-1.2359430752925138,-1.7739973655984778,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Crime Rate,Raw data,2021/22,1116.2790697674418,"Crime Rate, per 10,000",No,-1.2923588039867107,-1.2151952320113688,-1.7342302925749502,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Crime Rate,Raw data,2021/22,707.4973600844772,"Crime Rate, per 10,000",No,-0.30070668507838527,-0.1989199449869076,0.5859696417236245,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,948.32179009057,"Crime Rate, per 10,000",No,-0.8087082869181961,-0.7195354550782717,-0.42386265204525564,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,886.6075594960337,"Crime Rate, per 10,000",No,-0.11111947375551323,-0.004625197938491413,0.96284106847907,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Crime Rate,Raw data,2021/22,501.81818181818176,"Crime Rate, per 10,000",No,0.01927272727272733,0.12900470008623807,1.222041541424512,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Crime Rate,Raw data,2021/22,884.3537414965986,"Crime Rate, per 10,000",No,-0.5365646258503398,-0.4406343445072656,0.11711882615384923,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Crime Rate,Raw data,2021/22,984.6479618845948,"Crime Rate, per 10,000",No,0.019805219852571887,0.12955041469633308,1.223100058172042,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Crime Rate,Raw data,2021/22,333.1451157538114,"Crime Rate, per 10,000",No,-0.6934876717485414,-0.6014538602125415,-0.19482105515886688,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Crime Rate,Raw data,2021/22,223.94136807817588,"Crime Rate, per 10,000",No,-0.7647823923271808,-0.6745188607685316,-0.3365444492481662,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Crime Rate,Raw data,2021/22,324.80995162404975,"Crime Rate, per 10,000",No,0.06431940251457946,0.17516990453445563,1.3115876909275717,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Crime Rate,Raw data,2021/22,1487.9050661798267,"Crime Rate, per 10,000",No,-0.19551441945379122,-0.09111570809577398,0.420275691785689,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Crime Rate,Raw data,2021/22,1408.903166590179,"Crime Rate, per 10,000",No,-0.44800191475392537,-0.3498725814625243,-1.5288369983664485,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1323.8512035010942,"Crime Rate, per 10,000",No,0.06752735229759277,0.17845750915338277,0.9744396873080181,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Crime Rate,Raw data,2021/22,1264.1509433962265,"Crime Rate, per 10,000",No,-0.2245924785008344,-0.12091578842704988,-0.44401860128376497,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Crime Rate,Raw data,2021/22,735.4758961681088,"Crime Rate, per 10,000",No,0.06735396996554721,0.1782798216600524,0.9735977875803851,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Crime Rate,Raw data,2021/22,721.1338057523968,"Crime Rate, per 10,000",No,0.18056238192115703,0.2942992494009282,1.5233085341525843,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Crime Rate,Raw data,2021/22,1422.6190476190477,"Crime Rate, per 10,000",No,-0.03907593874554216,0.06920721044794571,0.4568016982745428,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Crime Rate,Raw data,2021/22,1262.5139043381537,"Crime Rate, per 10,000",No,-0.1671941045606231,-0.06209218704651551,-0.16530695392777284,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Crime Rate,Raw data,2021/22,1747.202441505595,"Crime Rate, per 10,000",No,-0.40956223113185586,-0.31047842320755703,-1.3421838440922542,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Crime Rate,Raw data,2021/22,1024.5310245310245,"Crime Rate, per 10,000",No,-0.1309862012987013,-0.024985225261799877,0.010509252572230935,Cowdenbeath
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1233.830845771144,"Crime Rate, per 10,000",No,-0.2275357904355768,-0.12393218412091052,-0.45831056221752076,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Crime Rate,Raw data,2021/22,1111.6193961573651,"Crime Rate, per 10,000",No,-0.9244273399531633,-0.8381278642456866,-0.6538950699271039,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Crime Rate,Raw data,2021/22,1296.590007930214,"Crime Rate, per 10,000",No,-0.3127226946648296,-0.2112343174956818,0.8102592944467522,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Crime Rate,Raw data,2021/22,582.5864276568502,"Crime Rate, per 10,000",No,-1.2178929815680557,-1.1388803897304467,-0.9037095143672068,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Crime Rate,Raw data,2021/22,702.0757020757021,"Crime Rate, per 10,000",No,-1.0153025480894335,-0.9312595446718478,-0.5200980669185555,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Crime Rate,Raw data,2021/22,2141.400407885792,"Crime Rate, per 10,000",No,-0.32076050963794667,-0.21947171502965432,0.7950394354276575,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,4546.769527483124,"Crime Rate, per 10,000",No,0.07347141835582471,0.18454916904523289,1.5415301651793243,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Crime Rate,Raw data,2021/22,1550.4322766570606,"Crime Rate, per 10,000",No,-0.7166112057573197,-0.6251515619707562,0.045483516599274826,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Crime Rate,Raw data,2021/22,1243.3075550267697,"Crime Rate, per 10,000",No,-0.13293907688000828,-0.026986591622112442,1.1506853089518643,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Crime Rate,Raw data,2021/22,687.7950101146325,"Crime Rate, per 10,000",No,-1.7246061423404648,-1.6581754661832186,-1.8631870459935789,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Crime Rate,Raw data,2021/22,653.59477124183,"Crime Rate, per 10,000",No,-0.17419721511793118,-0.06926918798866773,1.0725617082629093,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,2373.7916219119224,"Crime Rate, per 10,000",No,-1.312024595015234,-1.2353493334759806,-1.0819507267735142,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Crime Rate,Raw data,2021/22,2005.420054200542,"Crime Rate, per 10,000",No,-0.44300112664047964,-0.3447476215310764,0.5635729282477607,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Crime Rate,Raw data,2021/22,294.45727482678984,"Crime Rate, per 10,000",No,-1.6243504618937648,-1.5554303921002157,-1.6733497173955016,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Crime Rate,Raw data,2021/22,1497.3576042278332,"Crime Rate, per 10,000",No,-0.7778970174337378,-0.6879591279148942,-0.0705631225315755,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Crime Rate,Raw data,2021/22,3642.7939876215737,"Crime Rate, per 10,000",No,-1.0993286832367293,-1.0173720865462916,-0.679204233848059,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Crime Rate,Raw data,2021/22,1513.3369624387587,"Crime Rate, per 10,000",No,-0.45219203466345537,-0.3541667439339486,0.5461696507606567,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,3982.569154982947,"Crime Rate, per 10,000",No,-0.4985046598970646,-0.40162933248158994,0.4584752177316337,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1599.1379310344828,"Crime Rate, per 10,000",No,-0.8418788682581786,-0.7535296768716659,-0.19171479777984113,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Crime Rate,Raw data,2021/22,1536.1744301288404,"Crime Rate, per 10,000",No,-0.03483808181242454,0.07355029527472343,0.3847469035524481,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Crime Rate,Raw data,2021/22,1624.4805440120892,"Crime Rate, per 10,000",No,-0.580343714137044,-0.48550048724613126,-0.23306343188476086,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Crime Rate,Raw data,2021/22,1153.5303776683086,"Crime Rate, per 10,000",No,-0.5636745119503739,-0.4684173812720563,-0.19985513262806423,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1660.334346504559,"Crime Rate, per 10,000",No,-0.1788800681351137,-0.0740683183524183,0.5667303883484476,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Crime Rate,Raw data,2021/22,1364.0098603122433,"Crime Rate, per 10,000",No,0.3048479868529169,0.4216709218016099,1.530410943003193,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Crime Rate,Raw data,2021/22,915.7509157509156,"Crime Rate, per 10,000",No,-0.1214068417458245,-0.015168005902829913,0.6812282557214665,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,4058.1854043392505,"Crime Rate, per 10,000",No,-0.16593153959746787,-0.060798272027476216,0.5925263806099055,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Crime Rate,Raw data,2021/22,1140.307387208726,"Crime Rate, per 10,000",No,-0.15402892838260684,-0.048600113622853554,0.616238701735586,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Crime Rate,Raw data,2021/22,1098.1697171381031,"Crime Rate, per 10,000",No,-1.0128951747088188,-0.9287923951274566,-1.09479023714695,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Crime Rate,Raw data,2021/22,901.5345268542198,"Crime Rate, per 10,000",No,-0.42124266586429937,-0.3224488883877781,0.08389686195104687,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Crime Rate,Raw data,2021/22,647.6449275362319,"Crime Rate, per 10,000",No,-0.75216111373661,-0.6615841901540337,-0.5753571757312756,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1184.407796101949,"Crime Rate, per 10,000",No,-0.17909314573482482,-0.07428668676476363,0.5663058962451744,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1217.741935483871,"Crime Rate, per 10,000",No,-0.06914842549923184,0.03838801032281531,0.7853372050259287,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Crime Rate,Raw data,2021/22,666.6666666666666,"Crime Rate, per 10,000",No,-0.9304761904761902,-0.8443269104477203,-0.9305955587106424,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Crime Rate,Raw data,2021/22,1124.7216035634744,"Crime Rate, per 10,000",No,-1.662541889557272,-1.5945701300895143,-2.389013096539055,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Crime Rate,Raw data,2021/22,535.6265356265357,"Crime Rate, per 10,000",No,0.09467033677559988,0.20627446614375783,0.513690057942124,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Crime Rate,Raw data,2021/22,2058.823529411765,"Crime Rate, per 10,000",No,-0.024638603509410162,0.08400303121130034,0.39490186428672536,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1333.3333333333333,"Crime Rate, per 10,000",No,0.15018642803877713,0.26316904692181536,0.5689638386345642,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Crime Rate,Raw data,2021/22,3579.2349726775956,"Crime Rate, per 10,000",No,-0.17240494198980127,-0.06743241191267688,0.24778048017898935,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Crime Rate,Raw data,2021/22,3241.9659735349715,"Crime Rate, per 10,000",No,-0.30863203431728947,-0.20704208421190434,0.11214797698306023,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Crime Rate,Raw data,2021/22,4140.625,"Crime Rate, per 10,000",No,-0.4650256052141528,-0.36731897781342304,-0.04356298433950907,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Crime Rate,Raw data,2021/22,1293.027360988526,"Crime Rate, per 10,000",No,-0.2828360123304885,-0.18060553539719948,0.13783140731097193,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Crime Rate,Raw data,2021/22,784.4429795649307,"Crime Rate, per 10,000",No,-0.3632793255386322,-0.2630462922523387,0.057739204288937016,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Crime Rate,Raw data,2021/22,852.7131782945737,"Crime Rate, per 10,000",No,-3.3808139534883725,-3.355507662174923,-2.9466248181430057,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Crime Rate,Raw data,2021/22,1158.5740626920713,"Crime Rate, per 10,000",No,0.1536236611685996,0.266691628096175,0.5723860693046945,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Crime Rate,Raw data,2021/22,1067.5039246467816,"Crime Rate, per 10,000",No,-1.4082164808557054,-1.3339297071049574,-0.5541508559131992,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Crime Rate,Raw data,2021/22,1290.1023890784984,"Crime Rate, per 10,000",No,-2.520448892231156,-2.4737793494904747,-2.0589061140013345,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Crime Rate,Raw data,2021/22,606.6693451185215,"Crime Rate, per 10,000",No,-0.5372883405430497,-0.4413760293612921,0.6241403763407753,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Crime Rate,Raw data,2021/22,619.9304750869061,"Crime Rate, per 10,000",No,-0.7253141991264818,-0.6340706545795168,0.36975748256224905,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Crime Rate,Raw data,2021/22,1074.8243075651096,"Crime Rate, per 10,000",No,-0.5774816633784934,-0.48256737048001513,0.5697622506378269,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Crime Rate,Raw data,2021/22,1393.7282229965158,"Crime Rate, per 10,000",No,0.012416633739238736,0.12197836666672889,1.3678441580221137,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Crime Rate,Raw data,2021/22,825.9033317691225,"Crime Rate, per 10,000",No,-0.7730401801282081,-0.6829816931546658,0.30518831507058214,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Crime Rate,Raw data,2021/22,530.5191100969765,"Crime Rate, per 10,000",No,-1.0949610192051717,-1.012895971452438,-0.13034302742118492,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Crime Rate,Raw data,2021/22,644.9044585987261,"Crime Rate, per 10,000",No,-0.992912070840454,-0.908313101802476,0.007720465481592471,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Crime Rate,Raw data,2021/22,668.4672518568534,"Crime Rate, per 10,000",No,-0.41111806459050393,-0.31207288871073213,0.79483796095732,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Crime Rate,Raw data,2021/22,967.6129548180728,"Crime Rate, per 10,000",No,-0.47237410768176824,-0.3748499469023584,0.7119637774786493,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Crime Rate,Raw data,2021/22,760.8695652173914,"Crime Rate, per 10,000",No,-0.7766304347826092,-0.6866610954468821,0.3003310078083306,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Crime Rate,Raw data,2021/22,568.5856432125089,"Crime Rate, per 10,000",No,-0.4299663232568802,-0.3313891581169529,0.7693378801792737,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Crime Rate,Raw data,2021/22,686.2745098039215,"Crime Rate, per 10,000",No,-0.5752476248231246,-0.4802778597425395,0.572784713594832,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Crime Rate,Raw data,2021/22,388.86770873046135,"Crime Rate, per 10,000",No,-1.643351961540965,-1.5749037075297356,-0.8722690363451737,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Crime Rate,Raw data,2021/22,504.3793415886439,"Crime Rate, per 10,000",No,-2.388588543239706,-2.338644848728298,-1.8805103475689877,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Crime Rate,Raw data,2021/22,423.9569313593539,"Crime Rate, per 10,000",No,-0.2713055181695825,-0.1687887338803442,0.9839923698936685,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Crime Rate,Raw data,2021/22,618.4150251946862,"Crime Rate, per 10,000",No,-2.4265814350560113,-2.377581121136015,-1.931911478435026,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Crime Rate,Raw data,2021/22,541.5778251599147,"Crime Rate, per 10,000",No,-0.6201659516530942,-0.5263115288300817,0.5120140618941402,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Crime Rate,Raw data,2021/22,306.7993366500829,"Crime Rate, per 10,000",No,-1.3397961174519555,-1.263810435305275,-0.4615839602364473,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Emergency Admissions,Raw data,2021/22,22357.2296476306,"Emergency Admissions, per 100,000",No,-0.03482034369033249,-0.22427578446671922,0.14433140467406236,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Emergency Admissions,Raw data,2021/22,20851.0638297872,"Emergency Admissions, per 100,000",No,0.18595161760419854,0.8093367628811353,0.9456364829336884,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Emergency Admissions,Raw data,2021/22,16554.8098434004,"Emergency Admissions, per 100,000",No,-0.2153178049743416,-1.0693307436818096,-0.5107949596149776,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Emergency Admissions,Raw data,2021/22,20860.4954367666,"Emergency Admissions, per 100,000",No,-0.0032904948159220293,-0.07665899825221188,0.25877088272951015,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Emergency Admissions,Raw data,2021/22,17432.6465927099,"Emergency Admissions, per 100,000",No,-0.0314315900686708,-0.20841028124483535,0.15663108924490138,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Emergency Admissions,Raw data,2021/22,17531.4465408805,"Emergency Admissions, per 100,000",No,-0.22070812951316698,-1.0945672231918775,-0.5303594659096238,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Emergency Admissions,Raw data,2021/22,23707.4401008827,"Emergency Admissions, per 100,000",No,-0.03036181976913399,-0.20340181912900457,0.3003742941650399,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Emergency Admissions,Raw data,2021/22,35555.5555555555,"Emergency Admissions, per 100,000",No,0.020576131687242816,0.03508003088847426,0.5451008851316006,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Emergency Admissions,Raw data,2021/22,23723.4042553191,"Emergency Admissions, per 100,000",No,0.09361123959296969,0.37701658608151734,0.8959911833790754,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Emergency Admissions,Raw data,2021/22,21964.5293315143,"Emergency Admissions, per 100,000",No,0.07366984993178571,0.28365477308455533,0.8001846546242478,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Emergency Admissions,Raw data,2021/22,26297.5778546712,"Emergency Admissions, per 100,000",No,0.023773368848176046,0.05004889028080726,0.5604617099888171,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Emergency Admissions,Raw data,2021/22,16905.0715214564,"Emergency Admissions, per 100,000",No,-0.03606329423579813,-0.23009504372406756,0.27298209699542,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Emergency Admissions,Raw data,2021/22,24649.2985971943,"Emergency Admissions, per 100,000",No,-0.1713595257742364,-0.8635263984441769,-0.3770359066414233,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Emergency Admissions,Raw data,2021/22,18220.3389830508,"Emergency Admissions, per 100,000",No,-0.473470891672811,-2.277954646751363,-1.8285015144000507,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Emergency Admissions,Raw data,2021/22,25330.3964757709,"Emergency Admissions, per 100,000",No,0.19978974769723734,0.8741242694654289,1.4061158267802931,Dunfermline
