InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,Change,OverallZScore,CPPChangeScore,Strategic Area
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,94.77124183006536,Participation Rate (%),Yes,0.0028295808078107054,-0.6603389255725554,-0.9543689753874766,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Participation Rate,Raw data,2021/22,93.86503067484662,Participation Rate (%),Yes,0.0453593285510403,-0.12180066656798781,-0.668434314783847,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Participation Rate,Raw data,2021/22,91.30434782608695,Participation Rate (%),Yes,0.08083116933285961,0.32736596131000684,0.22897834940371953,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Participation Rate,Raw data,2021/22,89.59537572254335,Participation Rate (%),Yes,0.03376241334475405,-0.2686480582507003,-0.9618281263890442,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,96.20253164556962,Participation Rate (%),Yes,0.15244413182893402,1.2341740707217246,2.0407360154142586,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,88.88888888888889,Participation Rate (%),Yes,0.1303173533621622,0.9539909663022541,1.4809440571708297,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.08196721311477,Participation Rate (%),Yes,0.06018702371976081,0.06595688114717298,-0.29330403871588745,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Participation Rate,Raw data,2021/22,94.9748743718593,Participation Rate (%),Yes,0.05934840686554943,0.05533779016724162,-0.31452045626803665,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2021/22,94.46640316205531,Participation Rate (%),Yes,0.0736777154941981,0.23678445587994978,0.048000990292819075,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,84,Participation Rate (%),Yes,0.025077247850837203,-0.378625054411114,-1.1815567148416812,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,85.4054054054054,Participation Rate (%),Yes,0.05577507986073993,0.01009008929578606,-0.40492312037344885,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Participation Rate,Raw data,2021/22,88.63636363636364,Participation Rate (%),Yes,0.12426986161300979,0.877413844387594,1.327946762340819,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2021/22,96.1089494163424,Participation Rate (%),Yes,0.055774352657624204,0.010080880995227838,-0.40494151810164974,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Participation Rate,Raw data,2021/22,98.77300613496932,Participation Rate (%),Yes,0.10501599093056124,0.6336092947103488,0.8408373537443806,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Participation Rate,Raw data,2021/22,97.31182795698923,Participation Rate (%),Yes,0.0343055624402131,-0.26177036478272087,-0.948086835661984,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Participation Rate,Raw data,2021/22,94.2528735632184,Participation Rate (%),Yes,0.02053769653326598,-0.4361076916932944,-1.2964041755972497,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Participation Rate,Raw data,2021/22,93.43065693430655,Participation Rate (%),Yes,0.08199430920175454,0.3420943656202157,0.11898558322968791,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,90.51724137931036,Participation Rate (%),Yes,0.04880248570272738,-0.07820125776961627,-0.33104558322881517,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,91.6083916083916,Participation Rate (%),Yes,0.09767677934534502,0.5406756085424665,0.3316162731909527,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Participation Rate,Raw data,2021/22,93.29608938547486,Participation Rate (%),Yes,0.04434644971983137,-0.1346263716635153,-0.3914627239509129,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Participation Rate,Raw data,2021/22,89.32038834951457,Participation Rate (%),Yes,0.13948965136799285,1.0701363389236436,0.8985358812650266,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,91.66666666666666,Participation Rate (%),Yes,0.1832307844151002,1.624013916103168,1.491599806420668,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Participation Rate,Raw data,2021/22,98.08917197452227,Participation Rate (%),Yes,0.0761679058196012,0.2683168028510434,0.03998832324470734,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,96.47887323943662,Participation Rate (%),Yes,0.04328765280291358,-0.14803352027203445,-0.4058184164478059,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Participation Rate,Raw data,2021/22,92.38095238095238,Participation Rate (%),Yes,-0.03600915847143793,-1.1521393274855567,-1.4809638201127215,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Participation Rate,Raw data,2021/22,94,Participation Rate (%),Yes,0.09180291348677083,0.46629704621942797,0.5065557723660029,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Participation Rate,Raw data,2021/22,89.65517241379311,Participation Rate (%),Yes,0.1727139943409739,1.4908437442265168,0.676622921820859,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,87.12121212121212,Participation Rate (%),Yes,0.035202003564061446,-0.2504190667441794,-0.7816121943980666,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,93.9516129032258,Participation Rate (%),Yes,0.04416796024698555,-0.13688651697491874,-0.68653341027408,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,86.57718120805369,Participation Rate (%),Yes,-0.010008734520307927,-0.8229057018228872,-1.2610459189214753,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,95.13888888888889,Participation Rate (%),Yes,0.1787327219876118,1.5670566370894665,0.7404480468859429,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,91.66666666666666,Participation Rate (%),Yes,0.1705425579969253,1.4633476594784165,0.6535960954936721,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,84.24242424242424,Participation Rate (%),Yes,0.28352240833542885,2.8939691687155644,1.8516820533651033,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,87.03071672354949,Participation Rate (%),Yes,0.10184197588832622,0.5934179315915381,-0.07493383683758756,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,89.6103896103896,Participation Rate (%),Yes,-0.004736401297872894,-0.7561441218660885,-1.2051358749614887,Cowdenbeath
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,89.65517241379311,Participation Rate (%),Yes,0.11710409595223004,0.7866764389675166,0.08691211782712088,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Participation Rate,Raw data,2021/22,91.83673469387756,Participation Rate (%),Yes,-0.010281996574428742,-0.8263659168179707,-1.1321422292014194,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,89.28571428571429,Participation Rate (%),Yes,0.1719981274571587,1.4817789901250717,1.743686281387438,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Participation Rate,Raw data,2021/22,92.94117647058825,Participation Rate (%),Yes,-0.05069091595591957,-1.338048920990698,-1.3213044058375127,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Participation Rate,Raw data,2021/22,90.0990099009901,Participation Rate (%),Yes,-0.07845296618835929,-1.6895893601402698,-1.7034086356484968,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Participation Rate,Raw data,2021/22,88.68778280542986,Participation Rate (%),Yes,0.10824392691353069,0.6744834384965248,0.8662024683413588,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,92.91338582677166,Participation Rate (%),Yes,0.20258376517679433,1.8690734595755554,2.164653084857994,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Participation Rate,Raw data,2021/22,95.2941176470588,Participation Rate (%),Yes,0.06544005243111428,0.13247401531389635,0.2770694124217915,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,91.66666666666666,Participation Rate (%),Yes,0.08746094059837461,0.41131627054966924,0.5801548993528975,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.04950495049503,Participation Rate (%),Yes,0.002831511533615272,-0.6603144775151701,-0.584646062441608,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Participation Rate,Raw data,2021/22,90.17857142857144,Participation Rate (%),Yes,0.04858580213668939,-0.0809450405710926,0.04509517875126847,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,86.29032258064517,Participation Rate (%),Yes,0.02007657548407793,-0.44194669474874104,-0.3472928473994054,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,85.99221789883269,Participation Rate (%),Yes,0.0597269978904682,0.06013174645086354,0.1984375287228377,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.23809523809524,Participation Rate (%),Yes,-0.01734734854786746,-0.9158318213420785,-0.8623787127805588,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Participation Rate,Raw data,2021/22,91.57088122605364,Participation Rate (%),Yes,0.045043269366956906,-0.1258028055829264,-0.0036626307125698096,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,85.5,Participation Rate (%),Yes,0.06419698617333824,0.11673353309115382,0.25996041394888614,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Participation Rate,Raw data,2021/22,91.01123595505618,Participation Rate (%),Yes,-0.019099956618050862,-0.9380244406007756,-0.8865008129572752,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,74.54545454545455,Participation Rate (%),Yes,0.05657423761131697,0.02020952443243763,0.15504437050298536,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,88.88888888888889,Participation Rate (%),Yes,0.0030884607361447713,-0.6570608260470663,-0.5811095305100307,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2021/22,90.1639344262295,Participation Rate (%),Yes,0.15007551622992055,1.2041811789546477,1.8045293939318507,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Participation Rate,Raw data,2021/22,90.9090909090909,Participation Rate (%),Yes,0.12046831124953106,0.8292762366447423,0.3757514160025702,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Participation Rate,Raw data,2021/22,89.31297709923665,Participation Rate (%),Yes,0.12928792348413487,0.9409556815028425,0.5724047791027151,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,90.2777777777778,Participation Rate (%),Yes,0.12263553340413136,0.8567189586909922,0.42407457511098623,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Participation Rate,Raw data,2021/22,94.28571428571428,Participation Rate (%),Yes,0.12297677989335853,0.8610400351128263,0.43168344361535704,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,92.42424242424242,Participation Rate (%),Yes,0.1584116014940007,1.3097379029713334,1.221783581043107,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,86.09271523178808,Participation Rate (%),Yes,0.1603109836594525,1.3337890675994986,1.264134636930012,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Participation Rate,Raw data,2021/22,94.16666666666669,Participation Rate (%),Yes,0.07248282469836487,0.22165400147956946,-0.6941944114635621,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Participation Rate,Raw data,2021/22,93.04029304029304,Participation Rate (%),Yes,0.05457596278971888,-0.005093880843635567,-1.0934687245777714,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,94.02985074626866,Participation Rate (%),Yes,0.09832580366443322,0.548893960293895,-0.11796627455478126,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,95.13888888888889,Participation Rate (%),Yes,0.06066892111109867,0.07205896723799037,-0.9576123271244683,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,92.5,Participation Rate (%),Yes,0.09779118420576549,0.5421242744203946,-0.129886834294731,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,83.69565217391305,Participation Rate (%),Yes,0.1308866930022159,0.9612003008223632,0.608052990632817,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Participation Rate,Raw data,2021/22,90.52631578947368,Participation Rate (%),Yes,0.12639644337149702,0.9043419523265578,0.5079326375434258,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Participation Rate,Raw data,2021/22,94.9367088607595,Participation Rate (%),Yes,-0.004589135642868114,-0.7542793520598753,-2.4126894879656757,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Participation Rate,Raw data,2021/22,93.28358208955224,Participation Rate (%),Yes,0.010482746153555711,-0.5634297605792662,-0.6251824091857173,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Participation Rate,Raw data,2021/22,81.99052132701422,Participation Rate (%),Yes,0.07156444643175863,0.21002492162253014,0.43798818366984693,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,86.52173913043478,Participation Rate (%),Yes,0.14206415223547775,1.1027362786964294,1.6650858851762023,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Participation Rate,Raw data,2021/22,73.94957983193278,Participation Rate (%),Yes,-0.0013020035874502511,-0.712655630590127,-0.8303043902657173,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,79.56204379562044,Participation Rate (%),Yes,-0.02729303580389819,-1.0417703322357708,-1.282696858134688,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Participation Rate,Raw data,2021/22,86.95652173913044,Participation Rate (%),Yes,0.03306966707890768,-0.27742004463052095,-0.23204092815923816,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Participation Rate,Raw data,2021/22,88.65248226950354,Participation Rate (%),Yes,0.053184707592375924,-0.02271082407903026,0.11807570989461846,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Participation Rate,Raw data,2021/22,91.0891089108911,Participation Rate (%),Yes,0.010452789629276316,-0.5638090888209631,-0.625703823873471,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,96.1904761904762,Participation Rate (%),Yes,0.005268652429872844,-0.6294538755867629,-0.7159374322149401,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Participation Rate,Raw data,2021/22,85.77405857740585,Participation Rate (%),Yes,0.06284308536957317,0.09958959454426698,0.2861866691612539,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,91.95402298850574,Participation Rate (%),Yes,0.03343974835825492,-0.2727338440663154,-0.16212338919732458,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,94.52054794520548,Participation Rate (%),Yes,-0.01496332682335999,-0.8856438475808257,-1.0002271179414433,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Participation Rate,Raw data,2021/22,93.33333333333331,Participation Rate (%),Yes,0.05187280779963421,-0.039322919561868966,0.15704674187422235,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,89.10891089108911,Participation Rate (%),Yes,0.052490041113819386,-0.03150712539286127,0.16773419386322683,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Participation Rate,Raw data,2021/22,90.13157894736842,Participation Rate (%),Yes,0.005219036413435241,-0.630082144610891,-0.6507676296721701,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Participation Rate,Raw data,2021/22,90.32258064516128,Participation Rate (%),Yes,0.08762428050158366,0.4133845825375808,0.7760868021838307,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,94.9640287769784,Participation Rate (%),Yes,0.014015791335471928,-0.5186921333367785,-0.49845100364491535,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Participation Rate,Raw data,2021/22,93.69369369369367,Participation Rate (%),Yes,0.010456692019114922,-0.5637596743207332,-0.5600771378691817,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,94.3661971830986,Participation Rate (%),Yes,0.10826703134770388,0.6747760012888093,1.1335179445390289,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Participation Rate,Raw data,2021/22,98.96907216494846,Participation Rate (%),Yes,0.12145029076762537,0.8417106753168325,1.3617873021238542,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,94.5945945945946,Participation Rate (%),Yes,-0.017046401581313764,-0.9120210426748965,-1.036295750261667,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Participation Rate,Raw data,2021/22,95.58823529411764,Participation Rate (%),Yes,0.06025329840882909,0.06679609270051641,0.30215571277983827,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Participation Rate,Raw data,2021/22,93.10344827586206,Participation Rate (%),Yes,0.17746337183518568,1.550983331757822,2.331658987446031,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Participation Rate,Raw data,2021/22,83.33333333333334,Participation Rate (%),Yes,-3.8619872232081853e-4,-0.7010591367516883,-0.747822795075154,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Participation Rate,Raw data,2021/22,95.37037037037037,Participation Rate (%),Yes,0.010981821090318089,-0.5571101616674761,-0.5509844793759776,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Participation Rate,Raw data,2021/22,95.18072289156626,Participation Rate (%),Yes,-0.048192771084337394,-1.3064158485820516,-1.5755980222636188,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Participation Rate,Raw data,2021/22,91.26984126984128,Participation Rate (%),Yes,0.12441798463049847,0.8792894706536716,1.413173196158738,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Participation Rate,Raw data,2021/22,96.36363636363636,Participation Rate (%),Yes,-0.019162582726609756,-0.938817451546318,-1.0729376227442697,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Participation Rate,Raw data,2021/22,91.71974522292994,Participation Rate (%),Yes,0.03772491652154453,-0.21847236534482076,-0.0879253056566997,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Participation Rate,Raw data,2021/22,96.20253164556962,Participation Rate (%),Yes,0.06013165077487037,0.0652557142952722,0.3000493727336499,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Out of Work Benefits,Raw data,2021/22,14.193121693121691,Out of Work Benefits (%),No,-0.37657947001839176,-0.01198047374696023,0.052308050999986845,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Out of Work Benefits,Raw data,2021/22,21.505271378367823,Out of Work Benefits (%),No,-0.4767486557743663,-0.33568569132386916,-0.4243071403451586,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Out of Work Benefits,Raw data,2021/22,10.511844331641289,Out of Work Benefits (%),No,-0.565152845832732,-0.6213713276957993,-0.8449432835102482,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Out of Work Benefits,Raw data,2021/22,18.376537785588752,Out of Work Benefits (%),No,-0.30907572806201844,0.20616359233815348,0.3734977326993934,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Out of Work Benefits,Raw data,2021/22,8.719931271477662,Out of Work Benefits (%),No,-0.41521618163985274,-0.13683828353638786,-0.1315293593117116,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,5.412705272255834,Out of Work Benefits (%),No,-0.7026529161991313,-1.0657144643488876,-1.4991826272072553,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,10.116688683399383,Out of Work Benefits (%),No,-0.8614135059827126,-1.5787627722759323,-2.427980936944166,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Out of Work Benefits,Raw data,2021/22,23.289473684210527,Out of Work Benefits (%),No,-0.2656041506668054,0.3466456808459913,0.18415696520118896,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Out of Work Benefits,Raw data,2021/22,18.46629986244842,Out of Work Benefits (%),No,-0.1517646909234467,0.7145275479786067,0.6832501145487861,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Out of Work Benefits,Raw data,2021/22,12.707051585423567,Out of Work Benefits (%),No,-0.06285714628344241,1.0018398173628547,1.073037158120297,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Out of Work Benefits,Raw data,2021/22,18.040249161475803,Out of Work Benefits (%),No,-0.35782826819215185,0.048615624955274515,-0.22017054448038548,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Out of Work Benefits,Raw data,2021/22,3.663556531284303,Out of Work Benefits (%),No,0.128168898731988,1.6191566798081314,1.9105305073429866,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Out of Work Benefits,Raw data,2021/22,10.866983372921617,Out of Work Benefits (%),No,-0.51999423532447,-0.4754374486318383,-0.9311359991261705,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Out of Work Benefits,Raw data,2021/22,6.301579816081112,Out of Work Benefits (%),No,-0.14000745147857763,0.7525220641951684,0.7347960167816525,Dunfermline
