InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High is Positive,CPPScore,TypeScore,Strategic Area
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2021/22,21.016166281755197,Child Poverty (%),No,-0.19595872233163436,-0.8911695253164614,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2021/22,29.095354523227385,Child Poverty (%),No,-1.046835769311414,-0.9118911694143714,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Child Poverty,Raw data,2021/22,17.142857142857142,Child Poverty (%),No,0.21196714146094228,-0.2950489337614046,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Child Poverty,Raw data,2021/22,24.48377581120944,Child Poverty (%),No,-0.5611574611548468,-1.9659164654449959,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Child Poverty,Raw data,2021/22,13.92931392931393,Child Poverty (%),No,0.5504083410168165,-0.6185155444704069,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Child Poverty,Raw data,2021/22,5.855161787365177,Child Poverty (%),No,1.4007550003681957,1.1286043944633641,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Child Poverty,Raw data,2021/22,15.384615384615383,Child Poverty (%),No,0.29642685716143985,-1.0467320583435993,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Child Poverty,Raw data,2021/22,26.862745098039216,Child Poverty (%),No,-0.8192295340732109,-0.1096647864620671,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Child Poverty,Raw data,2021/22,22.418478260869566,Child Poverty (%),No,-0.387253696107052,0.5698412443801932,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Child Poverty,Raw data,2021/22,14.749262536873156,Child Poverty (%),No,0.35818216773645095,1.2445512770283722,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Child Poverty,Raw data,2021/22,30.29801324503311,Child Poverty (%),No,-1.153132265571035,-0.33931924581204165,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Child Poverty,Raw data,2021/22,7.674418604651163,Child Poverty (%),No,1.0458460160322294,0.42749480948209545,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Child Poverty,Raw data,2021/22,12.15880893300248,Child Poverty (%),No,0.6099702370048434,0.31525070320734333,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Child Poverty,Raw data,2021/22,12.113870381586915,Child Poverty (%),No,0.6143381944466352,-0.09468543687624449,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,34.024179620034545,Child Poverty (%),No,-1.5153098532848406,0.11881408655803227,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,39.52618453865336,Child Poverty (%),No,-2.0500961908954602,-0.7755774528277544,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Child Poverty,Raw data,2021/22,26.08695652173913,Child Poverty (%),No,-0.7438240886735311,0.18894123914401112,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Child Poverty,Raw data,2021/22,8.036622583926754,Child Poverty (%),No,1.0106403514772417,0.5676693477434518,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Child Poverty,Raw data,2021/22,5.206286836935167,Child Poverty (%),No,1.285744592700279,1.0274614715324153,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Child Poverty,Raw data,2021/22,9.106529209621993,Child Poverty (%),No,0.9066470882206674,0.1896472469782446,Dunfermline
S02001758,Dunfermline Pitcorthie West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Child Poverty,Raw data,2021/22,13.414634146341465,Child Poverty (%),No,0.4879059756211541,0.1003108968857437,Dunfermline
S02001759,Rosyth North,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Child Poverty,Raw data,2021/22,21.89239332096475,Child Poverty (%),No,-0.28824045328318404,0.685697185016028,South West Fife
S02001760,Rosyth East,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,31.123388581952117,Child Poverty (%),No,-1.2604225282142711,0.08825716425992587,South West Fife
S02001761,Rosyth Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,29.376257545271628,Child Poverty (%),No,-1.0764196738747207,0.39910096978236714,South West Fife
S02001762,Rosyth South,Fife,34,"Other Urban, Dep -Student, HH Inc 70-100%",Child Poverty,Raw data,2021/22,26.573426573426573,Child Poverty (%),No,-0.7812335154108083,-1.715766962995419,South West Fife
S02001763,North Queensferry and Inverkeithing West,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Child Poverty,Raw data,2021/22,15.254237288135592,Child Poverty (%),No,0.4108711942968284,0.5277297404348923,South West Fife
S02001764,Inverkeithing East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Child Poverty,Raw data,2021/22,34.74903474903475,Child Poverty (%),No,-1.6422652346640323,-1.789508902181283,South West Fife
S02001765,Dalgety Bay West and Hillend,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Child Poverty,Raw data,2021/22,5.531914893617021,Child Poverty (%),No,1.4347984406467575,1.049252712684275,South West Fife
S02001766,Dalgety Bay Central,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Child Poverty,Raw data,2021/22,9.87202925045704,Child Poverty (%),No,0.9777099835978026,0.4301041149376936,South West Fife
S02001767,Dalgety Bay East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Child Poverty,Raw data,2021/22,7.458563535911603,Child Poverty (%),No,1.231889304440705,2.42590620481573,South West Fife
S02001768,Crossgates and Halbeath,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Child Poverty,Raw data,2021/22,17.88756388415673,Child Poverty (%),No,0.053144148204187294,-0.44541490041407256,Dunfermline
S02001769,Hill of Beath and Kingseat,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Child Poverty,Raw data,2021/22,32.22390317700454,Child Poverty (%),No,-0.02518913552269797,-0.9597950073172651,Cowdenbeath
S02001770,Cowdenbeath South,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,37.87234042553192,Child Poverty (%),No,-0.6610422013630385,-1.1124941419111025,Cowdenbeath
S02001771,Cowdenbeath North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Child Poverty,Raw data,2021/22,18.302658486707564,Child Poverty (%),No,1.5419462909966792,0.7054842797651967,Cowdenbeath
S02001772,Kelty West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2021/22,33.50253807106599,Child Poverty (%),No,-0.16912698624262598,-1.2698901894790622,Cowdenbeath
S02001773,Kelty East,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Child Poverty,Raw data,2021/22,21.34502923976608,Child Poverty (%),No,1.1994620452418747,1.0390717597127797,Cowdenbeath
S02001774,Lochore and Crosshill,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Child Poverty,Raw data,2021/22,38.16631130063966,Child Poverty (%),No,-0.6941349443608936,-1.890560627546447,Cowdenbeath
S02001775,Ballingry,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2021/22,44.935805991440795,Child Poverty (%),No,-1.4561871304691878,-2.198623623701152,Cowdenbeath
S02001776,Cardenden,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Child Poverty,Raw data,2021/22,27.84911717495987,Child Poverty (%),No,0.4672870962918167,-0.09369485079705843,Cowdenbeath
S02001777,Lochgelly East,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Child Poverty,Raw data,2021/22,24.297924297924297,Child Poverty (%),No,0.8670502128674938,-0.20402594208266342,Cowdenbeath
S02001778,Lochgelly West and Lumphinnans,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,41.50579150579151,Child Poverty (%),No,-1.070065247439419,-1.758945803094696,Cowdenbeath
S02001779,Aberdour and Auchtertool,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Child Poverty,Raw data,2021/22,13.134328358208954,Child Poverty (%),No,0.6341339524168642,0.6375690662294976,South West Fife
S02001780,Burntisland West,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2021/22,22.804878048780488,Child Poverty (%),No,0.37456379312818233,-0.40091076908672685,Kirkcaldy
S02001781,Burntisland East,Fife,45,"Accessible Small Town, Dep - OP, HH Inc 0-50%",Child Poverty,Raw data,2021/22,17.582417582417584,Child Poverty (%),No,0.8961759985833141,0.8039893582647208,Kirkcaldy
S02001782,Kinghorn,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Child Poverty,Raw data,2021/22,25.41899441340782,Child Poverty (%),No,0.11346942754091352,-0.8935010081496965,Kirkcaldy
S02001783,Kirkcaldy Linktown & Seafield,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Child Poverty,Raw data,2021/22,35.55555555555556,Child Poverty (%),No,-0.8989564294170352,-1.5834259532644341,Kirkcaldy
S02001784,Kirkcaldy Central,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,23.210412147505423,Child Poverty (%),No,0.33405960224236975,1.4961078956888543,Kirkcaldy
S02001785,Kirkcaldy Bennochy East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Child Poverty,Raw data,2021/22,25.892857142857142,Child Poverty (%),No,0.06614066651284031,-0.3545158138906651,Kirkcaldy
S02001786,Kirkcaldy Bennochy West,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Child Poverty,Raw data,2021/22,40.30131826741996,Child Poverty (%),No,-1.3729567154213642,-2.6318166118946387,Kirkcaldy
S02001787,Kirkcaldy Raith,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Child Poverty,Raw data,2021/22,10.638297872340424,Child Poverty (%),No,1.589745173543556,-0.3124422404388696,Kirkcaldy
S02001788,Kirkcaldy Newliston and Redcraigs,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Child Poverty,Raw data,2021/22,19.78494623655914,Child Poverty (%),No,0.676190450341336,-0.24413894514837486,Kirkcaldy
S02001789,Kirkcaldy Templehall West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,39.66101694915255,Child Poverty (%),No,-1.3090042958810983,-0.7974954570769647,Kirkcaldy
S02001790,Kirkcaldy Templehall East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Child Poverty,Raw data,2021/22,39.17228103946102,Child Poverty (%),No,-1.260190021961499,-1.2671954342378504,Kirkcaldy
S02001791,Kirkcaldy Dunnikier,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Child Poverty,Raw data,2021/22,10.638297872340424,Child Poverty (%),No,1.589745173543556,-0.3124422404388696,Kirkcaldy
S02001792,Kirkcaldy Chapel,Fife,30,"Other Urban, Dep - Child, HH Inc 60-80%",Child Poverty,Raw data,2021/22,17.387755102040817,Child Poverty (%),No,0.9156186207654609,0.23334422812329822,Kirkcaldy
S02001793,Kirkcaldy Hayfield and Smeaton,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Child Poverty,Raw data,2021/22,35.093896713615024,Child Poverty (%),No,-0.8528465759746846,-0.6680482727910567,Kirkcaldy
S02001794,Kirkcaldy Pathhead,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Child Poverty,Raw data,2021/22,19.090909090909093,Child Poverty (%),No,0.745509930793512,0.9166295888225947,Kirkcaldy
S02001795,Kirkcaldy Gallatown and Sinclairtown,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,35.237068965517246,Child Poverty (%),No,-0.8671464245911942,-0.07835003540411456,Kirkcaldy
S02001796,Dysart,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,33.965244865718795,Child Poverty (%),No,-0.7401183737481648,-0.4173565552881436,Kirkcaldy
S02001797,Wemyss,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Child Poverty,Raw data,2021/22,23.61111111111111,Child Poverty (%),No,0.4433496961925217,-0.1796611430449867,Levenmouth
S02001798,Thornton and Kinglassie,Fife,57,"Accessible Rural, Dep -Child, HH Inc 0-90%",Child Poverty,Raw data,2021/22,27.46987951807229,Child Poverty (%),No,-0.12463661337122613,-1.5401209530020634,Glenrothes
S02001799,Leslie and Newcastle,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Child Poverty,Raw data,2021/22,26.745718050065875,Child Poverty (%),No,-0.034711916839708666,-0.38311596482038957,Glenrothes
S02001800,Glenrothes Macedonia and Tanshall,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,36.015701668302256,Child Poverty (%),No,-1.185837046456051,-0.20492253251391743,Glenrothes
S02001801,Glenrothes South Parks,Fife,24,"Other Urban, Dep - OP, HH Inc 30-50%",Child Poverty,Raw data,2021/22,27.906976744186046,Child Poverty (%),No,-0.17891433615763028,-1.8014713518905439,Glenrothes
S02001802,Glenrothes Caskieberran and Rimbleton,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Child Poverty,Raw data,2021/22,28.322981366459626,Child Poverty (%),No,-0.23057282817412184,0.027217836880358445,Glenrothes
S02001803,Glenrothes Auchmuty,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,35.77981651376147,Child Poverty (%),No,-1.1565453734307436,-0.16657765830741608,Glenrothes
S02001804,Glenrothes Stenton and Finglassie,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Child Poverty,Raw data,2021/22,23.851203501094098,Child Poverty (%),No,0.32472220651804445,-0.8101287832389823,Glenrothes
S02001805,Glenrothes Pitteuchar,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Child Poverty,Raw data,2021/22,21.444201312910284,Child Poverty (%),No,0.6236181722465202,0.1536113395116229,Glenrothes
S02001806,Glenrothes Woodside,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Child Poverty,Raw data,2021/22,28.846153846153843,Child Poverty (%),No,-0.2955391769080029,-0.06987533742859105,Glenrothes
S02001807,Glenrothes Balgeddie and Town Park,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Child Poverty,Raw data,2021/22,12.172284644194756,Child Poverty (%),No,1.7749833436013385,-0.6954044140191061,Glenrothes
S02001808,Glenrothes Collydean,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,32.61296660117878,Child Poverty (%),No,-0.7632932743735512,0.3482171865197305,Glenrothes
S02001809,Glenrothes Cadham and Pitcoudie,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,38.285714285714285,Child Poverty (%),No,-1.4677219640635206,-1.186040259005288,Glenrothes
S02001810,Glenrothes Balfarg Pitcairn and Coul,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Child Poverty,Raw data,2021/22,15.348837209302326,Child Poverty (%),No,1.380526391590214,1.7732237556427675,Glenrothes
S02001811,Markinch and Star,Fife,43,"Other Urban, Dep - Average, HH Inc 60-80%",Child Poverty,Raw data,2021/22,15.724137931034482,Child Poverty (%),No,1.3339224158184395,-0.0331438901679652,Glenrothes
S02001812,Windygates and Coaltown,Fife,36,"Other Urban, Dep - Adult, HH Inc 40-70%",Child Poverty,Raw data,2021/22,17.12473572938689,Child Poverty (%),No,1.1947565543447836,0.23664306856049322,Levenmouth
S02001813,"Buckhaven, Denbeath and Muiredge",Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Child Poverty,Raw data,2021/22,34.74114441416894,Child Poverty (%),No,-0.8459964891893074,-1.1638995244508838,Levenmouth
S02001814,Methil Methilhill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,36.809815950920246,Child Poverty (%),No,-1.0856394158628035,-0.33401167477830485,Levenmouth
S02001815,Methil West,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Child Poverty,Raw data,2021/22,34.32539682539682,Child Poverty (%),No,-0.7978346775334738,0.06984900492355747,Levenmouth
S02001816,Methil East,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Child Poverty,Raw data,2021/22,39.94082840236686,Child Poverty (%),No,-1.4483480305393295,-1.3801011670311758,Levenmouth
S02001817,Leven East,Fife,23,"Other Urban, Dep - OP, HH Inc 0-30%",Child Poverty,Raw data,2021/22,16.459627329192546,Child Poverty (%),No,1.2718052886392612,1.4083624996158954,Levenmouth
S02001818,Leven West,Fife,28,"Other Urban, Dep - Child, HH Inc 20-40%",Child Poverty,Raw data,2021/22,24.38118811881188,Child Poverty (%),No,0.3541409916636272,0.9057339981212269,Levenmouth
S02001819,Leven North,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Child Poverty,Raw data,2021/22,29.555555555555557,Child Poverty (%),No,-0.24527778226730879,-1.0016335081351813,Levenmouth
S02001820,Largo,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2021/22,15.549597855227882,Child Poverty (%),No,1.3772266291593307,0.4630603184647887,Levenmouth
S02001821,Kennoway and Bonnybank,Fife,38,"Other Urban, Dep - Average, HH Inc 0-20%",Child Poverty,Raw data,2021/22,29.321663019693656,Child Poverty (%),No,-0.21818276460730113,0.40881424814275413,Levenmouth
S02001822,Kettle and Ladybank,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2021/22,19.755244755244757,Child Poverty (%),No,-0.6214024109789114,-0.5788021627164834,North East Fife
S02001823,Falkland and Freuchie,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2021/22,12.82051282051282,Child Poverty (%),No,0.39438314746965264,1.1391349802752,North East Fife
S02001824,Auchtermuchty and Gateside,Fife,59,"Accessible Rural, Dep - not OP or Child, HH Inc 0-60%",Child Poverty,Raw data,2021/22,18.076285240464347,Child Poverty (%),No,-0.3754718048091038,0.5209524275277313,North East Fife
S02001825,Newburgh,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2021/22,15.883668903803134,Child Poverty (%),No,-0.05430178252691599,0.38030109025710324,North East Fife
S02001826,Cupar West and Springfield,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Child Poverty,Raw data,2021/22,15.666178623718888,Child Poverty (%),No,-0.02244424460161628,-0.5630702024586842,North East Fife
S02001827,Cupar Central,Fife,50,"Accessible Small Town, Dep - Average, HH Inc 0 -50%",Child Poverty,Raw data,2021/22,26.825127334465193,Child Poverty (%),No,-1.6569845634672333,0.08464552718848344,North East Fife
S02001828,Cupar East,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Child Poverty,Raw data,2021/22,10.20408163265306,Child Poverty (%),No,0.7776327150544307,0.371278734234591,North East Fife
S02001829,Dairsie Ceres and Dunino,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Child Poverty,Raw data,2021/22,11.529411764705882,Child Poverty (%),No,0.5835010282081927,-0.17648817772774536,North East Fife
S02001830,Elie Colinsburgh and Largoward,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2021/22,17.153284671532848,Child Poverty (%),No,-0.24027254156654168,0.06577990829376762,North East Fife
S02001831,St Monans and Pittenweem,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Child Poverty,Raw data,2021/22,26.5625,Child Poverty (%),No,-1.6185154407795233,-1.1431462013580695,North East Fife
S02001832,Anstruther,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Child Poverty,Raw data,2021/22,23.09941520467836,Child Poverty (%),No,-1.1112497590085806,-1.9132189755878362,North East Fife
S02001833,Crail and Boarhills,Fife,54,"Accessible Rural, Dep -OP, HH Inc 0-40%",Child Poverty,Raw data,2021/22,16.666666666666664,Child Poverty (%),No,-0.16899371687997072,1.0172693256182044,North East Fife
S02001834,St Andrews South East,Fife,32,"Other Urban, Dep -Student, HH Inc 0-30%",Child Poverty,Raw data,2021/22,22.897196261682243,Child Poverty (%),No,-1.0816291357640964,1.25541948793549,North East Fife
S02001835,St Andrews Central,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Child Poverty,Raw data,2021/22,12.22707423580786,Child Poverty (%),No,0.48130883541879377,1.3260466343556068,North East Fife
S02001836,St Andrews South West,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Child Poverty,Raw data,2021/22,3.571428571428571,Child Poverty (%),No,1.7491703688818425,1.785017237691131,North East Fife
S02001837,St Andrews North and Strathkinness,Fife,33,"Other Urban, Dep -Student, HH Inc 30-70%",Child Poverty,Raw data,2021/22,3.3333333333333335,Child Poverty (%),No,1.7840460795320572,2.457346620786601,North East Fife
S02001838,Leuchars and Guardbridge,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Child Poverty,Raw data,2021/22,15.318230852211434,Child Poverty (%),No,0.028522443760404106,0.20723552907601447,North East Fife
S02001839,Balmullo and Gauldry,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Child Poverty,Raw data,2021/22,10.861423220973784,Child Poverty (%),No,0.6813466439174006,1.6244591169791098,North East Fife
S02001840,Tayport,Fife,48,"Accessible Small Town, Dep - Student & Adult, HH Inc 0-60%",Child Poverty,Raw data,2021/22,21.47887323943662,Child Poverty (%),No,-0.8738760377681151,0.6734827721147525,North East Fife
S02001841,Newport and Wormit,Fife,46,"Accessible Small Town, Dep - OP, HH Inc 50-100%",Child Poverty,Raw data,2021/22,6.329113924050633,Child Poverty (%),No,1.3452301759078356,1.0577561182040993,North East Fife
S02001738,Kincardine,Fife,55,"Accessible Rural, Dep -OP, HH Inc 40-70%",Attainment,Imputed,2021/22,5.476870818340681,Average Highest Attainment,Yes,-0.2342460328805961,-0.8068395421726496,South West Fife
S02001739,Oakley Comrie and Blairhall,Fife,47,"Accessible Small Town, Dep - Child, HH Inc 0-100%",Attainment,Imputed,2021/22,5.213771960231954,Average Highest Attainment,Yes,-1.0851142471499833,-0.9971126636452361,South West Fife
S02001740,Saline and Gowkhall,Fife,60,"Accessible Rural, Dep - not OP or Child, HH Inc 60-80%",Attainment,Imputed,2021/22,5.764283779938457,Average Highest Attainment,Yes,0.6952545934258582,0.26302559082228877,South West Fife
S02001741,Valleyfield Culross and Torryburn,Fife,49,"Accessible Small Town, Dep - Student & Adult, HH Inc 60-100%",Attainment,Imputed,2021/22,5.231091098874395,Average Highest Attainment,Yes,-1.0291037244312264,-2.4720321271977004,South West Fife
S02001742,Cairneyhill and Crombie,Fife,61,"Accessible Rural, Dep - not OP or Child, HH Inc 80-100%",Attainment,Imputed,2021/22,5.666373874900597,Average Highest Attainment,Yes,0.3786115389568765,-0.8605191468346055,South West Fife
S02001743,Crossford Charlestown and Limekilns,Fife,56,"Accessible Rural, Dep -OP, HH Inc 70-100%",Attainment,Imputed,2021/22,5.921880964105505,Average Highest Attainment,Yes,1.2049277848263478,-0.15447337054199375,South West Fife
S02001744,Dunfermline Milesmark and Wellwood,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Attainment,Imputed,2021/22,6.0227334597734385,Average Highest Attainment,Yes,0.8001554444202683,-0.2269175894252653,Dunfermline
S02001745,Dunfermline Baldridgeburn,Fife,35,"Other Urban, Dep - Adult, HH Inc 0-40%",Attainment,Imputed,2021/22,5.705972293425049,Average Highest Attainment,Yes,0.01781477230663708,0.7820398606208475,Dunfermline
S02001746,Dunfermline Headwell,Fife,40,"Other Urban, Dep - Average, HH Inc 30-40%",Attainment,Imputed,2021/22,5.52929019462443,Average Highest Attainment,Yes,-0.4185568748860484,0.7488761385394055,Dunfermline
S02001747,Dunfermline Central,Fife,41,"Other Urban, Dep - Average, HH Inc 40-50%",Attainment,Imputed,2021/22,6.0921431009108895,Average Highest Attainment,Yes,0.9715842402055297,2.161129526693542,Dunfermline
S02001748,Dunfermline Brucefield,Fife,39,"Other Urban, Dep - Average, HH Inc 20-30%",Attainment,Imputed,2021/22,5.297536864581502,Average Highest Attainment,Yes,-0.9909441346012821,-0.3648897630807687,Dunfermline
S02001749,Dunfermline Garvock Hill,Fife,26,"Other Urban, Dep - OP, HH Inc 70-100%",Attainment,Imputed,2021/22,6.24077340579322,Average Highest Attainment,Yes,1.338673217552603,1.1631144118993726,Dunfermline
S02001750,Dunfermline Bellyeoman and Townhill,Fife,25,"Other Urban, Dep - OP, HH Inc 50-70%",Attainment,Imputed,2021/22,5.632821791768419,Average Highest Attainment,Yes,-0.1628532473601246,-0.7953253842089101,Dunfermline
S02001751,Dunfermline Duloch North and Lynebank,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Attainment,Imputed,2021/22,5.7304720727008,Average Highest Attainment,Yes,0.07832463216788567,-0.7262203434933939,Dunfermline
S02001752,Dunfermline Touch and Woodmill,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,5.170355656792455,Average Highest Attainment,Yes,-1.3050578649203353,0.23272107388638366,Dunfermline
S02001753,Dunfermline Abbeyview North,Fife,27,"Other Urban, Dep - Child, HH Inc 0-20%",Attainment,Imputed,2021/22,5.2094988933567565,Average Highest Attainment,Yes,-1.2083814119464957,0.3631389711843029,Dunfermline
S02001754,Dunfermline Abbeyview South,Fife,29,"Other Urban, Dep - Child, HH Inc 40-60%",Attainment,Imputed,2021/22,5.178466386638334,Average Highest Attainment,Yes,-1.285025883373777,-0.5958604113975308,Dunfermline
S02001755,Dunfermline Duloch South,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Attainment,Imputed,2021/22,5.9875710437268195,Average Highest Attainment,Yes,0.713310871519576,0.5108671950397313,Dunfermline
S02001756,Dunfermline Masterton,Fife,31,"Other Urban, Dep - Child, HH Inc 80-100%",Attainment,Imputed,2021/22,6.219660222101987,Average Highest Attainment,Yes,1.2865276136268642,1.627614684345139,Dunfermline
S02001757,Dunfermline Pitcorthie East,Fife,37,"Other Urban, Dep - Adult, HH Inc 70-100%",Attainment,Imputed,2021/22,6.172519039401263,Average Highest Attainment,Yes,1.170097733716166,0.435482448863861,Dunfermline
