InterZone,InterZone_Name,CPP,Typology_Group,Typology_Name,Indicator,Type,Year,value,IndicatorFullName,High.is.Positive.,CPPScore,TypeScore
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.48819,Average Highest Attainment,Yes,-0.05525693343340323,-0.35095103095334945
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.75781,Average Highest Attainment,Yes,0.8359401850795619,0.46887309097015145
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.47368,Average Highest Attainment,Yes,0.5221814511488648,-0.3950710814285011
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.91935,Average Highest Attainment,Yes,1.4151943712950479,0.9600621298230634
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.79845,Average Highest Attainment,Yes,1.1729405466138412,0.5924457202816674
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.68868,Average Highest Attainment,Yes,0.9529885008300848,0.25867191320673644
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,6.03297,Average Highest Attainment,Yes,1.642860868898677,1.305542497499602
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,4.7907,Average Highest Attainment,Yes,-0.8463422641594128,-2.4717845255028017
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.84,Average Highest Attainment,Yes,0.25296675083477366,0.7187853548262912
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.30769,Average Highest Attainment,Yes,-0.21877148577152952,-0.8997910799378177
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.55932,Average Highest Attainment,Yes,-0.37314447439996373,-0.1346685230072844
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Attainment,Raw,2020/21,5.58647,Average Highest Attainment,Yes,0.43333991235283376,-0.052114465777762776
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,10.714285714285714,Child Poverty (%),No,0.3632114904789561,0.4739298775629978
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,7.76978417266187,Child Poverty (%),No,1.1686539177870467,0.9492197547369865
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,17.78202676864245,Child Poverty (%),No,-0.0778346246608469,-0.6669171317308784
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,12.30366492146597,Child Poverty (%),No,0.7176105363710992,0.2173785266857977
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,8.64,Child Poverty (%),No,1.2495660031178926,0.8087529328170003
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,10.30534351145038,Child Poverty (%),No,1.007762070739477,0.53993972222067
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,6.806282722513089,Child Poverty (%),No,1.5158174074185056,1.1047443756022304
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,24.304267161410017,Child Poverty (%),No,-1.024848477385448,-1.7197115661559836
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,10.588235294117649,Child Poverty (%),No,0.06552553202132048,0.4942764414457152
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,25.88235294117648,Child Poverty (%),No,-1.2190516670991478,-1.9744399763240361
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,13.0374479889043,Child Poverty (%),No,0.20786949954402456,0.09893414516145281
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Child Poverty,Raw data,2020/21,15.670650730411689,Child Poverty (%),No,0.38295924984024343,-0.32610710202195226
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,287.34507931587217,"Crime Rate, per 10,000",No,0.3992162285624444,0.20969536850156423
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,49.56283655229856,"Crime Rate, per 10,000",No,1.1130799592147183,0.7507894941051237
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,274.1213079156869,"Crime Rate, per 10,000",No,0.7305942128232653,0.2397872077398673
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,127.39421194032305,"Crime Rate, per 10,000",No,1.0328199953287893,0.5736774460369277
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,350.090721965357,"Crime Rate, per 10,000",No,0.574113806426462,0.0669122142581496
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,22.73796478743083,"Crime Rate, per 10,000",No,1.2483890146678291,0.8118318173810075
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,182.4260802443572,"Crime Rate, per 10,000",No,0.9194663618341261,0.44844765463526604
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,617.2559964398839,"Crime Rate, per 10,000",No,0.023811671707430128,-0.5410455495483193
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,486.56768535168015,"Crime Rate, per 10,000",No,0.13430148235880213,-0.24365295793587902
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,1668.147464058084,"Crime Rate, per 10,000",No,-3.522519289411878,-2.932440269214162
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,246.4782923854168,"Crime Rate, per 10,000",No,0.48600839619916164,0.30269128814367313
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Crime Rate,Raw data,2020/21,241.8135624369097,"Crime Rate, per 10,000",No,1.2999696491576815,0.31330628589678056
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,104.68834526907118,Depopulation Index,No,-0.9537604336919984,0.30291527582239813
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,100.6508040301469,Depopulation Index,No,-0.4686816420679277,1.1213341384044933
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,98.88218165341968,Depopulation Index,No,0.026246515359773962,1.479837947590102
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,107.31632199531384,Depopulation Index,No,-0.5282874320960088,-0.22978162952407805
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,102.86249138782094,Depopulation Index,No,-0.23545376227854023,0.673020042141034
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,112.35381603163674,Depopulation Index,No,-0.8594962263546703,-1.2508932158839752
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,103.49366066075105,Depopulation Index,No,-0.27695233525013063,0.5450805839707306
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,100.67926382224452,Depopulation Index,No,-0.09190934031537992,1.1155652733206376
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,112.89156389274277,Depopulation Index,No,-1.6010495414263126,-1.359895939769368
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,110.06045388988058,Depopulation Index,No,-0.8376849189906973,-0.7860234537004471
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,111.16662263923634,Depopulation Index,No,-0.6459575875293195,-1.0102463943713396
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Depopulation,Raw data,2020/21,109.14723863213575,Depopulation Index,No,-0.30706850803973645,-0.6009126280001846
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,377.5,"Early Mortality, per 100,000",No,0.4807985664791977,0.09580067347870179
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,340.1,"Early Mortality, per 100,000",No,0.3457358864713434,0.29348040799475394
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,432.6,"Early Mortality, per 100,000",No,0.6428678645332885,-0.19543337389655177
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,249,"Early Mortality, per 100,000",No,1.4086262542569636,0.7749944137277048
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,249.3,"Early Mortality, per 100,000",No,1.4073750150580688,0.7734087474080573
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,260.9,"Early Mortality, per 100,000",No,1.3589937660341331,0.7120963163816884
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,298.7,"Early Mortality, per 100,000",No,1.2013376269733764,0.5123023601061061
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,727.6,"Early Mortality, per 100,000",No,-0.5875173477133574,-1.7546719215499051
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,279.7,"Early Mortality, per 100,000",No,0.6363542781670656,0.6127278936837797
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,828.8,"Early Mortality, per 100,000",No,-2.01183592946766,-2.289570026710987
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,392.6,"Early Mortality, per 100,000",No,0.5493849913144522,0.015988802056445282
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Early Mortality,Raw data,2020/21,310.7,"Early Mortality, per 100,000",No,1.5276803359089746,0.44887570732020693
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,23007.5188,"Emergency Admissions, per 100,000",No,-0.1441503020217238,0.09738571261586917
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,16987.95181,"Emergency Admissions, per 100,000",No,-0.10945243124276612,1.3363568316160641
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,24010.32702,"Emergency Admissions, per 100,000",No,0.23778854430952714,-0.10901624695032743
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,20667.28452,"Emergency Admissions, per 100,000",No,0.9173045279929162,0.5790620008656682
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,21767.81003,"Emergency Admissions, per 100,000",No,0.6936086956795928,0.3525474816522257
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,23314.60674,"Emergency Admissions, per 100,000",No,0.3792025557774292,0.03417965655148412
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,18808.77743,"Emergency Admissions, per 100,000",No,1.2950697743048925,0.9615872909392484
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,30900.24331,"Emergency Admissions, per 100,000",No,-1.1626747298772526,-1.5271261059850498
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,19877.67584,"Emergency Admissions, per 100,000",No,0.48065958434276357,0.74158238671021
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,33940.04283,"Emergency Admissions, per 100,000",No,-1.654860969476674,-2.1527896826322217
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,25931.4456,"Emergency Admissions, per 100,000",No,-0.7155948421952893,-0.5044284818749964
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Emergency Admissions,Raw data,2020/21,22554.34783,"Emergency Admissions, per 100,000",No,0.4182142185985255,0.19065915649182263
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,11.147648799736928,Out of Work Benefits (%),No,0.210696881290164,0.3559190838392713
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,8.010165662650602,Out of Work Benefits (%),No,0.987858692618816,0.7430558184988242
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,17.58607198748044,Out of Work Benefits (%),No,0.21350624016352843,-0.43852347420874405
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,8.151845130066546,Out of Work Benefits (%),No,1.1627195080050283,0.7255738675250095
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,9.309484193011649,Out of Work Benefits (%),No,1.046245060811132,0.582731790879107
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,7.955629770992366,Out of Work Benefits (%),No,1.1824614778561273,0.74978504893476
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,10.55863708399366,Out of Work Benefits (%),No,0.9205630610454704,0.4285977445191281
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,27.44133885438233,Out of Work Benefits (%),No,-0.7780694564533663,-1.6545733037527053
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,6.564245810055866,Out of Work Benefits (%),No,0.5939101392503545,0.9214691089787808
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,31.983671668137685,Out of Work Benefits (%),No,-2.089327615705349,-2.2150556446672924
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,15.200562983814214,Out of Work Benefits (%),No,0.17388580203429724,-0.1441734726855657
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Out of Work Benefits,Raw data,2020/21,14.476304261250498,Out of Work Benefits (%),No,1.1281075690442517,-0.05480656786057207
S02001278,Dyce,Aberdeen City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,89.3854748603352,Participation Rate (%),Yes,0.04681314755245552,-0.9546915335875269
S02001347,Monifieth East,Angus,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,97.61904761904762,Participation Rate (%),Yes,1.4821281168008744,0.9012236353878835
S02001454,Craigie and  Craigiebank,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,95.23809523809524,Participation Rate (%),Yes,0.9753276519411721,0.3645373425823938
S02001456,West Ferry,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,97.53086419753086,Participation Rate (%),Yes,1.4418600857813055,0.8813463652839753
S02001458,Broughty Ferry West,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,98.17073170731707,Participation Rate (%),Yes,1.5720602725237456,1.0255777764037897
S02001459,Broughty Ferry East,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,95.68345323741008,Participation Rate (%),Yes,1.0659490599532853,0.46492470670428465
S02001460,Barnhill,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,96.12403100775194,Participation Rate (%),Yes,1.1555977873785046,0.564234567812343
S02001469,Law,Dundee City,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,92.98245614035088,Participation Rate (%),Yes,0.5163503992158567,-0.14390230323333433
S02001634,Mountcastle,"Edinburgh, City of",1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,95.78947368421052,Participation Rate (%),Yes,0.764946252970237,0.4888225893373474
S02002155,Motherwell South,North Lanarkshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,83,Participation Rate (%),Yes,-2.1789511714645795,-2.3940302024378255
S02002280,Renfrew South,Renfrewshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,91.8032786885246,Participation Rate (%),Yes,-0.3262273673919225,-0.4096986208091313
S02002466,Duntocher,West Dunbartonshire,1,"Large Urban, Dep - OP, HH Inc 0- 70%",Participation Rate,Raw data,2020/21,90.12345679012346,Participation Rate (%),Yes,-0.23849539571653655,-0.7883443234442153
S02001241,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.09677,Average Highest Attainment,Yes,1.2574680935703133,0.13123994158223756
S02001346,Monifieth West,Angus,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,5.8,Average Highest Attainment,Yes,0.9798039653939004,-1.122142546830174
S02001509,Keystone and Dougalston,East Dunbartonshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.31183,Average Highest Attainment,Yes,0.8050763552553801,1.0395272952836632
S02001523,Woodhill West,East Dunbartonshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.33036,Average Highest Attainment,Yes,0.8851982370596426,1.1177871514358422
S02001557,Cross Stobbs,East Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.09474,Average Highest Attainment,Yes,-0.2583767365971195,0.1226664117393366
S02001572,Merrylee and Braidbar,East Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.49275,Average Highest Attainment,Yes,0.9946575625745603,1.803627304730621
S02001574,North Giffnock and North Thornliebank,East Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.13636,Average Highest Attainment,Yes,-0.12734664305292398,0.29844489058734847
S02001579,Baberton and Juniper Green,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,5.90291,Average Highest Attainment,Yes,0.3839904483073222,-0.687511041346056
S02001598,Comiston and Swanston,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.07207,Average Highest Attainment,Yes,0.7363027780554721,0.026921622804103883
S02001601,Mortonhall and Anwickhill,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,5.47727,Average Highest Attainment,Yes,-0.5024970193800915,-2.485164855302516
S02001633,Duddingston and Portobello South,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.01942,Average Highest Attainment,Yes,0.6266477522737266,-0.19544110932823164
S02001636,Craigentinny,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,5.85135,Average Highest Attainment,Yes,0.2766055835531561,-0.9052702525282651
S02001899,Mount Vernon North and Sandyhills,Glasgow City,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.07143,Average Highest Attainment,Yes,1.5384731708828598,0.024218638026048043
S02002257,Kilbarchan,Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.10843,Average Highest Attainment,Yes,1.2023958624033901,0.1804849455074615
S02002267,Paisley South West,Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.05344,Average Highest Attainment,Yes,1.0446151570423214,-0.05176057471964549
S02002276,Paisley Ralston,Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Attainment,Raw,2020/21,6.232,Average Highest Attainment,Yes,1.5569505407352182,0.7023721783582262
S02001241,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,2.9548989113530326,Child Poverty (%),No,1.363828960996885,1.3809828743473649
S02001346,Monifieth West,Angus,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,6.71462829736211,Child Poverty (%),No,1.3399464435867017,0.16804192260839743
S02001509,Keystone and Dougalston,East Dunbartonshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,3.6474164133738594,Child Poverty (%),No,0.9172545519670883,1.1575671037541868
S02001523,Woodhill West,East Dunbartonshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,11.836115326251894,Child Poverty (%),No,-0.7637540874105126,-1.4842209701032514
S02001557,Cross Stobbs,East Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,10.17274472168906,Child Poverty (%),No,-0.19569851100909574,-0.9475944959477006
S02001572,Merrylee and Braidbar,East Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,5.543710021321962,Child Poverty (%),No,0.5655303932694606,0.5457964315988111
S02001574,North Giffnock and North Thornliebank,East Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,7.48502994011976,Child Poverty (%),No,0.24628698070152505,-0.08050035420148757
S02001579,Baberton and Juniper Green,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,3.32409972299169,Child Poverty (%),No,1.0758747043834507,1.2618735614488776
S02001598,Comiston and Swanston,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,5.333333333333334,Child Poverty (%),No,0.796415779723514,0.6136668749084249
S02001601,Mortonhall and Anwickhill,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,12.184873949579831,Child Poverty (%),No,-0.1565466647751879,-1.5967353489520961
S02001633,Duddingston and Portobello South,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,4.807692307692308,Child Poverty (%),No,0.8695257829738625,0.7832459750124484
S02001636,Craigentinny,"Edinburgh, City of",2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,7.6923076923076925,Child Poverty (%),No,0.4683123505024376,-0.14737103775353455
S02001899,Mount Vernon North and Sandyhills,Glasgow City,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,11.374407582938389,Child Poverty (%),No,1.2556525165776218,-1.3352676354074278
S02002257,Kilbarchan,Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,10.50228310502283,Child Poverty (%),No,0.5540808465695574,-1.053908158256166
S02002267,Paisley South West,Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,6.205673758865248,Child Poverty (%),No,1.1408414627462127,0.3322377300549392
S02002276,Paisley Ralston,Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Child Poverty,Raw data,2020/21,5.988857938718663,Child Poverty (%),No,1.1704506205673275,0.4021855268882159
S02001241,"Braeside, Mannofield, Broomhill and Seafield South",Aberdeen City,2,"Large Urban, Dep - OP, HH Inc 70-90%",Crime Rate,Raw data,2020/21,56.93331088044578,"Crime Rate, per 10,000",No,0.7493982331975485,1.3358957554107977
S02001346,Monifieth West,Angus,2,"Large Urban, Dep - OP, HH Inc 70-90%",Crime Rate,Raw data,2020/21,171.83507344953668,"Crime Rate, per 10,000",No,0.5088752198413015,0.3908078386589251
S02001509,Keystone and Dougalston,East Dunbartonshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Crime Rate,Raw data,2020/21,303.2137636909702,"Crime Rate, per 10,000",No,-0.2602506531418537,-0.689805808074348
S02001523,Woodhill West,East Dunbartonshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Crime Rate,Raw data,2020/21,108.19668968781384,"Crime Rate, per 10,000",No,0.8081016434872137,0.9142451314389909
S02001557,Cross Stobbs,East Renfrewshire,2,"Large Urban, Dep - OP, HH Inc 70-90%",Crime Rate,Raw data,2020/21,126.72472624130135,"Crime Rate, per 10,000",No,0.7799194590905537,0.7618486574744697
