year,la,Crime Rate,Child Poverty,Out of Work Benefits,Attainment,Participation,Emergency Admissions,Depopulation,Early Mortality
2018,East Lothian,0.229138111,0.224503777,,0.214714874,0.191096645,0.201602505,-0.005527788,0.211699358
2018,East Renfrewshire,0.386610936,0.411656042,,0.37143576,0.343407499,0.270635416,-0.04977326,0.396998975
2018,"Edinburgh, City of",0.378171388,0.447385299,,0.42239302,0.368530319,0.363374164,0.048506596,0.432705547
2018,Eilean Siar,0.010416,0.126205121,,-0.061863638,0.048225892,-0.022928022,-0.04866318,0.060739015
2018,Falkirk,0.199113293,0.276833414,,0.241095712,0.258875269,0.225574271,-0.108990126,0.239678571
2018,Fife,0.33228671,0.369409278,,0.317454757,0.309395644,0.275365443,-0.103757754,0.3382358
2018,Glasgow City,0.232573906,0.260035968,,0.277888496,0.226129931,0.219251069,-0.092688382,0.256717598
2018,Highland,0.234566236,0.244634447,,0.251834244,0.193833568,0.158612963,-0.099528463,0.2321822
2018,Inverclyde,0.30630242,0.370673006,,0.367774041,0.269331966,0.303949729,-0.215012539,0.350413565
2018,Midlothian,0.251121394,0.291324948,,0.278057556,0.131595022,0.252330263,-0.147805464,0.227318333
2018,Moray,0.132679752,0.169056236,,0.114812025,0.148390887,0.063772392,-0.051441001,0.146229783
2018,North Ayrshire,0.280396471,0.306802008,,0.295069743,0.262500647,0.210280328,-0.075103546,0.298682692
2018,North Lanarkshire,0.193680196,0.229602042,,0.217071216,0.188765991,0.177170087,-0.052784786,0.197553327
2018,Orkney Islands,0.033557209,0.08298564,,-0.040350439,0.057498116,0.075265659,-0.127633233,0.174086588
2018,Perth and Kinross,0.249752965,0.284551419,,0.263955445,0.205549625,0.187917429,-0.033181184,0.253598518
2018,Renfrewshire,0.268581615,0.356207823,,0.351810597,0.31413028,0.314063464,-0.007578905,0.323548865
2018,Scottish Borders,0.226665017,0.244946103,,0.232530354,0.224206617,0.208610104,-0.172498277,0.205597356
2018,Shetland Islands,0.099751597,0.114524417,,0.076637384,0.049869238,0.084483548,-0.082278296,0.081784642
2018,South Ayrshire,0.260669501,0.328822619,,0.283226867,0.327298921,0.274560562,0.009898405,0.296214088
2018,South Lanarkshire,0.230987202,0.279479712,,0.257846501,0.229334794,0.137341162,-0.087072823,0.241427584
2018,Stirling,0.309549294,0.361350374,,0.354599635,0.33185525,0.310588304,-0.053009722,0.342803947
2018,West Dunbartonshire,0.16876298,0.23767785,,0.20780185,0.206384622,0.149543045,-0.015762517,0.20844601
2018,West Lothian,0.259570848,0.2858779,,0.261258225,0.270167661,0.236097936,-0.049184185,0.235947305
2019,Aberdeen City,0.304837133,0.376034791,,0.343370321,0.331896839,0.291789838,-0.054352762,0.32637235
2019,Aberdeenshire,0.256771166,0.302943285,,0.271208956,0.203056541,0.223636609,-0.195214436,0.291942316
2019,Angus,0.284573223,0.30911643,,0.272302717,0.248270093,0.213640347,-0.060930596,0.29741432
2019,Argyll and Bute,0.227924048,0.151835617,,0.195098793,0.088555665,0.15935498,-0.073050522,0.241194214
2019,Clackmannanshire,0.268802556,0.266238496,,0.265343357,0.206813552,0.163062039,-0.12023146,0.219720318
2019,Dumfries and Galloway,0.181065114,0.228308054,,0.202113081,0.162797179,0.141170127,-0.065902724,0.206790351
2019,Dundee City,0.278781686,0.324724927,,0.351281901,0.309802079,0.252720079,-0.035125566,0.274766531
2019,East Ayrshire,0.254525373,0.283202773,,0.290733336,0.235658434,0.231800567,-0.135179098,0.267274533
2019,East Dunbartonshire,0.260512241,0.374058289,,0.316799988,0.307942224,0.362573376,0.013802643,0.350530471
2019,East Lothian,0.232098144,0.224629324,,0.20561281,0.189542009,0.191587458,-0.002381761,0.208968512
2019,East Renfrewshire,0.376084086,0.415538774,,0.372173352,0.387254997,0.301862141,-0.041284202,0.416909415
2019,"Edinburgh, City of",0.376898143,0.448258432,,0.426555162,0.361730322,0.357402296,0.05341023,0.438420517
2019,Eilean Siar,0.012835745,0.052321574,,-0.067587373,0.007216232,-0.005634783,-0.073742001,0.081655107
2019,Falkirk,0.186609956,0.272390896,,0.237699064,0.223204785,0.173211896,-0.110193814,0.258152158
2019,Fife,0.318911161,0.365501926,,0.321036587,0.289972697,0.281156682,-0.104825739,0.345142762
2019,Glasgow City,0.229245094,0.255165973,,0.273466292,0.255253627,0.238207289,-0.088280375,0.267014237
2019,Highland,0.228846119,0.243940166,,0.242336585,0.177470577,0.198882487,-0.105808921,0.239212616
2019,Inverclyde,0.284556543,0.351254346,,0.375803418,0.314495152,0.288972989,-0.197966325,0.375166466
2019,Midlothian,0.246488754,0.294848214,,0.281557989,0.201394277,0.250493363,-0.145626719,0.258797417
2019,Moray,0.131972321,0.172749746,,0.113237081,0.146270303,0.099724328,-0.046790608,0.13708216
2019,North Ayrshire,0.272901868,0.308474447,,0.303178368,0.236147835,0.252080839,-0.089242638,0.305405784
2019,North Lanarkshire,0.188623234,0.226121367,,0.210425206,0.183149052,0.192089123,-0.053401158,0.212849898
2019,Orkney Islands,0.033557209,0.12791131,,0.031486878,0.102861145,0.119087261,-0.159497325,0.119395897
2019,Perth and Kinross,0.245069514,0.289541621,,0.273487382,0.264796795,0.225818473,-0.04474821,0.26008351
2019,Renfrewshire,0.266062393,0.365836388,,0.34635221,0.295719331,0.341171122,-0.008244945,0.338111459
2019,Scottish Borders,0.218993493,0.246295778,,0.245612805,0.236845841,0.188275331,-0.176643495,0.228650606
2019,Shetland Islands,0.095802809,0.11464022,,0.085646571,0.056487846,0.088879505,-0.082278296,0.107285791
2019,South Ayrshire,0.257762582,0.338282438,,0.296636565,0.311744202,0.282462582,0.013738598,0.318603956
2019,South Lanarkshire,0.215735426,0.272882672,,0.25140085,0.204835537,0.193689121,-0.086553024,0.260813359
2019,Stirling,0.301301277,0.368305232,,0.347992951,0.324422177,0.274597194,-0.031010221,0.343315965
2019,West Dunbartonshire,0.169553829,0.227438563,,0.211205893,0.162442601,0.135996134,-0.01935953,0.218872449
2019,West Lothian,0.256197394,0.287361579,,0.265208366,0.230126709,0.249321085,-0.055765359,0.26149581
2020,Aberdeen City,0.302953044,0.363244877,,0.359120143,0.309923755,0.334533277,-0.073703397,0.328055052
2020,Aberdeenshire,0.255086617,0.299554441,,0.282490407,0.215053826,0.159708633,-0.198430786,0.298315939
2020,Angus,0.283769369,0.295221228,,0.277970202,0.264864984,0.250194417,-0.066571811,0.280338014
2020,Argyll and Bute,0.224757232,0.092509318,,0.18545262,0.100093821,0.121397762,-0.075169569,0.255393449
2020,Clackmannanshire,0.264419291,0.264153606,,0.276858579,0.228909326,0.225723105,-0.12023146,0.247844487
2020,Dumfries and Galloway,0.17427444,0.184083803,,0.214359829,0.185960836,0.126042631,-0.065290624,0.217184603
2020,Dundee City,0.277018258,0.325240181,,0.352503818,0.283265141,0.267091969,-0.034264757,0.271335708
2020,East Ayrshire,0.250956893,0.288414519,,0.279894313,0.240268048,0.220985052,-0.129912919,0.267052827
2020,East Dunbartonshire,0.254658693,0.364710993,,0.309408353,0.361291003,0.335385055,0.006958229,0.363053556
2020,East Lothian,0.230878232,0.220912708,,0.216663685,0.18985525,0.174517228,-0.003076991,0.213961626
2020,East Renfrewshire,0.376084086,0.42629962,,0.368763371,0.353619344,0.32288629,-0.03287249,0.404831715
2020,"Edinburgh, City of",0.37368362,0.443627798,,0.426814212,0.354093655,0.35106661,0.064111448,0.438994805
2020,Eilean Siar,0.012835745,0.126668363,,-0.007401372,0.013435869,-0.003239371,-0.086116204,0.075390206
2020,Falkirk,0.184937865,0.262534972,,0.235376571,0.225086414,0.192928856,-0.111582047,0.268038081
2020,Fife,0.317683216,0.360250686,,0.310841852,0.302782718,0.272753449,-0.106395163,0.345474486
2020,Glasgow City,0.228426086,0.248694007,,0.294448494,0.20962492,0.257993101,-0.085610366,0.277572089
2020,Highland,0.228442326,0.206027175,,0.252844112,0.19779819,0.168036085,-0.114673352,0.239076014
2020,Inverclyde,0.284556543,0.348103023,,0.37958703,0.249663651,0.354034141,-0.197966325,0.376016915
2020,Midlothian,0.243824288,0.282910356,,0.282491093,0.216916341,0.190398688,-0.139980424,0.25578336
2020,Moray,0.130743574,0.173097166,,0.114605321,0.122847993,0.069226326,-0.046448206,0.136102108
2020,North Ayrshire,0.268635965,0.29541092,,0.308265364,0.265713883,0.216767335,-0.101139281,0.305672322
2020,North Lanarkshire,0.18582447,0.224317207,,0.210579704,0.17938985,0.185796726,-0.053714838,0.222490738
2020,Orkney Islands,0.033557209,0.033107524,,-0.040350439,0.100620567,0.033557209,-0.159497325,0.168021952
2020,Perth and Kinross,0.242727643,0.279796429,,0.257817232,0.181012205,0.21179711,-0.047667783,0.266156543
2020,Renfrewshire,0.263163861,0.351878316,,0.342043377,0.319737333,0.307061369,-0.015123807,0.356724388
2020,Scottish Borders,0.21809796,0.240250091,,0.242115079,0.200213872,0.16407358,-0.188623709,0.236936451
2020,Shetland Islands,0.095802809,0.089747743,,0.049754148,0.032783992,0.068382415,-0.110431588,0.092101885
2020,South Ayrshire,0.260024988,0.313448516,,0.297307492,0.277880378,0.244996758,0.016781881,0.333965022
2020,South Lanarkshire,0.212883971,0.262247516,,0.252823853,0.202465329,0.167248899,-0.082475971,0.271079478
2020,Stirling,0.305274133,0.370054429,,0.35799054,0.329192689,0.310467414,-0.021164688,0.350863782
2020,West Dunbartonshire,0.16916716,0.227420722,,0.206805854,0.183864229,0.12064551,-0.023764992,0.20634101
2020,West Lothian,0.254315092,0.276464122,,0.261331119,0.206553339,0.244940491,-0.055543042,0.263203346
2009,Scotland,0.226748885,,,,,0.179908719,-0.054969793,
2010,Scotland,0.235070695,,,,,0.182613847,-0.060226749,0.240371299
2011,Scotland,0.236330481,,,,,0.179612834,-0.057999851,0.236919142
2012,Scotland,0.234803428,,,,,0.191699455,-0.057619029,0.236975045
2013,Scotland,0.239172538,,,0.256855221,,0.208976923,-0.057849048,0.239011147
2014,Scotland,0.242454157,0.258450866,,0.251165665,,0.207200367,-0.059431722,0.245519269
2015,Scotland,0.239581266,0.262507926,,0.250857375,0.230539894,0.195277962,-0.062413081,0.200743893
2016,Scotland,0.23296775,0.267255763,,0.24794309,0.225913444,0.204529389,-0.063098029,0.228224413
2017,Scotland,0.23368409,0.26947369,,0.250474093,0.225262469,0.208487167,-0.064993401,0.240401417
2018,Scotland,0.238424066,0.27813647,,0.251962973,0.229508726,0.204892514,-0.071936239,0.252319143
2019,Scotland,0.233246864,0.277692302,,0.254961796,0.22681802,0.217471309,-0.074458761,0.264919102
2020,Scotland,0.231545771,0.266887574,,0.254986749,0.222024461,0.208356191,-0.076862261,0.269792874
