CPP,Indicator,Type,Year,value,IndicatorFullName,FG
Aberdeen City,Healthy Birthweight,Raw data,2009/10,90.01192602044999,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2009/10,89.49593392304723,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2009/10,90.11293620788857,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2009/10,89.86548708000713,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2009/10,88.24723649245611,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2009/10,89.38649404865487,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2009/10,90.05440421470956,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2009/10,89.0299064165265,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2009/10,89.0020138878021,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2009/10,89.37354962017197,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2009/10,88.5491857982323,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2009/10,89.43562936667485,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2009/10,86.27222723562915,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2009/10,89.0450657185708,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2009/10,88.71063558008723,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2009/10,89.28043047320325,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2009/10,89.88499923961042,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2009/10,89.75438600075563,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2009/10,88.67989272371672,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2009/10,90.91190818586549,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2009/10,88.82219758326333,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2009/10,89.01558514613468,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2009/10,89.25936950976786,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2009/10,88.98923353818499,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2009/10,89.04229359629763,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2009/10,89.29640292082894,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2009/10,89.0966319034028,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2009/10,90.09942438513868,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2009/10,89.82329625308815,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2009/10,89.01681896112136,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2009/10,88.87979559052451,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2009/10,88.97097741338096,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2009/10,89.4584807039552,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2010/11,90.08167844324916,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2010/11,90.03955071472039,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2010/11,90.17052360849492,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2010/11,89.78026952334561,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2010/11,88.95702203490755,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2010/11,88.8707316508877,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2010/11,89.99585624075372,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2010/11,89.45563489609201,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2010/11,88.57818808314964,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2010/11,89.68666213256184,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2010/11,89.0370821392092,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2010/11,89.38967318768944,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2010/11,87.13648478437868,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2010/11,89.16177469468222,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2010/11,88.6014658955247,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2010/11,89.5155104596072,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2010/11,89.90391582164683,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2010/11,90.7911688091504,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2010/11,88.62552216746411,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2010/11,90.53807804588008,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2010/11,88.75410483224374,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2010/11,88.92910352644056,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2010/11,89.36669468638779,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2010/11,89.43453635855225,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2010/11,89.91463264438751,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2010/11,89.42084177016964,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2010/11,89.61609644398057,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2010/11,90.33285108915362,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2010/11,89.8554243117502,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2010/11,89.08292933534416,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2010/11,89.13909794945151,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2010/11,89.30493291037995,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2010/11,89.21489346812696,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2011/12,90.1344099699998,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2011/12,90.48207742139805,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2011/12,89.80288471056963,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2011/12,89.88423201229598,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2011/12,89.09648534163064,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2011/12,89.08334496856854,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2011/12,89.75001046859218,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2011/12,89.6442216864752,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2011/12,88.68451933941903,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2011/12,89.97310823649582,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2011/12,89.29070348824632,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2011/12,89.90280187836133,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2011/12,87.1611697638557,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2011/12,88.85464244394292,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2011/12,89.0012105247517,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2011/12,89.43644239619249,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2011/12,89.66670509811394,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2011/12,90.79717833917238,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2011/12,88.92268930192937,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2011/12,89.65533413418409,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2011/12,88.60994293576562,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2011/12,88.63920467507565,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2011/12,87.82823314792624,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2011/12,88.8837190553985,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2011/12,89.80640448722426,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2011/12,89.47421227686355,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2011/12,89.7403683749752,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2011/12,90.47524703058104,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2011/12,89.64852793914065,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2011/12,89.10867510343071,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2011/12,88.94952144408552,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2011/12,89.41671484302816,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2011/12,90.11184691190338,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2012/13,90.1581560824261,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2012/13,90.38409019293594,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2012/13,89.25149254482909,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2012/13,89.92912390063866,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2012/13,88.39251889806076,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2012/13,89.01812745802347,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2012/13,90.2171433054743,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2012/13,89.25540196183222,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2012/13,89.04156097759721,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2012/13,90.06714869576318,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2012/13,89.55326859657664,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2012/13,90.06927856848283,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2012/13,86.80533132793347,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2012/13,89.27840107113764,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2012/13,88.75806202946687,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2012/13,89.40483688973201,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2012/13,89.65274546650504,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2012/13,91.20878698301054,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2012/13,89.30983857281251,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2012/13,90.28497125058084,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2012/13,88.14019754642315,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2012/13,88.74190320657344,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2012/13,87.58422250018889,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2012/13,89.37987512879089,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2012/13,89.84674883028335,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2012/13,89.50601013543483,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2012/13,89.7195050665379,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2012/13,89.52775008308407,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2012/13,89.61765069033493,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2012/13,89.25464667551579,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2012/13,88.40687929695237,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2012/13,90.04128209420765,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2012/13,89.98248995230665,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2013/14,90.34780931005892,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2013/14,90.11275613249104,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2013/14,89.35629704846058,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2013/14,88.79472966408973,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2013/14,88.64264597963513,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2013/14,90.09992306089482,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2013/14,90.020025777863,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2013/14,89.19813542500373,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2013/14,88.99052870452932,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2013/14,90.38480966890704,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2013/14,88.99558202623184,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2013/14,90.43217204211552,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2013/14,86.66904986499368,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2013/14,89.24985261175817,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2013/14,89.0635438019391,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2013/14,89.57935496321959,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2013/14,89.47389516431623,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2013/14,91.38409372442312,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2013/14,89.10649894740057,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2013/14,90.1832337691601,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2013/14,88.49808540631678,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2013/14,89.21993697014544,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2013/14,87.79652396827358,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2013/14,88.74430912898153,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2013/14,89.70145878125855,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2013/14,89.61409802109387,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2013/14,89.75133535940849,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2013/14,89.13559322033898,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2013/14,89.26974263919647,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2013/14,89.57678203237383,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2013/14,88.1392524781577,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2013/14,89.46140929211263,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2013/14,90.53762839564384,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2014/15,90.38284580051324,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2014/15,89.98726922775204,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2014/15,89.52393145190284,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2014/15,89.364145859946575,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2014/15,88.83928800901738,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2014/15,90.54539016866374,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2014/15,89.91397573941315,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2014/15,89.42758673061398,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2014/15,88.95437748567342,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2014/15,90.22802694775692,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2014/15,89.04906307205601,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2014/15,90.58506360530096,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2014/15,86.97763706799083,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2014/15,89.64800062116082,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2014/15,89.28594906144049,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2014/15,89.79676893251742,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2014/15,89.68445526045913,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2014/15,91.81555740324238,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2014/15,89.77728017927105,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2014/15,90.59072210554469,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2014/15,88.84168625395819,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2014/15,89.40479868000979,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2014/15,89.45332870200139,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2014/15,89.15384879085764,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2014/15,90.26027887431506,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2014/15,89.81387406031091,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2014/15,89.68708743801771,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2014/15,88.97814207650272,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2014/15,89.38043538662221,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2014/15,89.89029693547697,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2014/15,88.15319304327937,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2014/15,89.52894900557709,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2014/15,90.56091291728733,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2015/16,90.39441767242322,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2015/16,90.53570837890165,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2015/16,90.1236780822108,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2015/16,89.82211887243771,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2015/16,89.80077570830996,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2015/16,90.77953791532828,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2015/16,89.76663224749888,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2015/16,89.80541548391717,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2015/16,88.92856229345291,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2015/16,90.13180167933906,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2015/16,89.24744028682666,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2015/16,90.72627726839498,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2015/16,88.4895531283093,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2015/16,89.89072235863723,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2015/16,89.39142068990732,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2015/16,90.21395027809224,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2015/16,89.87991798311089,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2015/16,91.28199598258418,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2015/16,89.83965382621574,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2015/16,89.34128444700218,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2015/16,89.3388978332846,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2015/16,89.84697606873148,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2015/16,90.58432754962789,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2015/16,88.64742916785963,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2015/16,90.19051236506358,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2015/16,89.99900134571443,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2015/16,90.11838421834534,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2015/16,89.3787680545935,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2015/16,88.89708917719072,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2015/16,90.1684345713018,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2015/16,88.38176188311472,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2015/16,89.54122838990764,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2015/16,90.5864243723393,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2016/17,90.56048023366206,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2016/17,90.7894969014224,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2016/17,89.80969595891725,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2016/17,91.26359357029703,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2016/17,89.83442281235432,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2016/17,89.84159934569266,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2016/17,90.21198743875571,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2016/17,90.20654950483542,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2016/17,89.81249186899534,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2016/17,89.66208809014877,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2016/17,90.1034728100334,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2016/17,90.4079052759958,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2016/17,88.72638763297859,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2016/17,90.3708718678312,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2016/17,89.33718709634734,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2016/17,90.22927314535772,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2016/17,89.91107063108598,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2016/17,91.391859335936,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2016/17,89.69085994121365,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2016/17,89.00566423545656,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2016/17,89.69478240521444,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2016/17,89.82757756474649,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2016/17,90.91391556460913,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2016/17,88.79101122516958,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2016/17,89.8287092470021,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2016/17,90.02950296526753,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2016/17,90.82738109258928,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2016/17,88.61157228739773,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2016/17,88.97995730101037,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2016/17,90.13091348115154,Healthy Birthweight,3
Stirling,Healthy Birthweight,Raw data,2016/17,89.33022029150045,Healthy Birthweight,2
West Dunbartonshire,Healthy Birthweight,Raw data,2016/17,90.0539886239892,Healthy Birthweight,4
West Lothian,Healthy Birthweight,Raw data,2016/17,89.83717636364365,Healthy Birthweight,3
Aberdeen City,Healthy Birthweight,Raw data,2017/18,90.6953952745098,Healthy Birthweight,1
Aberdeenshire,Healthy Birthweight,Raw data,2017/18,91.05027825180066,Healthy Birthweight,1
Angus,Healthy Birthweight,Raw data,2017/18,89.4824676316889,Healthy Birthweight,2
Argyll and Bute,Healthy Birthweight,Raw data,2017/18,90.26334199797,Healthy Birthweight,2
Clackmannanshire,Healthy Birthweight,Raw data,2017/18,89.97164236363636,Healthy Birthweight,3
Dumfries and Galloway,Healthy Birthweight,Raw data,2017/18,89.6471576254889,Healthy Birthweight,3
Dundee City,Healthy Birthweight,Raw data,2017/18,90.45820401524752,Healthy Birthweight,4
East Ayrshire,Healthy Birthweight,Raw data,2017/18,90.7059243705292,Healthy Birthweight,4
East Dunbartonshire,Healthy Birthweight,Raw data,2017/18,90.13345041385496,Healthy Birthweight,1
East Lothian,Healthy Birthweight,Raw data,2017/18,88.94700512266606,Healthy Birthweight,2
East Renfrewshire,Healthy Birthweight,Raw data,2017/18,89.76262841714441,Healthy Birthweight,1
"Edinburgh, City of",Healthy Birthweight,Raw data,2017/18,90.63504720031388,Healthy Birthweight,1
Eilean Siar,Healthy Birthweight,Raw data,2017/18,89.41505039379676,Healthy Birthweight,4
Falkirk,Healthy Birthweight,Raw data,2017/18,90.45298304712348,Healthy Birthweight,3
Fife,Healthy Birthweight,Raw data,2017/18,89.33838432131797,Healthy Birthweight,3
Glasgow City,Healthy Birthweight,Raw data,2017/18,90.1513545761308,Healthy Birthweight,4
Highland,Healthy Birthweight,Raw data,2017/18,90.13946462568695,Healthy Birthweight,2
Inverclyde,Healthy Birthweight,Raw data,2017/18,91.44525537857524,Healthy Birthweight,4
Midlothian,Healthy Birthweight,Raw data,2017/18,89.43148904192576,Healthy Birthweight,2
Moray,Healthy Birthweight,Raw data,2017/18,89.44194968173106,Healthy Birthweight,2
North Ayrshire,Healthy Birthweight,Raw data,2017/18,89.93460849460224,Healthy Birthweight,4
North Lanarkshire,Healthy Birthweight,Raw data,2017/18,90.48705863499936,Healthy Birthweight,4
Orkney Islands,Healthy Birthweight,Raw data,2017/18,89.34574647507252,Healthy Birthweight,1
Perth and Kinross,Healthy Birthweight,Raw data,2017/18,89.22570437452013,Healthy Birthweight,1
Renfrewshire,Healthy Birthweight,Raw data,2017/18,88.92107212680446,Healthy Birthweight,3
Scotland,Healthy Birthweight,Raw data,2017/18,90.06299388274304,Healthy Birthweight,NA
Scottish Borders,Healthy Birthweight,Raw data,2017/18,90.6957316704952,Healthy Birthweight,2
Shetland Islands,Healthy Birthweight,Raw data,2017/18,87.04558127821848,Healthy Birthweight,1
South Ayrshire,Healthy Birthweight,Raw data,2017/18,88.80658883574137,Healthy Birthweight,3
South Lanarkshire,Healthy Birthweight,Raw data,2017/18,89.91159427138332,Healthy Birthweight,3
