CPP,Indicator,Type,Year,value,IndicatorFullName,FG
North Ayrshire,Carbon Emissions,Raw data,2014/15,6.708029018449284,Carbon Emissions,4
North Lanarkshire,Carbon Emissions,Raw data,2014/15,5.255173869318207,Carbon Emissions,4
Orkney Islands,Carbon Emissions,Raw data,2014/15,6.883258794366798,Carbon Emissions,1
Perth and Kinross,Carbon Emissions,Raw data,2014/15,7.406844260000995,Carbon Emissions,1
Renfrewshire,Carbon Emissions,Raw data,2014/15,4.830130215420876,Carbon Emissions,3
Scotland,Carbon Emissions,Raw data,2014/15,5.709372301642996,Carbon Emissions,NA
Scottish Borders,Carbon Emissions,Raw data,2014/15,7.211850951553231,Carbon Emissions,2
Shetland Islands,Carbon Emissions,Raw data,2014/15,7.589935872394264,Carbon Emissions,1
South Ayrshire,Carbon Emissions,Raw data,2014/15,6.45490079320938,Carbon Emissions,3
South Lanarkshire,Carbon Emissions,Raw data,2014/15,4.655194484086734,Carbon Emissions,3
Stirling,Carbon Emissions,Raw data,2014/15,7.264917822524124,Carbon Emissions,2
West Dunbartonshire,Carbon Emissions,Raw data,2014/15,4.93743380864761,Carbon Emissions,4
West Lothian,Carbon Emissions,Raw data,2014/15,5.3067301450477995,Carbon Emissions,3
Aberdeen City,Carbon Emissions,Raw data,2015/16,5.6650469592813115,Carbon Emissions,1
Aberdeenshire,Carbon Emissions,Raw data,2015/16,6.4434181773985815,Carbon Emissions,1
Angus,Carbon Emissions,Raw data,2015/16,6.0415423303042886,Carbon Emissions,2
Argyll and Bute,Carbon Emissions,Raw data,2015/16,6.589629332744997,Carbon Emissions,2
Clackmannanshire,Carbon Emissions,Raw data,2015/16,7.623643453081597,Carbon Emissions,3
Dumfries and Galloway,Carbon Emissions,Raw data,2015/16,7.449139369650469,Carbon Emissions,3
Dundee City,Carbon Emissions,Raw data,2015/16,5.134059296034543,Carbon Emissions,4
East Ayrshire,Carbon Emissions,Raw data,2015/16,5.417010706691163,Carbon Emissions,4
East Dunbartonshire,Carbon Emissions,Raw data,2015/16,4.185855940951581,Carbon Emissions,1
East Lothian,Carbon Emissions,Raw data,2015/16,5.288437364174352,Carbon Emissions,2
East Renfrewshire,Carbon Emissions,Raw data,2015/16,3.9721013808389007,Carbon Emissions,1
"Edinburgh, City of",Carbon Emissions,Raw data,2015/16,4.994385048054569,Carbon Emissions,1
Eilean Siar,Carbon Emissions,Raw data,2015/16,6.0242454476781235,Carbon Emissions,4
Falkirk,Carbon Emissions,Raw data,2015/16,5.079382206548662,Carbon Emissions,3
Fife,Carbon Emissions,Raw data,2015/16,5.445077872089197,Carbon Emissions,3
Glasgow City,Carbon Emissions,Raw data,2015/16,4.372252328652164,Carbon Emissions,4
Highland,Carbon Emissions,Raw data,2015/16,7.3729172687404,Carbon Emissions,2
Inverclyde,Carbon Emissions,Raw data,2015/16,4.83712661875074,Carbon Emissions,4
Midlothian,Carbon Emissions,Raw data,2015/16,4.934036308975855,Carbon Emissions,2
Moray,Carbon Emissions,Raw data,2015/16,8.218540875262756,Carbon Emissions,2
North Ayrshire,Carbon Emissions,Raw data,2015/16,6.573595041734128,Carbon Emissions,4
North Lanarkshire,Carbon Emissions,Raw data,2015/16,5.145824388819609,Carbon Emissions,4
Orkney Islands,Carbon Emissions,Raw data,2015/16,6.4657473080132455,Carbon Emissions,1
Perth and Kinross,Carbon Emissions,Raw data,2015/16,6.915971388932301,Carbon Emissions,1
Renfrewshire,Carbon Emissions,Raw data,2015/16,4.974356769159014,Carbon Emissions,3
Scotland,Carbon Emissions,Raw data,2015/16,5.558545080987658,Carbon Emissions,NA
Scottish Borders,Carbon Emissions,Raw data,2015/16,7.082293811195351,Carbon Emissions,2
Shetland Islands,Carbon Emissions,Raw data,2015/16,7.135070416425542,Carbon Emissions,1
South Ayrshire,Carbon Emissions,Raw data,2015/16,6.453838050003611,Carbon Emissions,3
South Lanarkshire,Carbon Emissions,Raw data,2015/16,4.582535123757976,Carbon Emissions,3
Stirling,Carbon Emissions,Raw data,2015/16,7.133430846234128,Carbon Emissions,2
West Dunbartonshire,Carbon Emissions,Raw data,2015/16,4.882650886769634,Carbon Emissions,4
West Lothian,Carbon Emissions,Raw data,2015/16,5.233946837036048,Carbon Emissions,3
Aberdeen City,Carbon Emissions,Raw data,2016/17,5.221048380762837,Carbon Emissions,1
Aberdeenshire,Carbon Emissions,Raw data,2016/17,6.290225310840193,Carbon Emissions,1
Angus,Carbon Emissions,Raw data,2016/17,5.672699078099491,Carbon Emissions,2
Argyll and Bute,Carbon Emissions,Raw data,2016/17,6.192543934511801,Carbon Emissions,2
Clackmannanshire,Carbon Emissions,Raw data,2016/17,7.541096265057068,Carbon Emissions,3
Dumfries and Galloway,Carbon Emissions,Raw data,2016/17,7.234890971287087,Carbon Emissions,3
Dundee City,Carbon Emissions,Raw data,2016/17,4.740295561759149,Carbon Emissions,4
East Ayrshire,Carbon Emissions,Raw data,2016/17,5.105743122746645,Carbon Emissions,4
East Dunbartonshire,Carbon Emissions,Raw data,2016/17,3.897850290981323,Carbon Emissions,1
East Lothian,Carbon Emissions,Raw data,2016/17,5.008884773048875,Carbon Emissions,2
East Renfrewshire,Carbon Emissions,Raw data,2016/17,3.7446933035724985,Carbon Emissions,1
"Edinburgh, City of",Carbon Emissions,Raw data,2016/17,4.527891261626356,Carbon Emissions,1
Eilean Siar,Carbon Emissions,Raw data,2016/17,5.808842411673609,Carbon Emissions,4
Falkirk,Carbon Emissions,Raw data,2016/17,4.727884351213407,Carbon Emissions,3
Fife,Carbon Emissions,Raw data,2016/17,5.10102191000378,Carbon Emissions,3
Glasgow City,Carbon Emissions,Raw data,2016/17,3.855742681871542,Carbon Emissions,4
Highland,Carbon Emissions,Raw data,2016/17,6.9001774961531845,Carbon Emissions,2
Inverclyde,Carbon Emissions,Raw data,2016/17,4.387014833028475,Carbon Emissions,4
Midlothian,Carbon Emissions,Raw data,2016/17,4.7363922590764505,Carbon Emissions,2
Moray,Carbon Emissions,Raw data,2016/17,7.89391118024228,Carbon Emissions,2
North Ayrshire,Carbon Emissions,Raw data,2016/17,6.252220143975086,Carbon Emissions,4
North Lanarkshire,Carbon Emissions,Raw data,2016/17,4.671450314482748,Carbon Emissions,4
Orkney Islands,Carbon Emissions,Raw data,2016/17,6.022735958553746,Carbon Emissions,1
Perth and Kinross,Carbon Emissions,Raw data,2016/17,6.614385159841947,Carbon Emissions,1
Renfrewshire,Carbon Emissions,Raw data,2016/17,4.580896942978817,Carbon Emissions,3
Scotland,Carbon Emissions,Raw data,2016/17,5.176939150326848,Carbon Emissions,NA
Scottish Borders,Carbon Emissions,Raw data,2016/17,6.691132057098079,Carbon Emissions,2
Shetland Islands,Carbon Emissions,Raw data,2016/17,6.516049104243874,Carbon Emissions,1
South Ayrshire,Carbon Emissions,Raw data,2016/17,6.0939100290377235,Carbon Emissions,3
South Lanarkshire,Carbon Emissions,Raw data,2016/17,4.200037835960669,Carbon Emissions,3
Stirling,Carbon Emissions,Raw data,2016/17,6.862879665472357,Carbon Emissions,2
West Dunbartonshire,Carbon Emissions,Raw data,2016/17,4.466642727804067,Carbon Emissions,4
West Lothian,Carbon Emissions,Raw data,2016/17,4.894265851831685,Carbon Emissions,3
Aberdeen City,Carbon Emissions,Raw data,2017/18,5.023960658807848,Carbon Emissions,1
Aberdeenshire,Carbon Emissions,Raw data,2017/18,6.154452497665473,Carbon Emissions,1
Angus,Carbon Emissions,Raw data,2017/18,5.568539374911264,Carbon Emissions,2
Argyll and Bute,Carbon Emissions,Raw data,2017/18,6.095811721703722,Carbon Emissions,2
Clackmannanshire,Carbon Emissions,Raw data,2017/18,7.170596479025152,Carbon Emissions,3
Dumfries and Galloway,Carbon Emissions,Raw data,2017/18,7.029954473780837,Carbon Emissions,3
Dundee City,Carbon Emissions,Raw data,2017/18,4.49478616473292,Carbon Emissions,4
East Ayrshire,Carbon Emissions,Raw data,2017/18,5.009466124020223,Carbon Emissions,4
East Dunbartonshire,Carbon Emissions,Raw data,2017/18,3.7744161879516502,Carbon Emissions,1
East Lothian,Carbon Emissions,Raw data,2017/18,5.01625622967824,Carbon Emissions,2
East Renfrewshire,Carbon Emissions,Raw data,2017/18,3.5783486007046488,Carbon Emissions,1
"Edinburgh, City of",Carbon Emissions,Raw data,2017/18,4.298206074841697,Carbon Emissions,1
Eilean Siar,Carbon Emissions,Raw data,2017/18,5.5047447818131445,Carbon Emissions,4
Falkirk,Carbon Emissions,Raw data,2017/18,4.532307356024058,Carbon Emissions,3
Fife,Carbon Emissions,Raw data,2017/18,5.01489506911419,Carbon Emissions,3
Glasgow City,Carbon Emissions,Raw data,2017/18,3.6397784849430073,Carbon Emissions,4
Highland,Carbon Emissions,Raw data,2017/18,6.683597515071415,Carbon Emissions,2
Inverclyde,Carbon Emissions,Raw data,2017/18,4.290099335818442,Carbon Emissions,4
Midlothian,Carbon Emissions,Raw data,2017/18,4.4718015661767225,Carbon Emissions,2
Moray,Carbon Emissions,Raw data,2017/18,7.4984560019178,Carbon Emissions,2
North Ayrshire,Carbon Emissions,Raw data,2017/18,5.934365536164746,Carbon Emissions,4
North Lanarkshire,Carbon Emissions,Raw data,2017/18,4.5800043159045165,Carbon Emissions,4
Orkney Islands,Carbon Emissions,Raw data,2017/18,5.801389386156625,Carbon Emissions,1
Perth and Kinross,Carbon Emissions,Raw data,2017/18,6.555197697321948,Carbon Emissions,1
Renfrewshire,Carbon Emissions,Raw data,2017/18,4.4182355931390465,Carbon Emissions,3
Scotland,Carbon Emissions,Raw data,2017/18,5.001217886642933,Carbon Emissions,NA
Scottish Borders,Carbon Emissions,Raw data,2017/18,6.536728865141044,Carbon Emissions,2
Shetland Islands,Carbon Emissions,Raw data,2017/18,6.301816970929615,Carbon Emissions,1
South Ayrshire,Carbon Emissions,Raw data,2017/18,5.899361314257543,Carbon Emissions,3
South Lanarkshire,Carbon Emissions,Raw data,2017/18,4.0823976326890845,Carbon Emissions,3
Stirling,Carbon Emissions,Raw data,2017/18,6.490302547879695,Carbon Emissions,2
West Dunbartonshire,Carbon Emissions,Raw data,2017/18,4.271351086892359,Carbon Emissions,4
West Lothian,Carbon Emissions,Raw data,2017/18,4.816260950935276,Carbon Emissions,3
Aberdeen City,Carbon Emissions,Raw data,2018/19,4.912210420677159,Carbon Emissions,1
Aberdeenshire,Carbon Emissions,Raw data,2018/19,5.940580689875419,Carbon Emissions,1
Angus,Carbon Emissions,Raw data,2018/19,5.471535160064012,Carbon Emissions,2
Argyll and Bute,Carbon Emissions,Raw data,2018/19,5.943149224897229,Carbon Emissions,2
Clackmannanshire,Carbon Emissions,Raw data,2018/19,7.207905966101671,Carbon Emissions,3
Dumfries and Galloway,Carbon Emissions,Raw data,2018/19,6.78662611869028,Carbon Emissions,3
Dundee City,Carbon Emissions,Raw data,2018/19,4.35847357425965,Carbon Emissions,4
East Ayrshire,Carbon Emissions,Raw data,2018/19,4.900941347445588,Carbon Emissions,4
East Dunbartonshire,Carbon Emissions,Raw data,2018/19,3.6601292646131585,Carbon Emissions,1
East Lothian,Carbon Emissions,Raw data,2018/19,4.84880107547728,Carbon Emissions,2
East Renfrewshire,Carbon Emissions,Raw data,2018/19,3.5025807852047195,Carbon Emissions,1
"Edinburgh, City of",Carbon Emissions,Raw data,2018/19,4.085311190065358,Carbon Emissions,1
Eilean Siar,Carbon Emissions,Raw data,2018/19,5.397467700526757,Carbon Emissions,4
Falkirk,Carbon Emissions,Raw data,2018/19,4.370062831887574,Carbon Emissions,3
Fife,Carbon Emissions,Raw data,2018/19,4.765221056946176,Carbon Emissions,3
Glasgow City,Carbon Emissions,Raw data,2018/19,3.5001110513265035,Carbon Emissions,4
Highland,Carbon Emissions,Raw data,2018/19,6.504740526235035,Carbon Emissions,2
Inverclyde,Carbon Emissions,Raw data,2018/19,4.091226469369856,Carbon Emissions,4
Midlothian,Carbon Emissions,Raw data,2018/19,4.29085370246304,Carbon Emissions,2
Moray,Carbon Emissions,Raw data,2018/19,7.676138987352306,Carbon Emissions,2
North Ayrshire,Carbon Emissions,Raw data,2018/19,5.8767753464795565,Carbon Emissions,4
North Lanarkshire,Carbon Emissions,Raw data,2018/19,4.354532808391995,Carbon Emissions,4
Orkney Islands,Carbon Emissions,Raw data,2018/19,5.6244805623515886,Carbon Emissions,1
Perth and Kinross,Carbon Emissions,Raw data,2018/19,6.346240014147712,Carbon Emissions,1
Renfrewshire,Carbon Emissions,Raw data,2018/19,4.292428860410288,Carbon Emissions,3
Scotland,Carbon Emissions,Raw data,2018/19,4.837511699882671,Carbon Emissions,NA
Scottish Borders,Carbon Emissions,Raw data,2018/19,6.360201022176871,Carbon Emissions,2
Shetland Islands,Carbon Emissions,Raw data,2018/19,6.07583591094472,Carbon Emissions,1
South Ayrshire,Carbon Emissions,Raw data,2018/19,5.589928319238325,Carbon Emissions,3
South Lanarkshire,Carbon Emissions,Raw data,2018/19,3.9311816794929513,Carbon Emissions,3
Stirling,Carbon Emissions,Raw data,2018/19,6.484369070150125,Carbon Emissions,2
West Dunbartonshire,Carbon Emissions,Raw data,2018/19,4.112823801575879,Carbon Emissions,4
West Lothian,Carbon Emissions,Raw data,2018/19,4.696533596181349,Carbon Emissions,3
Aberdeen City,Carbon Emissions,Raw data,2019/20,4.772118029579486,Carbon Emissions,1
Aberdeenshire,Carbon Emissions,Raw data,2019/20,5.739132927321474,Carbon Emissions,1
Angus,Carbon Emissions,Raw data,2019/20,5.143942799306284,Carbon Emissions,2
Argyll and Bute,Carbon Emissions,Raw data,2019/20,5.601902709427405,Carbon Emissions,2
Clackmannanshire,Carbon Emissions,Raw data,2019/20,6.855823773934778,Carbon Emissions,3
Dumfries and Galloway,Carbon Emissions,Raw data,2019/20,6.440853554953848,Carbon Emissions,3
Dundee City,Carbon Emissions,Raw data,2019/20,4.047517503061433,Carbon Emissions,4
East Ayrshire,Carbon Emissions,Raw data,2019/20,4.699206868883328,Carbon Emissions,4
East Dunbartonshire,Carbon Emissions,Raw data,2019/20,3.517072805911347,Carbon Emissions,1
East Lothian,Carbon Emissions,Raw data,2019/20,4.671488009355483,Carbon Emissions,2
East Renfrewshire,Carbon Emissions,Raw data,2019/20,3.392522252628135,Carbon Emissions,1
"Edinburgh, City of",Carbon Emissions,Raw data,2019/20,3.844486094348308,Carbon Emissions,1
Eilean Siar,Carbon Emissions,Raw data,2019/20,5.071808527251993,Carbon Emissions,4
Falkirk,Carbon Emissions,Raw data,2019/20,4.026980168516595,Carbon Emissions,3
Fife,Carbon Emissions,Raw data,2019/20,4.359357985935048,Carbon Emissions,3
Glasgow City,Carbon Emissions,Raw data,2019/20,3.2924939935641846,Carbon Emissions,4
Highland,Carbon Emissions,Raw data,2019/20,6.0996652679988985,Carbon Emissions,2
Inverclyde,Carbon Emissions,Raw data,2019/20,3.911523105346937,Carbon Emissions,4
Midlothian,Carbon Emissions,Raw data,2019/20,4.1194260438471,Carbon Emissions,2
Moray,Carbon Emissions,Raw data,2019/20,7.309660141872146,Carbon Emissions,2
North Ayrshire,Carbon Emissions,Raw data,2019/20,5.680277130643489,Carbon Emissions,4
North Lanarkshire,Carbon Emissions,Raw data,2019/20,4.108359965233134,Carbon Emissions,4
Orkney Islands,Carbon Emissions,Raw data,2019/20,5.33330170153069,Carbon Emissions,1
Perth and Kinross,Carbon Emissions,Raw data,2019/20,5.9899051790754605,Carbon Emissions,1
Renfrewshire,Carbon Emissions,Raw data,2019/20,4.112180629720463,Carbon Emissions,3
Scotland,Carbon Emissions,Raw data,2019/20,4.592844881217023,Carbon Emissions,NA
Scottish Borders,Carbon Emissions,Raw data,2019/20,5.9816574564109954,Carbon Emissions,2
Shetland Islands,Carbon Emissions,Raw data,2019/20,5.660776995336566,Carbon Emissions,1
South Ayrshire,Carbon Emissions,Raw data,2019/20,5.551258552585762,Carbon Emissions,3
South Lanarkshire,Carbon Emissions,Raw data,2019/20,3.7266946678013215,Carbon Emissions,3
Stirling,Carbon Emissions,Raw data,2019/20,6.15385658636724,Carbon Emissions,2
West Dunbartonshire,Carbon Emissions,Raw data,2019/20,4.065441411888685,Carbon Emissions,4
West Lothian,Carbon Emissions,Raw data,2019/20,4.768910125505592,Carbon Emissions,3
Aberdeen City,Carbon Emissions,Raw data,2020/21,4.1568013541846245,Carbon Emissions,1
Aberdeenshire,Carbon Emissions,Raw data,2020/21,5.17151448754036,Carbon Emissions,1
Angus,Carbon Emissions,Raw data,2020/21,4.6353569376166455,Carbon Emissions,2
Argyll and Bute,Carbon Emissions,Raw data,2020/21,4.944015391023271,Carbon Emissions,2
Clackmannanshire,Carbon Emissions,Raw data,2020/21,6.237930982103955,Carbon Emissions,3
Dumfries and Galloway,Carbon Emissions,Raw data,2020/21,5.829121745108472,Carbon Emissions,3
Dundee City,Carbon Emissions,Raw data,2020/21,3.9288126696954673,Carbon Emissions,4
East Ayrshire,Carbon Emissions,Raw data,2020/21,4.169993001073667,Carbon Emissions,4
East Dunbartonshire,Carbon Emissions,Raw data,2020/21,3.1558096618860616,Carbon Emissions,1
East Lothian,Carbon Emissions,Raw data,2020/21,4.053492499413685,Carbon Emissions,2
East Renfrewshire,Carbon Emissions,Raw data,2020/21,3.009961915316642,Carbon Emissions,1
"Edinburgh, City of",Carbon Emissions,Raw data,2020/21,3.28121242880137,Carbon Emissions,1
Eilean Siar,Carbon Emissions,Raw data,2020/21,4.742283783726938,Carbon Emissions,4
Falkirk,Carbon Emissions,Raw data,2020/21,3.6146251149891744,Carbon Emissions,3
Fife,Carbon Emissions,Raw data,2020/21,4.233646966179305,Carbon Emissions,3
Glasgow City,Carbon Emissions,Raw data,2020/21,2.892892013431081,Carbon Emissions,4
Highland,Carbon Emissions,Raw data,2020/21,5.3874656868074435,Carbon Emissions,2
Inverclyde,Carbon Emissions,Raw data,2020/21,3.830123535311467,Carbon Emissions,4
Midlothian,Carbon Emissions,Raw data,2020/21,3.556645799826967,Carbon Emissions,2
Moray,Carbon Emissions,Raw data,2020/21,6.386087016149455,Carbon Emissions,2
North Ayrshire,Carbon Emissions,Raw data,2020/21,5.072632844127887,Carbon Emissions,4
North Lanarkshire,Carbon Emissions,Raw data,2020/21,3.720016712280747,Carbon Emissions,4
Orkney Islands,Carbon Emissions,Raw data,2020/21,4.941159952663721,Carbon Emissions,1
Perth and Kinross,Carbon Emissions,Raw data,2020/21,5.147222841612008,Carbon Emissions,1
Renfrewshire,Carbon Emissions,Raw data,2020/21,3.614384764962846,Carbon Emissions,3
Scotland,Carbon Emissions,Raw data,2020/21,4.088189001707305,Carbon Emissions,NA
Scottish Borders,Carbon Emissions,Raw data,2020/21,5.298619669822607,Carbon Emissions,2
Shetland Islands,Carbon Emissions,Raw data,2020/21,5.175374902020028,Carbon Emissions,1
South Ayrshire,Carbon Emissions,Raw data,2020/21,4.925711681076745,Carbon Emissions,3
South Lanarkshire,Carbon Emissions,Raw data,2020/21,3.338180504297387,Carbon Emissions,3
Stirling,Carbon Emissions,Raw data,2020/21,5.34917131767925,Carbon Emissions,2
West Dunbartonshire,Carbon Emissions,Raw data,2020/21,3.611371114837417,Carbon Emissions,4
West Lothian,Carbon Emissions,Raw data,2020/21,3.854523241334609,Carbon Emissions,3
Aberdeen City,Child Poverty,Imputed,2009/10,12.963106999468362,Child Poverty (%),1
Aberdeenshire,Child Poverty,Imputed,2009/10,9.487874467430336,Child Poverty (%),1
Angus,Child Poverty,Imputed,2009/10,14.61424934505996,Child Poverty (%),2
Argyll and Bute,Child Poverty,Imputed,2009/10,14.244598585556169,Child Poverty (%),2
Clackmannanshire,Child Poverty,Imputed,2009/10,18.25338221281089,Child Poverty (%),3
Dumfries and Galloway,Child Poverty,Imputed,2009/10,17.161036987902566,Child Poverty (%),3
Dundee City,Child Poverty,Imputed,2009/10,18.555015724225868,Child Poverty (%),4
East Ayrshire,Child Poverty,Imputed,2009/10,19.098386207752164,Child Poverty (%),4
East Dunbartonshire,Child Poverty,Imputed,2009/10,8.643311381752039,Child Poverty (%),1
East Lothian,Child Poverty,Imputed,2009/10,14.048184253683216,Child Poverty (%),2
East Renfrewshire,Child Poverty,Imputed,2009/10,10.383820139259964,Child Poverty (%),1
"Edinburgh, City of",Child Poverty,Imputed,2009/10,11.61376475153703,Child Poverty (%),1
Eilean Siar,Child Poverty,Imputed,2009/10,11.266916625891149,Child Poverty (%),4
Falkirk,Child Poverty,Imputed,2009/10,15.183179027095974,Child Poverty (%),3
Fife,Child Poverty,Imputed,2009/10,17.23522123197505,Child Poverty (%),3
Glasgow City,Child Poverty,Imputed,2009/10,24.93635101553349,Child Poverty (%),4
Highland,Child Poverty,Imputed,2009/10,14.694606072705383,Child Poverty (%),2
Inverclyde,Child Poverty,Imputed,2009/10,13.26506168781669,Child Poverty (%),4
Midlothian,Child Poverty,Imputed,2009/10,13.300066364705962,Child Poverty (%),2
Moray,Child Poverty,Imputed,2009/10,14.859921832584686,Child Poverty (%),2
North Ayrshire,Child Poverty,Imputed,2009/10,18.13985822421111,Child Poverty (%),4
North Lanarkshire,Child Poverty,Imputed,2009/10,18.267819792442843,Child Poverty (%),4
Orkney Islands,Child Poverty,Imputed,2009/10,13.454404398361469,Child Poverty (%),1
Perth and Kinross,Child Poverty,Imputed,2009/10,11.821649630061582,Child Poverty (%),1
Renfrewshire,Child Poverty,Imputed,2009/10,12.683438393647158,Child Poverty (%),3
Scotland,Child Poverty,Imputed,2009/10,15.610956598210898,Child Poverty (%),NA
Scottish Borders,Child Poverty,Imputed,2009/10,14.022459461969436,Child Poverty (%),2
Shetland Islands,Child Poverty,Imputed,2009/10,7.382373502088903,Child Poverty (%),1
South Ayrshire,Child Poverty,Imputed,2009/10,16.418121022305353,Child Poverty (%),3
South Lanarkshire,Child Poverty,Imputed,2009/10,15.0337649792151,Child Poverty (%),3
Stirling,Child Poverty,Imputed,2009/10,13.318470462105362,Child Poverty (%),2
West Dunbartonshire,Child Poverty,Imputed,2009/10,17.230909726538222,Child Poverty (%),4
West Lothian,Child Poverty,Imputed,2009/10,14.35441877099409,Child Poverty (%),3
Aberdeen City,Child Poverty,Imputed,2010/11,12.249868573750316,Child Poverty (%),1
Aberdeenshire,Child Poverty,Imputed,2010/11,9.181106054258803,Child Poverty (%),1
Angus,Child Poverty,Imputed,2010/11,14.287113527247344,Child Poverty (%),2
Argyll and Bute,Child Poverty,Imputed,2010/11,13.973918655385669,Child Poverty (%),2
Clackmannanshire,Child Poverty,Imputed,2010/11,17.926236329991006,Child Poverty (%),3
Dumfries and Galloway,Child Poverty,Imputed,2010/11,16.920445072555033,Child Poverty (%),3
Dundee City,Child Poverty,Imputed,2010/11,18.004123504891222,Child Poverty (%),4
East Ayrshire,Child Poverty,Imputed,2010/11,18.851880735440595,Child Poverty (%),4
East Dunbartonshire,Child Poverty,Imputed,2010/11,8.441162926706285,Child Poverty (%),1
East Lothian,Child Poverty,Imputed,2010/11,13.806555461383889,Child Poverty (%),2
East Renfrewshire,Child Poverty,Imputed,2010/11,10.034121803677609,Child Poverty (%),1
"Edinburgh, City of",Child Poverty,Imputed,2010/11,11.33073651995438,Child Poverty (%),1
Eilean Siar,Child Poverty,Imputed,2010/11,11.06273556920888,Child Poverty (%),4
Falkirk,Child Poverty,Imputed,2010/11,15.20832170597062,Child Poverty (%),3
Fife,Child Poverty,Imputed,2010/11,17.010263432639196,Child Poverty (%),3
Glasgow City,Child Poverty,Imputed,2010/11,23.996224178093183,Child Poverty (%),4
Highland,Child Poverty,Imputed,2010/11,14.433492344168153,Child Poverty (%),2
Inverclyde,Child Poverty,Imputed,2010/11,13.180907431921163,Child Poverty (%),4
Midlothian,Child Poverty,Imputed,2010/11,13.198555170975087,Child Poverty (%),2
Moray,Child Poverty,Imputed,2010/11,14.567893232669483,Child Poverty (%),2
North Ayrshire,Child Poverty,Imputed,2010/11,18.10384567916714,Child Poverty (%),4
North Lanarkshire,Child Poverty,Imputed,2010/11,18.07911018460294,Child Poverty (%),4
Orkney Islands,Child Poverty,Imputed,2010/11,13.139617667078143,Child Poverty (%),1
Perth and Kinross,Child Poverty,Imputed,2010/11,11.87419434324395,Child Poverty (%),1
Renfrewshire,Child Poverty,Imputed,2010/11,12.540940400016977,Child Poverty (%),3
Scotland,Child Poverty,Imputed,2010/11,15.290447945607047,Child Poverty (%),NA
Scottish Borders,Child Poverty,Imputed,2010/11,13.7407582475826,Child Poverty (%),2
Shetland Islands,Child Poverty,Imputed,2010/11,7.35967550030879,Child Poverty (%),1
South Ayrshire,Child Poverty,Imputed,2010/11,16.0978961672107,Child Poverty (%),3
South Lanarkshire,Child Poverty,Imputed,2010/11,14.774843639247154,Child Poverty (%),3
Stirling,Child Poverty,Imputed,2010/11,13.085608873619666,Child Poverty (%),2
West Dunbartonshire,Child Poverty,Imputed,2010/11,16.92627797152008,Child Poverty (%),4
West Lothian,Child Poverty,Imputed,2010/11,14.132400747918425,Child Poverty (%),3
Aberdeen City,Child Poverty,Imputed,2011/12,11.615677738253234,Child Poverty (%),1
Aberdeenshire,Child Poverty,Imputed,2011/12,8.876085621223988,Child Poverty (%),1
Angus,Child Poverty,Imputed,2011/12,13.95499346195068,Child Poverty (%),2
Argyll and Bute,Child Poverty,Imputed,2011/12,13.722047501153426,Child Poverty (%),2
Clackmannanshire,Child Poverty,Imputed,2011/12,17.630708665034724,Child Poverty (%),3
Dumfries and Galloway,Child Poverty,Imputed,2011/12,16.666931458228607,Child Poverty (%),3
Dundee City,Child Poverty,Imputed,2011/12,17.45778565078557,Child Poverty (%),4
East Ayrshire,Child Poverty,Imputed,2011/12,18.612638646316533,Child Poverty (%),4
East Dunbartonshire,Child Poverty,Imputed,2011/12,8.284426495386153,Child Poverty (%),1
East Lothian,Child Poverty,Imputed,2011/12,13.5826271195872,Child Poverty (%),2
East Renfrewshire,Child Poverty,Imputed,2011/12,9.737678761644064,Child Poverty (%),1
"Edinburgh, City of",Child Poverty,Imputed,2011/12,11.02669530408572,Child Poverty (%),1
Eilean Siar,Child Poverty,Imputed,2011/12,10.79011842385272,Child Poverty (%),4
Falkirk,Child Poverty,Imputed,2011/12,15.205911679776094,Child Poverty (%),3
Fife,Child Poverty,Imputed,2011/12,16.763804371524046,Child Poverty (%),3
Glasgow City,Child Poverty,Imputed,2011/12,23.14997318541744,Child Poverty (%),4
Highland,Child Poverty,Imputed,2011/12,14.110717046992104,Child Poverty (%),2
Inverclyde,Child Poverty,Imputed,2011/12,13.118214384036678,Child Poverty (%),4
Midlothian,Child Poverty,Imputed,2011/12,13.106971404938184,Child Poverty (%),2
Moray,Child Poverty,Imputed,2011/12,14.207944210513697,Child Poverty (%),2
North Ayrshire,Child Poverty,Imputed,2011/12,18.04939647051425,Child Poverty (%),4
North Lanarkshire,Child Poverty,Imputed,2011/12,17.83955545193861,Child Poverty (%),4
Orkney Islands,Child Poverty,Imputed,2011/12,12.825923253107586,Child Poverty (%),1
Perth and Kinross,Child Poverty,Imputed,2011/12,11.916930336681476,Child Poverty (%),1
Renfrewshire,Child Poverty,Imputed,2011/12,12.421461786949628,Child Poverty (%),3
Scotland,Child Poverty,Imputed,2011/12,14.973389856728462,Child Poverty (%),NA
Scottish Borders,Child Poverty,Imputed,2011/12,13.497466517694445,Child Poverty (%),2
Shetland Islands,Child Poverty,Imputed,2011/12,7.304688134848787,Child Poverty (%),1
South Ayrshire,Child Poverty,Imputed,2011/12,15.8055449555797,Child Poverty (%),3
South Lanarkshire,Child Poverty,Imputed,2011/12,14.533620918590476,Child Poverty (%),3
Stirling,Child Poverty,Imputed,2011/12,12.843572825971137,Child Poverty (%),2
West Dunbartonshire,Child Poverty,Imputed,2011/12,16.635886345796326,Child Poverty (%),4
West Lothian,Child Poverty,Imputed,2011/12,13.874532389421724,Child Poverty (%),3
